seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,all_flights_size_avg,all_flights_size_std,deliveries_per_flight_avg,deliveries_per_flight_std,avg_energy_per_flight_avg,avg_energy_per_flight_std,avg_weight_per_flight_avg,avg_weight_per_flight_std,n_prime_avg,n_prime_std
170,50,100,4,10,1,5000,5,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,1530.15,10.7805,0.0,0.0,0.0,0.0,0.0,0.0,8.63516,1.39861
186,100,100,4,10,1,5000,5,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,4787.73,19.2435,0.0,0.0,0.0,0.0,0.0,0.0,13.4515,1.31087
202,150,100,4,10,1,5000,5,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,8092.7,21.1313,0.0,0.0,0.0,0.0,0.0,0.0,14.4999,1.25908
218,200,100,4,10,1,5000,5,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,11392.6,21.3571,0.0,0.0,0.0,0.0,0.0,0.0,15.304,1.13883
234,250,100,4,10,1,5000,5,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,14697.7,28.3362,0.0,0.0,0.0,0.0,0.0,0.0,15.675,1.09611
250,300,100,4,10,1,5000,5,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,18004.1,32.0571,0.0,0.0,0.0,0.0,0.0,0.0,15.6345,0.78799
266,350,100,4,10,1,5000,5,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,21307.8,28.0413,0.0,0.0,0.0,0.0,0.0,0.0,15.5425,0.796174
282,400,100,4,10,1,5000,5,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,24612.1,41.4977,0.0,0.0,0.0,0.0,0.0,0.0,15.5015,0.734095
298,450,100,4,10,1,5000,5,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,27911.6,34.5281,0.0,0.0,0.0,0.0,0.0,0.0,15.8918,0.885826
314,500,100,4,10,1,5000,5,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,31224.5,31.1919,0.0,0.0,0.0,0.0,0.0,0.0,15.6395,0.752547
