seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,running_time_avg,running_time_std,all_flights_size_avg,all_flights_size_std
2,10,100,8,10,1,5000,5,0.05,0.5,2,1,33,150,0,0,1,0,0,51.9091,10.3693,4793.33,189.234,4.93939,1.33463,0.013,0.00308221,36.0909,5.73095
6,20,100,8,10,1,5000,5,0.05,0.5,2,1,33,150,0,0,1,0,0,81.0606,11.7658,4915.21,112.926,5.54545,1.14564,0.0460606,0.00527932,129.212,11.9072
10,30,100,8,10,1,5000,5,0.05,0.5,2,1,33,150,0,0,1,0,0,111.758,11.5705,4935.36,67.1397,6.54545,1.22474,0.102182,0.0120531,286.848,18.6363
14,40,100,8,10,1,5000,5,0.05,0.5,2,1,33,150,0,0,1,0,0,137.515,16.1325,4943.39,67.4374,6.75758,1.40312,0.177727,0.0244774,498.424,34.6311
18,50,100,8,10,1,5000,5,0.05,0.5,2,1,33,150,0,0,1,0,0,155.03,16.79,4958.45,41.2743,7.54545,1.34629,0.286273,0.0287883,782.03,47.0043
22,60,100,8,10,1,5000,5,0.05,0.5,2,1,33,150,0,0,1,0,0,172.576,15.9551,4966.42,40.1022,8.0,1.29904,0.406667,0.0398926,1104.12,52.0012
26,70,100,8,10,1,5000,5,0.05,0.5,2,1,33,150,0,0,1,0,0,188.727,19.1919,4971.61,26.7838,7.90909,1.62019,0.543909,0.0452972,1469.88,62.8239
30,80,100,8,10,1,5000,5,0.05,0.5,2,1,33,150,0,0,1,0,0,205.606,18.9604,4972.3,32.2524,8.54545,1.22474,0.728485,0.0580754,1932.58,77.0294
34,90,100,8,10,1,5000,5,0.05,0.5,2,1,33,150,0,0,1,0,0,220.121,16.7215,4971.76,29.1065,8.78788,1.19896,0.975333,0.102334,2446.24,101.389
38,100,100,8,10,1,5000,5,0.05,0.5,2,1,33,150,0,0,1,0,0,237.727,16.5119,4979.82,18.4042,9.24242,1.14564,1.17621,0.109664,3035.91,141.603
