seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,running_time_avg,running_time_std,all_flights_size_avg,all_flights_size_std,deliveries_per_flight_avg,deliveries_per_flight_std,avg_energy_per_flight_avg,avg_energy_per_flight_std,avg_weight_per_flight_avg,avg_weight_per_flight_std
2,10,100,2,10,1,5000,5,0.05,0.5,0,1,33,150,0,1,1.0,0,0,68.0909,11.6226,2645.95,563.967,6.0,1.1726,0.0434242,0.0221642,63.6061,2.04634,1.99838,0.272157,443.122,53.0543,1.99838,0.272157
6,20,100,2,10,1,5000,5,0.05,0.5,0,1,33,150,0,1,1.0,0,0,135.606,16.9686,4751.7,359.886,9.78788,1.34629,0.168455,0.0333505,228.879,2.37829,2.34279,0.271679,488.486,37.9823,2.34279,0.271679
10,30,100,2,10,1,5000,5,0.05,0.5,0,1,33,150,0,1,1.0,0,0,174.273,15.156,4960.36,30.3832,9.33333,1.1592,0.607212,0.11001,493.879,3.98826,2.98571,0.381335,538.323,60.1122,2.98571,0.381335
14,40,100,2,10,1,5000,5,0.05,0.5,0,1,33,150,0,1,1.0,0,0,198.545,14.1114,4967.92,30.9619,8.81818,1.18585,1.31109,0.122845,821.333,3.87702,3.36648,0.386013,568.447,54.9978,3.36648,0.386013
18,50,100,2,10,1,5000,5,0.05,0.5,0,1,33,150,0,1,1.0,0,0,206.606,11.7711,4981.74,23.0412,9.27273,1.0155,2.38755,0.247485,1152.42,4.60977,3.27113,0.400277,543.288,59.7155,3.27113,0.400277
22,60,100,2,10,1,5000,5,0.05,0.5,0,1,33,150,0,1,1.0,0,0,216.03,11.3784,4981.76,18.6735,9.30303,1.1726,3.50588,0.197191,1480.27,5.64303,3.27372,0.434321,543.255,66.5075,3.27372,0.434321
26,70,100,2,10,1,5000,5,0.05,0.5,0,1,33,150,0,1,1.0,0,0,225.576,12.0676,4985.28,15.4596,10.3636,1.11803,4.44694,0.182627,1808.79,5.8843,2.87948,0.274144,485.523,46.0821,2.87948,0.274144
30,80,100,2,10,1,5000,5,0.05,0.5,0,1,33,150,0,1,1.0,0,0,232.061,9.5719,4987.27,9.81763,10.3939,1.04583,5.37912,0.213577,2138.82,5.20517,2.9426,0.31557,483.81,44.5357,2.9426,0.31557
34,90,100,2,10,1,5000,5,0.05,0.5,0,1,33,150,0,1,1.0,0,0,234.303,10.699,4988.24,11.8801,10.4848,1.34629,6.40485,0.261056,2466.64,7.19592,2.93478,0.368551,482.513,58.7282,2.93478,0.368551
