num_deliveries,opt_opts_ratio_avg
10,2.0512567884381396
20,2.15340625
30,1.826405827297888
40,1.533928459953805
50,1.4906689879195771
60,1.4058107147283483
70,1.3949329638229349
80,1.3841157925245917
