num_deliveries,opt_opts_ratio_avg
10,3.4520402820228693
20,4.324882246903529
30,4.170725903190244
40,4.061438469116573
50,3.878088463205648
60,3.7495186717724045
70,3.4543688018584713
80,3.3355254035852235
