num_deliveries,opt_opts_ratio_avg
10,2.0361409856271
20,2.277275693189233
30,2.353589143899869
40,2.215572564575302
50,2.0844131791702254
60,1.8171541470317316
70,1.7837033813992487
80,1.7549891779070323
