seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,running_time_avg,running_time_std,all_flights_size_avg,all_flights_size_std
3,10,100,8,10,5,5000,10,0.05,0.5,2,4,33,150,30,0,1,0,0,43.5152,6.95126,4794.88,163.681,4.63636,0.951972,0.0166061,0.00398387,47.5758,10.135
7,20,100,8,10,5,5000,10,0.05,0.5,2,4,33,150,30,0,1,0,0,73.0606,8.59484,4904.64,90.3012,5.48485,1.03078,0.0711818,0.0122588,208.485,29.0915
11,30,100,8,10,5,5000,10,0.05,0.5,2,4,33,150,30,0,1,0,0,95.5152,12.3317,4922.52,61.0462,6.18182,1.0,0.196455,0.0407447,539.909,89.3746
15,40,100,8,10,5,5000,10,0.05,0.5,2,4,33,150,30,0,1,0,0,105.212,13.8288,4948.48,54.7278,6.39394,1.13192,0.346727,0.0494256,988.606,108.235
19,50,100,8,10,5,5000,10,0.05,0.5,2,4,33,150,30,0,1,0,0,119.818,11.1256,4955.55,39.2692,6.81818,1.31101,0.630545,0.10668,1727.0,179.747
23,60,100,8,10,5,5000,10,0.05,0.5,2,4,33,150,30,0,1,0,0,129.848,13.2101,4958.18,42.5584,7.24242,1.06066,0.914576,0.124586,2502.45,245.441
27,70,100,8,10,5,5000,10,0.05,0.5,2,4,33,150,30,0,1,0,0,136.333,10.9735,4968.82,29.94,7.42424,1.06066,1.37588,0.208767,3604.79,389.016
31,80,100,8,10,5,5000,10,0.05,0.5,2,4,33,150,30,0,1,0,0,154.667,14.6173,4973.85,25.1882,7.66667,1.03078,1.81397,0.288057,4790.21,496.627
35,90,100,8,10,5,5000,10,0.05,0.5,2,4,33,150,30,0,1,0,0,159.061,12.6687,4971.76,32.0566,7.69697,1.1592,2.49103,0.330663,6443.3,527.371
39,100,100,8,10,5,5000,10,0.05,0.5,2,4,33,150,30,0,1,0,0,162.485,12.6519,4979.73,18.0022,7.93939,1.40312,3.24697,0.557628,7885.7,854.97
