num_deliveries,opt_opts_ratio_avg
10,2.780366241019847
20,3.188805369008042
30,3.0628841223949106
40,2.7400368742022407
50,2.501704620368801
60,2.2945513453712114
70,2.1905107857382364
80,2.0643225806451615
