num_deliveries,opt_opts_ratio_avg
10,2.888147256301192
20,2.735724486112886
30,2.4356728468710744
40,2.1325228902633944
50,1.9942495056851477
60,1.915852677545392
70,1.8723742723887342
80,1.841138401285575
