,apx,apx-na,knapsack,MR,GeRt,GLp,GSw,intersection,n_points
32,0.9981,0.9981,1.0,0.9986,0.6332,0.4557,0.9986,27.1579,75
33,0.9984,0.9984,1.0,0.998,0.6328,0.4573,0.998,31.8684,75
34,0.999,0.999,1.0,0.998,0.6327,0.5477,0.998,31.3947,75
35,0.9983,0.9983,1.0,0.998,0.7234,0.4561,0.998,30.6842,75
36,0.998,0.998,1.0,0.9986,0.7233,0.4557,0.9986,28.9474,75
37,0.9989,0.9989,1.0,0.9979,0.6325,0.7304,0.9979,35.2105,75
38,0.9976,0.9976,1.0,0.9969,0.6613,0.7804,0.9969,31.6842,75
39,0.9999,0.9999,1.0,0.9981,0.6632,0.6677,0.9981,38.6842,75
40,0.999,0.999,1.0,0.9988,0.6226,0.7513,0.9988,38.8158,75
41,0.999,0.999,1.0,0.9988,0.623,0.7513,0.9988,38.8158,75
42,0.999,0.999,1.0,0.999,0.6226,0.7513,0.999,38.8158,75
43,0.999,0.999,1.0,0.9988,0.4977,0.7513,0.9988,38.8158,75
44,0.998,0.998,1.0,0.9981,0.6637,0.7792,0.9981,38.3158,75
45,0.999,0.999,1.0,0.9988,0.6226,0.7513,0.9988,38.8158,75
46,0.9987,0.9987,1.0,0.9969,0.6624,0.7784,0.9969,37.9474,75
47,0.9965,0.9965,1.0,0.9966,0.6617,0.6691,0.9966,37.7632,75
48,0.9965,0.9965,1.0,0.9965,0.773,0.7794,0.9965,38.0263,75
49,0.9984,0.9984,1.0,0.9976,0.5968,0.7012,0.9976,39.5,75
50,0.9966,0.9966,1.0,0.9966,0.6617,0.7797,0.9966,37.5526,75
51,0.998,0.998,1.0,0.9987,0.5967,0.7031,0.9987,37.1842,75
52,1.0,1.0,1.0,0.9084,0.543,0.6413,0.9084,35.9474,75
53,0.9965,0.9965,1.0,0.9965,0.6632,0.7794,0.9965,38.0263,75
54,0.9965,0.9965,1.0,0.9965,0.6623,0.7794,0.9965,38.0263,75
55,0.9965,0.9965,1.0,0.9965,0.6623,0.7794,0.9965,38.0263,75
56,1.0,1.0,1.0,0.2222,0.6642,0.6678,0.2222,38.6842,75
57,0.999,0.999,1.0,0.9988,0.6232,0.7513,0.9988,38.8158,75
58,0.999,0.999,1.0,0.9988,0.6226,0.7513,0.9988,38.8158,75
59,1.0,0.8885,1.0,0.8885,0.5534,0.7789,0.8885,38.8158,75
60,0.999,0.999,1.0,0.999,0.6226,0.7513,0.999,38.8158,75
61,0.9977,0.9977,1.0,0.9977,0.6634,0.7804,0.9977,37.3947,75
62,0.9966,0.9966,1.0,0.9966,0.6627,0.7795,0.9966,37.7105,75
63,0.8997,0.8997,1.0,0.9975,0.4971,0.7012,0.9975,38.6579,75
64,0.9966,0.9966,1.0,0.9966,0.6617,0.7797,0.9966,37.5526,75
65,0.9965,0.9965,1.0,0.9966,0.6627,0.7795,0.9966,37.7105,75
66,0.9984,0.9984,1.0,0.9976,0.5974,0.7011,0.9976,39.5,75
67,0.9981,0.9981,1.0,0.9987,0.5959,0.8025,0.9987,36.6579,75
68,0.8996,0.8996,1.0,0.9975,0.5965,0.7012,0.9975,38.6579,75
69,0.9965,0.9965,1.0,0.9966,0.6627,0.7795,0.9966,37.3947,75
70,0.9965,0.9965,1.0,0.9965,0.773,0.7794,0.9965,38.0263,75
71,1.0,1.0,1.0001,0.9982,0.6633,0.6677,0.9982,38.9737,75
72,1.0,1.0,1.0,0.2222,0.6642,0.6678,0.2222,38.6842,75
73,1.0,0.8746,1.0,0.8744,0.4977,0.7514,0.8744,38.1316,75
74,0.9996,0.9996,1.0,0.9996,0.7756,0.6674,0.9996,40.5526,75
75,0.9981,0.9981,1.0,0.2498,0.6214,0.6265,0.2498,37.9474,75
76,0.9981,0.9981,1.0,0.2498,0.7467,0.7507,0.2498,37.9474,75
77,1.0,0.8568,1.0,0.999,0.4263,0.7183,0.999,36.5789,75
78,0.9999,0.9999,1.0,1.0,0.3317,0.6712,1.0,36.3158,75
79,0.9997,0.9997,1.0,0.9998,0.4981,0.6711,0.9998,36.5526,75
80,0.999,0.999,1.0,0.999,0.569,0.7183,0.999,36.6842,75
81,0.9981,0.9981,1.0,0.2498,0.6221,0.7507,0.2498,37.9474,75
82,1.0,1.0,1.0,1.0,0.5537,0.6677,1.0,40.5526,75
83,1.0,1.0,1.0,1.0,0.7755,0.5572,1.0,40.5526,75
84,0.9981,0.9981,1.0,0.2498,0.6214,0.6265,0.2498,37.9474,75
85,0.8879,0.8879,1.0,0.2222,0.6642,0.6678,0.2222,38.2105,75
86,0.9981,0.9981,1.0001,0.2498,0.6221,0.7507,0.2498,38.2105,75
87,0.9977,0.9977,1.0,0.9967,0.7963,0.9008,0.9967,41.8947,75
88,0.9,0.9,1.0,0.9985,0.7011,0.1004,0.9985,38.7368,75
89,0.8995,0.8995,1.0,0.9983,0.8009,0.6006,0.9983,36.5263,75
90,0.9989,0.9989,1.0,0.9985,0.7508,0.7509,0.9985,38.8947,75
91,0.998,0.8741,1.0,0.9983,0.8731,0.7512,0.9983,39.8684,75
92,0.9984,0.9984,1.0,0.9981,0.6259,0.7509,0.9981,38.8947,75
93,0.9989,0.9989,1.0,0.9985,0.7515,0.8743,0.9985,38.8947,75
94,0.8888,0.8888,1.0,0.9993,0.7771,0.1115,0.9993,38.8947,75
95,0.8888,0.8888,1.0,1.0,0.6678,0.6691,1.0,38.8947,75
96,0.9992,0.9992,1.0,0.9989,0.8742,0.6268,0.9989,38.8947,75
97,0.8888,0.8888,1.0,1.0,0.6678,0.6691,1.0,38.8947,75
98,0.9992,0.8889,1.0,0.9994,0.6677,0.6681,0.9994,40.1316,75
99,0.9002,0.9002,1.0,0.9986,0.7993,0.9008,0.9986,38.8947,75
100,0.9985,0.8994,1.0,0.9989,0.7006,0.5012,0.9989,38.3421,75
101,0.9983,0.8994,1.0,0.9977,0.7006,0.7017,0.9977,37.2895,75
102,0.999,0.999,1.0,0.9988,0.7985,0.3995,0.9988,41.0789,75
103,1.0,1.0,1.0,0.9999,0.7,0.6002,0.9999,44.3684,75
104,0.8994,0.8994,1.0,0.9977,0.7986,0.7017,0.9977,38.8947,75
105,0.8888,0.8888,1.0,0.998,0.8886,0.7792,0.998,40.6579,75
106,0.9994,0.9994,1.0,0.9995,0.779,0.5566,0.9995,37.5263,75
107,0.9989,0.9989,1.0,0.9985,0.7515,0.7509,0.9985,38.8947,75
108,0.9991,0.9991,1.0,0.9997,0.6266,0.7514,0.9997,37.7895,75
109,0.9997,0.9997,1.0,0.9995,0.8742,0.7513,0.9995,37.7895,75
110,0.8995,0.8995,1.0,0.9983,0.7019,0.5015,0.9983,36.5263,75
111,0.998,0.998,1.0,0.9987,0.7007,0.7009,0.9987,25.7632,75
112,0.9081,0.9081,1.0,0.9979,0.6371,0.6374,0.9979,28.4737,75
113,0.9991,0.9991,1.0,0.9996,0.5468,0.637,0.9996,21.6316,75
114,0.9092,0.9092,1.0,1.0,0.6376,0.6383,1.0,33.2105,75
115,0.9001,0.9001,1.0,0.9013,0.7019,0.6028,0.9013,36.2895,75
116,0.9977,0.9977,1.0,0.9988,0.5473,0.4562,0.9988,22.7632,75
117,0.9075,0.9075,1.0,0.9986,0.5472,0.548,0.9986,26.5263,75
118,0.9986,0.9986,1.0,0.9994,0.502,0.5861,0.9994,18.3947,75
119,0.9222,0.8451,1.0,1.0,0.5408,0.4643,1.0,15.8947,75
120,0.9152,0.9152,1.0,0.9997,0.7522,0.5026,0.9997,20.5789,75
121,0.9157,0.8324,1.0,0.9992,0.7505,0.6686,0.9992,20.4474,75
122,0.9156,0.9156,1.0,0.9985,0.6668,0.6682,0.9985,18.5,75
123,0.9156,0.8323,1.0,0.9992,0.7494,0.6686,0.9992,20.4474,75
124,0.9156,0.9156,1.0,0.9985,0.6668,0.6682,0.9985,18.5,75
125,0.9155,0.9155,1.0,0.9983,0.8339,0.6689,0.9983,18.3947,75
126,0.9157,0.9157,1.0,0.9992,0.6666,0.6686,0.9992,19.5789,75
127,0.9153,0.9153,1.0,0.9997,0.7522,0.5026,0.9997,19.5789,75
128,0.8472,0.8472,1.0,1.0,0.771,0.7723,1.0,19.3421,75
129,0.9156,0.8323,1.0,0.9992,0.7494,0.6686,0.9992,20.4474,75
130,0.9157,0.9157,1.0,0.9991,0.9162,0.9174,0.9991,27.8684,75
131,0.9152,0.9152,1.0,0.998,0.7495,0.9174,0.998,30.1316,75
132,0.8472,0.8472,1.0,1.0,0.771,0.7723,1.0,19.3421,75
133,0.9155,0.9155,1.0,0.9991,0.7493,0.8348,0.9991,26.6579,75
134,0.916,0.8327,1.0,0.9992,0.6665,0.835,0.9992,21.6053,75
135,0.9153,0.9153,1.0,0.9986,0.6668,0.6682,0.9986,15.5789,75
136,0.9162,0.8329,1.0,0.9992,0.5838,0.7522,0.9992,13.3947,75
137,0.9988,0.9154,1.0,0.9988,0.7513,0.7526,0.9988,15.8158,75
138,0.9989,0.9155,1.0,0.9989,0.6676,0.7525,0.9989,15.5263,75
139,0.915,0.915,1.0,0.9992,0.7514,0.6695,0.9992,16.8158,75
140,0.9162,0.8329,1.0,0.9992,0.5838,0.7522,0.9992,13.0263,75
141,0.9165,0.8332,1.0,1.0,0.5838,0.6689,1.0,11.3158,75
142,0.9162,0.8329,1.0,0.9992,0.5838,0.7522,0.9992,13.3947,75
143,0.9164,0.8332,1.0,1.0,0.5838,0.6689,1.0,11.8158,75
144,0.9998,0.9998,1.0,0.9998,0.6658,0.5006,0.9998,13.1579,75
145,0.9981,0.9981,1.0,0.9981,0.6331,0.4558,0.9981,23.6316,75
146,0.9998,0.9998,1.0,0.9998,0.6658,0.3345,0.9998,9.7105,75
147,0.9999,0.9999,1.0,0.9999,0.667,0.667,0.9999,1.0,75
148,0.9998,0.9998,1.0,0.9998,0.6673,0.6686,0.9998,6.3421,75
149,0.9998,0.9998,1.0,0.9998,0.6658,0.5007,0.9998,9.4211,75
150,0.9982,0.9982,1.0,0.9982,0.724,0.3652,0.9982,19.1316,75
151,0.998,0.998,1.0,0.998,0.6329,0.4558,0.998,25.2105,75
152,0.9983,0.9983,1.0,0.9983,0.724,0.4558,0.9983,20.5789,75
153,0.9982,0.9982,1.0,0.9982,0.7239,0.4558,0.9982,22.1316,75
154,0.9987,0.9987,1.0,0.9987,0.7237,0.4535,0.9987,20.3158,75
155,0.9987,0.9987,1.0,0.9987,0.7237,0.4535,0.9987,20.3158,75
156,0.9986,0.9986,1.0,0.9983,0.7246,0.5446,0.9983,21.4211,75
157,0.9985,0.9985,1.0,0.9985,0.723,0.4557,0.9985,29.7368,75
158,0.9982,0.9982,1.0,0.9979,0.7233,0.5474,0.9979,30.3947,75
159,0.9984,0.9984,1.0,0.9981,0.7236,0.4561,0.9981,29.3684,75
160,0.9986,0.9986,1.0,0.9986,0.7232,0.4557,0.9986,30.6316,75
161,0.9984,0.9984,1.0,0.9981,0.6334,0.4561,0.9981,28.9211,75
162,0.9985,0.9985,1.0,0.9985,0.7242,0.5464,0.9985,15.2632,75
163,0.999,0.999,1.0,0.9987,0.7248,0.1826,0.9987,13.5263,75
164,0.9993,0.9083,1.0,0.9993,0.7254,0.5459,0.9986,14.2368,75
165,0.9992,0.9992,1.0,0.9987,0.7265,0.6379,0.9987,9.8684,75
166,0.9989,0.9989,1.0,0.9991,0.7264,0.5471,0.9991,10.8947,75
167,0.9983,0.9983,1.0,0.9981,0.6357,0.6382,0.9981,17.5789,75
168,0.9988,0.9156,1.0,0.9989,0.7495,0.502,0.9989,17.6579,75
169,0.9988,0.9988,1.0,0.9989,0.7492,0.6682,0.9989,20.8158,75
170,1.0,1.0,1.0,1.0,0.75,0.1675,1.0,7.3421,75
171,1.0,1.0,1.0,1.0,0.667,0.667,1.0,1.3684,75
172,1.0,1.0,1.0,1.0,0.7499,0.1674,1.0,8.9474,75
173,0.9999,0.9999,1.0,0.9999,0.6659,0.5007,0.9999,11.1316,75
174,0.9999,0.9999,1.0,0.9999,0.667,0.667,0.9999,1.0,75
175,0.9999,0.9999,1.0,0.9999,0.6658,0.5007,0.9999,11.7632,75
176,0.9999,0.9999,1.0,0.9999,0.667,0.585,0.9999,1.3158,75
177,0.9998,0.9998,1.0,0.9998,0.6658,0.5007,0.9998,8.3684,75
178,0.9999,0.9999,1.0,0.9999,0.749,0.5005,0.9999,10.9211,75
179,0.9999,0.9999,1.0,0.9999,0.6657,0.1674,0.9999,9.5789,75
180,0.9999,0.9999,1.0,1.0,0.7487,0.5003,1.0,15.3684,75
181,0.9998,0.9998,1.0,0.9998,0.6658,0.4174,0.9998,12.7368,75
182,0.999,0.999,1.0,0.9994,0.7256,0.546,0.9989,11.8421,75
183,0.916,0.8327,1.0,0.9992,0.5833,0.7522,0.9992,25.2105,75
184,0.9993,0.9083,1.0,0.9993,0.7254,0.5459,0.9986,14.2368,75
185,0.999,0.9083,1.0,0.9993,0.5448,0.4556,0.9993,16.0526,75
186,0.9999,0.9999,1.0,0.9999,0.667,0.667,0.9999,1.0,75
187,1.0,1.0,1.0,1.0,0.75,0.1674,1.0,7.3421,75
188,0.9994,0.9994,1.0,0.9994,0.6674,0.6687,0.9994,4.3158,75
189,0.9998,0.9164,1.0,0.9998,0.6674,0.5019,0.9998,2.8947,75
190,0.9998,0.9165,1.0,0.9998,0.6673,0.5019,0.9998,2.8947,75
191,0.9998,0.9998,1.0,0.9998,0.6656,0.5014,0.9998,10.4737,75
192,0.9997,0.9997,1.0,0.9997,0.6656,0.5014,0.9997,8.4211,75
193,0.9999,0.9999,1.0,0.9999,0.667,0.667,0.9999,1.0,75
194,0.9999,0.9999,1.0,0.9999,0.667,0.667,0.9999,1.0,75
195,0.9999,0.9999,1.0,0.9999,0.6673,0.6688,0.9999,3.1842,75
196,0.9162,0.8329,1.0,0.9992,0.5838,0.7523,0.9992,12.7895,75
197,0.9977,0.9977,1.0,0.9977,0.5451,0.6387,0.9977,28.0263,75
198,0.9988,0.9082,1.0,0.9988,0.724,0.0917,0.9981,19.7632,75
199,0.9998,0.9998,1.0,0.9998,0.6658,0.3345,0.9998,9.7105,75
200,0.9999,0.9999,1.0,0.9999,0.667,0.667,0.9999,1.0,75
201,1.0,1.0,1.0,1.0,0.6667,0.1677,1.0,5.2105,75
202,0.9999,0.9999,1.0,1.0,0.7488,0.5004,1.0,12.8684,75
203,0.9998,0.9998,1.0,0.9998,0.6657,0.4173,0.9998,14.1316,75
204,0.9999,0.9999,1.0,0.9999,0.6663,0.501,0.9999,9.8684,75
205,1.0,1.0,1.0,1.0,0.6678,0.5843,1.0,3.2895,75
206,0.9997,0.9997,1.0,0.9997,0.6673,0.6673,0.9997,1.3684,75
207,1.0,0.9168,1.0,1.0,0.7506,0.6672,1.0,4.4211,75
208,0.9171,0.9171,1.0,1.0,0.6672,0.1671,1.0,12.1316,75
209,0.9987,0.9987,1.0,0.9984,0.725,0.5447,0.9984,22.4211,75
210,0.9998,0.9998,1.0,0.9998,0.6656,0.5014,0.9998,10.4737,75
211,0.9998,0.9998,1.0,0.9998,0.6656,0.5014,0.9998,10.4737,75
212,1.0,1.0,1.0,1.0,0.7499,0.1673,1.0,7.9737,75
213,0.9999,0.9999,1.0,0.9999,0.6661,0.5841,0.9999,9.0526,75
214,0.9985,0.9985,1.0,0.9976,0.6329,0.4562,0.9976,30.3421,75
215,0.9982,0.9982,1.0,0.9979,0.7232,0.5474,0.9979,30.3947,75
216,0.9965,0.9965,1.0,0.9953,0.6941,0.9008,0.9953,37.0263,75
217,1.0,1.0,1.0,1.0,0.6978,0.7008,1.0,39.2632,75
218,1.0,1.0,1.0,1.0,0.5537,0.6677,1.0,40.5526,75
219,0.9981,0.9981,1.0,0.9987,0.5956,0.8025,0.9987,36.6579,75
220,0.9971,0.9971,1.0,0.9964,0.5959,0.9009,0.9958,40.2105,75
221,1.0,1.0,1.0001,0.9982,0.6639,0.7783,0.9982,38.9737,75
222,0.9999,0.9999,1.0,0.9981,0.6632,0.7782,0.9981,38.9737,75
223,1.0,1.0,1.0,0.9982,0.5525,0.6677,0.9982,38.6842,75
224,1.0,1.0,1.0,0.2222,0.5534,0.6678,0.2222,38.6842,75
225,0.9981,0.9981,1.0001,0.2498,0.6214,0.7507,0.2498,38.2105,75
226,0.9974,0.9974,1.0,0.9975,0.4968,0.6701,0.9975,36.5789,75
227,0.9974,0.9974,1.0,0.9975,0.4968,0.8362,0.9975,36.5789,75
228,0.9988,0.9988,1.0,0.9986,0.5684,0.8582,0.9986,38.1316,75
229,0.9979,0.9979,1.0,0.2852,0.4266,0.7167,0.2852,37.6316,75
230,0.9974,0.9974,1.0,0.9975,0.4968,0.8362,0.9975,36.5789,75
231,0.9979,0.9979,1.0,0.2852,0.4254,0.5734,0.2852,38.2105,75
232,0.9981,0.9981,1.0,0.2498,0.6214,0.7507,0.2498,37.9474,75
233,0.9977,0.8548,1.0,0.2852,0.4257,0.7167,0.2852,37.6316,75
234,0.874,0.874,1.0,0.2498,0.6225,0.6266,0.2498,38.2105,75
235,0.9987,0.9987,1.0,0.9987,0.4981,0.6263,0.9987,40.5526,75
236,0.8879,0.8879,1.0,0.2222,0.6642,0.6678,0.2222,38.2105,75
237,0.998,0.998,1.0,0.2498,0.4968,0.7506,0.2498,37.9474,75
238,0.9979,0.9979,1.0,0.2852,0.4254,0.5734,0.2852,38.2105,75
239,0.9978,0.9978,1.0,0.2852,0.5676,0.5734,0.2852,38.2105,75
