,index,Col-M_mean,Col-M_min,Col-M_max,Col-M_std,Col-M_var,Col-M-na_mean,Col-M-na_min,Col-M-na_max,Col-M-na_std,Col-M-na_var,MR-M_mean,MR-M_min,MR-M_max,MR-M_std,MR-M_var,GeRt-M_mean,GeRt-M_min,GeRt-M_max,GeRt-M_std,GeRt-M_var,GLp-M_mean,GLp-M_min,GLp-M_max,GLp-M_std,GLp-M_var,GSw-M_mean,GSw-M_min,GSw-M_max,GSw-M_std,GSw-M_var,knapsack_mean,knapsacks_min,knapsack_max,knapsack_std,knapsack_var
0,0,0.9989499999999999,0.9975,1.0,0.0009259542668770133,8.573913043477472e-07,0.9910416666666665,0.8993,1.0,0.026903966358087453,0.0007238234057971015,0.9988583333333332,0.9969,1.0,0.0010312156889329344,1.0634057971014267e-06,0.6781041666666666,0.4958,0.7977,0.06265724205456268,0.003925929981884058,0.5711541666666666,0.4172,0.7784,0.0987342281479479,0.009748447807971027,0.9988583333333332,0.9969,1.0,0.0010312156889329344,1.0634057971014267e-06,1.0,1.0,1.0,0.0,0.0
1,1,0.9984541666666665,0.9965,0.9999,0.0007132163320002593,5.086775362319042e-07,0.9984541666666665,0.9965,0.9999,0.0007132163320002593,5.086775362319042e-07,0.9981083333333332,0.9966,0.9991,0.0006801001631260277,4.625362318840495e-07,0.6557166666666666,0.4977,0.7238,0.05077845029628959,0.0025784510144927523,0.6113916666666668,0.3655,0.7804,0.14479293436000154,0.020964993840579718,0.9981083333333332,0.9966,0.9991,0.0006801001631260277,4.625362318840495e-07,1.0,1.0,1.0,0.0,0.0
2,2,0.9896750000000002,0.8996,1.0,0.027759185710397736,0.0007705723913043498,0.985029166666667,0.8885,1.0,0.034474268654684524,0.001188475199275364,0.9568625000000001,0.2222,0.9990000000000001,0.15897692699010568,0.025273663315217396,0.6367249999999999,0.4971,0.773,0.06200519788870441,0.003844644565217393,0.7456333333333333,0.6413,0.8025,0.046550932056859166,0.0021669892753623187,0.9568625000000001,0.2222,0.9990000000000001,0.15897692699010568,0.025273663315217396,1.0000041666666666,1.0,1.0001,2.041241452319977e-05,4.166666666669369e-10
3,3,0.9769,0.8879,1.0,0.04404764219125348,0.0019401947826086937,0.9605458333333332,0.8568,1.0,0.05600860942489238,0.0031369643297101436,0.7729750000000002,0.2222,1.0,0.34908467547598526,0.12186011065217393,0.6555916666666667,0.3317,0.8731,0.13042681745003562,0.01701115471014492,0.6572083333333334,0.1004,0.9008,0.18642035930208598,0.034752550362318835,0.7729750000000002,0.2222,1.0,0.34908467547598526,0.12186011065217393,1.0000041666666666,1.0,1.0001,2.0412414523186918e-05,4.1666666666641227e-10
4,4,0.9586874999999999,0.8888,1.0,0.049012636458455244,0.002402238532608696,0.9426291666666664,0.8451,1.0,0.05426915593808223,0.0029451412862318855,0.9949041666666667,0.9013,1.0,0.01995101564738797,0.0003980430253623196,0.6954375,0.502,0.8886,0.11111097003916169,0.012345647663043486,0.6304583333333333,0.3995,0.9008,0.11752707705282095,0.013812613840579713,0.9949041666666667,0.9013,1.0,0.01995101564738797,0.0003980430253623196,1.0,1.0,1.0,0.0,0.0
5,5,0.9169208333333332,0.8472,0.9989,0.031746262760762305,0.0010078251992753633,0.8787375000000001,0.8323,0.9157,0.04092178979999264,0.0016745928804347816,0.9991666666666664,0.998,1.0,0.0005474578932918381,2.997101449275376e-07,0.706975,0.5838,0.9162,0.08615647165881186,0.007422937608695651,0.7154708333333333,0.5026,0.9174,0.10173971683607169,0.01035096998188405,0.9991666666666664,0.998,1.0,0.0005474578932918381,2.997101449275376e-07,1.0,1.0,1.0,0.0,0.0
6,6,0.9988,0.998,0.9999,0.0006248478075569151,3.9043478260868366e-07,0.9950083333333333,0.9083,0.9999,0.018479057868575028,0.0003414755797101447,0.9987166666666667,0.9979,0.9999,0.0006683312551920879,4.466666666666317e-07,0.6971291666666667,0.6329,0.7265,0.037230988485711616,0.0013861465036231909,0.49085416666666665,0.1826,0.6686,0.10821889242427236,0.011711328677536234,0.9986875,0.9979,0.9999,0.0006569445082778944,4.315760869564844e-07,1.0,1.0,1.0,0.0,0.0
7,7,0.9961875000000003,0.9159999999999999,1.0,0.017084402052113527,0.00029187679347826096,0.9747333333333336,0.8327,1.0,0.04689161106643485,0.0021988231884057952,0.9996958333333336,0.9989,1.0,0.0003495079356773694,1.2215579710145618e-07,0.6870875000000001,0.5448,0.75,0.05386006274314625,0.0029009063586956513,0.4924916666666667,0.1674,0.7522,0.17008325561494794,0.02892831384057972,0.9996458333333337,0.9986,1.0,0.00043437027549302054,1.8867753623188255e-07,1.0,1.0,1.0,0.0,0.0
8,8,0.9926291666666668,0.9162,1.0,0.023410578789841197,0.0005480551992753626,0.9819166666666668,0.8329,1.0,0.04288965281790678,0.0018395223188405788,0.9994833333333335,0.9976,1.0,0.0007827858092661103,6.127536231883992e-07,0.6742208333333332,0.5451,0.7506,0.047561676015068256,0.002262113025362319,0.4984666666666666,0.0917,0.7523,0.18698583686580594,0.0349637031884058,0.9994541666666669,0.9976,1.0,0.0008214404986081725,6.74764492753643e-07,1.0,1.0,1.0,0.0,0.0
9,9,0.9886083333333332,0.8740000000000001,1.0,0.03323839995974621,0.0011047912318840566,0.9826541666666667,0.8548,1.0,0.042926306712446335,0.001842667807971015,0.6601791666666667,0.2222,1.0,0.3755826487856442,0.14106232606884053,0.5593333333333335,0.4254,0.6978,0.08732975321791223,0.0076264857971014505,0.7246541666666665,0.5734,0.9009,0.09850845021871349,0.009703914764492753,0.6601541666666667,0.2222,1.0,0.37555931503867523,0.1410447991123189,1.0000083333333334,1.0,1.0001,2.823298512866417e-05,7.971014492753722e-10
