,apx,apx-na,knapsack,MR,GeRt,GLp,GSw,intersection,n_points
0,0.9996,0.9996,1.0,0.9996,0.5446,0.1826,0.9996,5.7451,50
1,0.9999,0.9999,1.0,0.9999,0.5445,0.3646,0.9995,7.5882,50
2,0.9997,0.9997,1.0,0.9997,0.5448,0.3648,0.9997,6.5686,50
3,0.9999,0.9999,1.0,0.9999,0.5452,0.183,0.9999,4.2157,50
4,0.9997,0.9997,1.0,0.9996,0.7276,0.6381,0.9996,9.2745,50
5,0.9998,0.9998,1.0,0.9998,0.5453,0.2743,0.9998,4.7255,50
6,1.0,1.0,1.0,1.0,0.5454,0.456,1.0,4.8824,50
7,0.9985,0.9985,1.0,0.9985,0.6989,0.5022,0.9985,11.1569,50
8,0.9998,0.9998,1.0,0.9998,0.5453,0.2743,0.9998,4.7255,50
9,0.9978,0.9978,1.0,0.9978,0.598,0.3999,0.9978,15.7451,50
10,0.9983,0.9983,1.0,0.9983,0.6981,0.5028,0.9983,12.4902,50
11,0.9977,0.9977,1.0,0.9977,0.6978,0.3997,0.9977,17.3922,50
12,0.998,0.998,1.0,0.998,0.6977,0.6036,0.998,18.098,50
13,0.9989,0.9989,1.0,0.9989,0.6982,0.6046,0.9989,19.7451,50
14,0.9973,0.9973,1.0,0.9973,0.7741,0.672,0.9973,20.3725,50
15,1.0,0.8888,1.0,0.9988,0.776,0.7783,0.9988,27.0392,50
16,1.0,1.0,1.0,1.0,0.5991,0.605,1.0,19.3922,50
17,0.9976,0.9976,1.0,0.9976,0.6637,0.7814,0.9976,19.7843,50
18,1.0,1.0,1.0,1.0,0.599,0.6055,1.0,19.9412,50
19,0.9988,0.9988,1.0,0.9988,0.6983,0.6048,0.9988,19.902,50
20,1.0,0.8888,1.0,0.9988,0.7765,0.7783,0.9988,27.0392,50
21,1.0,0.8747,1.0,1.0,0.7494,0.1257,1.0,29.2745,50
22,0.9987,0.8732,1.0,0.9987,0.4982,0.6252,0.9987,26.2549,50
23,1.0,0.8886,1.0,1.0,0.7772,0.1118,1.0,28.8039,50
24,1.0,1.0,1.0,1.0,0.599,0.6057,1.0,19.4314,50
25,1.0,1.0,1.0,1.0,0.6991,0.6056,1.0,19.902,50
26,0.9989,0.9989,1.0,0.9989,0.6983,0.6046,0.9989,19.7451,50
27,0.9981,0.9981,1.0,0.9981,0.6979,0.6035,0.9981,14.2941,50
28,0.998,0.998,1.0,0.998,0.5981,0.503,0.998,16.2157,50
29,0.9984,0.9984,1.0,0.9984,0.6981,0.5027,0.9984,12.4902,50
30,0.9992,0.9992,1.0,0.9992,0.6352,0.3666,0.9992,14.0588,50
31,0.9994,0.9994,1.0,0.9994,0.6355,0.3665,0.9994,11.6667,50
32,0.9993,0.9993,1.0,0.9993,0.6354,0.4573,0.9993,12.9608,50
33,0.9979,0.9979,1.0,0.9979,0.598,0.5993,0.9979,21.4706,50
34,0.9989,0.9989,1.0,0.9989,0.6982,0.6045,0.9989,19.6667,50
35,0.9981,0.9981,1.0,0.9981,0.6978,0.6993,0.9981,16.5686,50
36,0.9983,0.9983,1.0,0.9983,0.6981,0.6033,0.9983,14.1765,50
37,0.9988,0.9988,1.0,0.9988,0.6982,0.5998,0.9988,22.8039,50
38,0.9971,0.8719,1.0,0.9971,0.6222,0.7527,0.9971,20.7255,50
39,1.0,0.8744,1.0,1.0,0.4998,0.6272,1.0,25.902,50
40,0.8575,0.8575,1.0,1.0,0.4283,0.8575,1.0,22.8824,50
41,0.8575,0.8575,1.0,1.0,0.4283,0.8575,1.0,23.3529,50
42,1.0,1.0,1.0,1.0,0.5708,0.859,1.0,22.2941,50
43,1.0,1.0,1.0,1.0,0.4283,1.0,1.0,23.3529,50
44,0.9972,0.9972,1.0,0.9985,0.57,1.0,0.9985,22.6863,50
45,1.0,1.0,1.0,1.0,0.4283,0.8575,1.0,23.3529,50
46,0.9987,0.8732,1.0,0.9987,0.4982,0.6252,0.9987,26.2549,50
47,1.0,1.0,1.0,1.0,0.5538,0.8918,1.0,21.4314,50
48,0.9972,0.9972,1.0,0.9972,0.6221,0.8769,0.9972,21.5098,50
49,1.0,1.0,1.0,0.9984,0.5539,0.8919,0.9984,25.7059,50
50,1.0,1.0,1.0,1.0,0.5538,0.8918,1.0,21.8235,50
51,0.998,0.998,1.0,0.998,0.6643,0.6709,0.998,21.3922,50
52,0.9988,0.9988,1.0,0.9988,0.6981,0.605,0.9988,22.8824,50
53,0.9983,0.9983,1.0,0.9983,0.624,0.8777,0.9983,21.8627,50
54,0.9983,0.9983,1.0,0.9983,0.624,0.8777,0.9983,21.8627,50
55,0.9983,0.9983,1.0,0.9983,0.624,0.8777,0.9983,21.8627,50
56,0.9985,0.8552,1.0,0.9985,0.57,0.7155,0.9985,26.098,50
57,0.8575,0.8575,1.0,1.0,0.4283,0.8575,1.0,23.3529,50
58,1.0,1.0,1.0,1.0,0.4273,0.8575,1.0,23.3529,50
59,0.9985,0.9985,1.0,0.9985,0.57,1.0,0.9985,22.2941,50
60,1.0,1.0,1.0,1.0,0.4273,0.859,1.0,22.2941,50
61,0.9989,0.9989,1.0,1.0,0.4988,0.8766,1.0,22.6863,50
62,0.9989,0.9989,1.0,0.9989,0.6244,0.8766,0.9989,22.6863,50
63,1.0,0.8884,1.0,1.0,0.5553,0.6675,1.0,26.9216,50
64,1.0,1.0,1.0,1.0,0.5538,0.8918,1.0,21.8235,50
65,0.9989,0.9989,1.0,1.0,0.6244,0.8766,1.0,22.6863,50
66,1.0,1.0,1.0,0.9985,0.5539,0.8919,0.9985,26.2941,50
67,0.998,0.998,1.0,0.998,0.6643,0.6709,0.998,21.3922,50
68,0.9979,0.9979,1.0,0.9987,0.6236,0.7498,0.9987,26.9216,50
69,0.9989,0.9989,1.0,1.0,0.4988,0.8766,1.0,22.6863,50
70,0.9972,0.9972,1.0,0.9972,0.6221,0.8769,0.9972,21.5098,50
71,1.0,0.8744,1.0,1.0,0.4998,0.7519,1.0,25.902,50
72,0.9985,0.8552,1.0,0.9985,0.57,0.7155,0.9985,26.098,50
73,0.9982,0.9982,1.0,0.9982,0.4986,0.8341,0.9982,21.7843,50
74,1.0,0.8747,1.0,1.0,0.7496,0.1257,1.0,29.2745,50
75,1.0,0.8326,1.0,1.0,0.4997,0.6695,1.0,26.098,50
76,0.9982,0.8311,1.0,0.9982,0.3316,0.6683,0.9982,26.098,50
77,0.9982,0.9982,1.0,1.0,0.3985,0.8028,1.0,22.2941,50
78,0.9966,0.9966,1.0,0.9966,0.2476,0.7522,0.9966,21.0784,50
79,0.9966,0.9966,1.0,0.9966,0.4972,0.7522,0.9966,20.7255,50
