,index,Col-M_mean,Col-M_min,Col-M_max,Col-M_std,Col-M_var,Col-M-na_mean,Col-M-na_min,Col-M-na_max,Col-M-na_std,Col-M-na_var,MR-M_mean,MR-M_min,MR-M_max,MR-M_std,MR-M_var,GeRt-M_mean,GeRt-M_min,GeRt-M_max,GeRt-M_std,GeRt-M_var,GLp-M_mean,GLp-M_min,GLp-M_max,GLp-M_std,GLp-M_var,GSw-M_mean,GSw-M_min,GSw-M_max,GSw-M_std,GSw-M_var,knapsack_mean,knapsacks_min,knapsack_max,knapsack_std,knapsack_var
0,0,0.9991666666666665,0.9973,1.0,0.000942552808653965,8.88405797101478e-07,0.9748083333333333,0.8732,1.0,0.04833024902702758,0.0023358129710145006,0.9990624999999999,0.9973,1.0,0.0009078462329099079,8.241847826087106e-07,0.6476208333333334,0.4982,0.7772,0.09358275100803504,0.008757731286231881,0.47660416666666666,0.1118,0.7814,0.20774644763177824,0.04315858650362318,0.9990458333333332,0.9973,1.0,0.0008953887504837077,8.017210144927754e-07,1.0,1.0,1.0,0.0,0.0
1,1,0.9871375000000001,0.8575,1.0,0.03993811313062724,0.00159505288043478,0.9714583333333334,0.8575,1.0,0.05491453372735447,0.0030156060144927517,0.9990666666666667,0.9971,1.0,0.0008815335780759766,7.771014492754339e-07,0.5964541666666667,0.4283,0.6991,0.09853993222421874,0.009710118242753623,0.6687541666666666,0.3665,1.0,0.17944536768020533,0.032200639981884084,0.9990666666666667,0.9971,1.0,0.0008815335780759766,7.771014492754339e-07,1.0,1.0,1.0,0.0,0.0
2,2,0.9930041666666667,0.8575,1.0,0.028876942496930205,0.0008338778079710136,0.9771500000000001,0.8552,1.0,0.04978980164477549,0.002479024347826088,0.9989833333333334,0.9972,1.0,0.0009599214943745761,9.214492753623193e-07,0.5710958333333335,0.4273,0.6981,0.07640454390748068,0.005837654329710142,0.8277583333333333,0.605,1.0,0.09772292204367215,0.009549769492753624,0.9989833333333334,0.9972,1.0,0.0009599214943745761,9.214492753623193e-07,1.0,1.0,1.0,0.0,0.0
3,3,0.9947708333333335,0.9007,1.0,0.020063041495694798,0.0004025256340579714,0.9318249999999999,0.8311,1.0,0.0754185264403567,0.005687954130434781,0.9945666666666666,0.8891,1.0,0.022489914003482922,0.0005057962318840573,0.5936958333333332,0.2476,0.9997,0.17919358121066015,0.03211033954710145,0.61425,0.1257,0.8341,0.1974945612900022,0.03900410173913044,0.9945666666666666,0.8891,1.0,0.022489914003482922,0.0005057962318840573,1.0,1.0,1.0,0.0,0.0
4,4,0.9865291666666666,0.8986,1.0,0.033571293109061096,0.001127031721014493,0.9648125,0.7985,1.0,0.06464302183328935,0.004178720271739124,0.9756250000000003,0.8747,1.0,0.046533945066781754,0.002165408043478262,0.6657874999999999,0.4012,0.8747,0.12134625381616608,0.0147249133152174,0.5977333333333333,0.3341,0.7769,0.10409553582988151,0.010835880579710147,0.9756250000000003,0.8747,1.0,0.046533945066781754,0.002165408043478262,1.0,1.0,1.0,0.0,0.0
5,5,0.9712583333333332,0.8989,0.9996,0.04315877578820131,0.001862679927536232,0.9352333333333335,0.8001,0.9996,0.08114508030663974,0.006584524057971013,0.9943666666666667,0.899,0.9999,0.02033858330893509,0.00041365797101449304,0.7453124999999999,0.5003,0.9006,0.126460608448364,0.015992285489130426,0.6342583333333333,0.3659,0.8016,0.11428884808721038,0.013061940797101452,0.9943666666666667,0.899,0.9999,0.02033858330893509,0.00041365797101449304,1.0,1.0,1.0,0.0,0.0
6,6,0.9992000000000001,0.998,1.0,0.0007354383490255063,5.408695652173625e-07,0.9992000000000001,0.998,1.0,0.0007354383490255063,5.408695652173625e-07,0.9991875000000001,0.9979,1.0,0.0007566013826142941,5.724456521738614e-07,0.6347833333333334,0.4545,0.9992,0.10198576484923792,0.010401096231884054,0.4270041666666667,0.0922,0.6994,0.1446285361197607,0.020917413460144925,0.9991708333333335,0.9979,1.0,0.0007445332162804878,5.543297101449676e-07,1.0,1.0,1.0,0.0,0.0
7,7,0.9994875000000003,0.9971,1.0,0.000839416205000443,7.046195652173458e-07,0.9953250000000002,0.8978,1.0,0.02078620466433994,0.0004320663043478274,0.9995583333333337,0.9977,1.0,0.0006813775475599487,4.642753623188101e-07,0.6141041666666667,0.4545,0.8995,0.11571657458660779,0.013390325634057966,0.3645833333333333,0.092,0.602,0.1479222465165154,0.021880991014492753,0.9995583333333337,0.9977,1.0,0.0006813775475599487,4.642753623188101e-07,1.0,1.0,1.0,0.0,0.0
8,8,0.9920333333333337,0.9082,1.0,0.025764563912924855,0.0006638127536231896,0.9920333333333337,0.9082,1.0,0.025764563912924855,0.0006638127536231896,0.9996375000000003,0.998,1.0,0.0005881529673847475,3.459239130434839e-07,0.5595624999999999,0.4545,0.9006,0.09513782136641466,0.009051205054347826,0.3842208333333334,0.0918,0.6036,0.15157953567041288,0.022976355634057973,0.9996208333333336,0.998,1.0,0.0005860547286112122,3.4346014492756156e-07,1.0,1.0,1.0,0.0,0.0
9,9,0.9987166666666668,0.9965,1.0,0.0010499137300653467,1.1023188405797296e-06,0.9054333333333332,0.7975,1.0,0.08359109931121839,0.006987471884057976,0.9988166666666669,0.9976,1.0,0.0009191993996037344,8.449275362318659e-07,0.5365166666666668,0.3977,0.9997,0.16151626561424406,0.02608750405797104,0.6403708333333333,0.1437,0.8904,0.17696217841838327,0.03131561259057971,0.9988166666666669,0.9976,1.0,0.0009191993996037344,8.449275362318659e-07,1.0,1.0,1.0,0.0,0.0
