,apx,apx-na,knapsack,MR,GeRt,GLp,GSw,intersection,n_points
0,0.751,0.651,0.95,0.7011,0.9493,0.2521,0.7993,8.7692,25
1,0.7897,0.7373,0.9468,0.7373,0.9989,0.2654,0.9464,10.0,25
2,0.7511,0.6513,0.9501,0.7013,0.9494,0.2523,0.8495,8.4615,25
3,0.7019,0.6519,0.9501,0.702,0.9,0.2521,0.9,6.7692,25
4,0.8995,0.7496,0.9984,0.8978,0.9483,0.7005,0.9475,2.8462,25
5,0.702,0.702,0.9501,0.702,0.8999,0.2522,0.9,6.3077,25
6,0.7022,0.6022,0.95,0.8015,0.9001,0.2523,0.9,6.3846,25
7,0.9469,0.6839,1.0,1.0,1.0,0.7383,0.947,6.1538,25
8,0.702,0.702,0.9501,0.702,0.8999,0.2522,0.9,6.3077,25
9,1.0,0.6871,1.0,0.8753,1.0,0.3146,1.0,11.4615,25
10,0.736,0.6832,0.9468,0.7364,0.8941,0.2648,0.8939,10.6923,25
11,1.0,0.8122,1.0,0.8745,1.0,0.3145,0.9371,11.6923,25
12,0.9329,0.9329,0.9997,0.933,0.9322,0.3356,0.865,13.0769,25
13,0.8741,0.8741,0.9375,0.9376,0.8116,0.7502,0.561,13.4615,25
14,0.9411,0.8826,1.0,0.8229,0.9408,0.3547,0.3522,11.3077,25
15,1.0,1.0,1.0,0.9997,0.9993,0.456,0.5454,16.0,25
16,0.9283,0.8562,1.0,0.9284,0.8565,0.3593,0.4981,13.6154,25
17,0.9229,0.9229,1.0,0.9995,0.9993,0.387,0.4608,13.7692,25
18,1.0,0.9327,1.0,0.9998,0.7991,0.3353,0.465,13.7692,25
19,1.0,0.9327,1.0,0.9998,0.9324,0.3354,0.5317,13.7692,25
20,1.0,1.0,1.0,0.9997,0.9993,0.456,0.5454,16.0,25
21,1.0,1.0,1.0,0.9997,0.9994,0.4559,0.455,16.0,25
22,0.9998,0.9162,1.0,0.9996,0.9161,0.4187,0.4177,14.4615,25
23,1.0,1.0,1.0,0.9997,0.9994,0.4559,0.4547,16.0,25
24,1.0,0.9327,1.0,0.9998,0.7991,0.3354,0.465,13.7692,25
25,1.0,0.9327,1.0,0.9998,0.9324,0.3354,0.5317,13.7692,25
26,0.9327,0.9327,0.9333,0.9334,0.8656,0.7341,0.5986,14.0769,25
27,0.7769,0.7769,0.8889,0.7775,0.9439,0.2796,0.8882,11.9231,25
28,0.7212,0.6655,0.8888,0.7215,0.9996,0.2793,0.8882,11.6923,25
29,0.736,0.6833,0.9468,0.7364,0.8941,0.2649,0.8939,10.6923,25
30,1.0,0.6872,1.0,0.8754,1.0,0.3147,1.0,11.4615,25
31,0.7362,0.6835,0.9992,0.7367,0.8939,0.2652,0.8941,9.3077,25
32,0.7366,0.6839,0.8951,0.737,0.947,0.2652,0.8944,11.1538,25
33,0.9329,0.9329,0.9998,0.9331,0.8652,0.3354,0.8652,13.0769,25
34,0.8741,0.8741,0.9375,0.9376,0.8116,0.7502,0.5611,13.4615,25
35,0.8743,0.8743,0.9994,0.8748,0.9359,0.3146,0.8108,12.6154,25
36,0.7772,0.7215,0.8889,0.7776,0.9438,0.2797,0.8882,11.6923,25
37,0.9327,0.9327,0.9332,0.9997,0.9323,0.3355,0.5318,14.0,25
38,0.9996,0.916,1.0,0.9996,0.9159,0.4188,0.4178,14.4615,25
39,0.9998,0.9162,1.0,0.9996,0.9161,0.4187,0.4176,14.4615,25
40,0.9161,0.9161,1.0,0.9996,0.9161,0.4188,0.4183,14.4615,25
41,0.9161,0.9161,1.0,0.9996,0.9161,0.4188,0.4183,14.4615,25
42,0.9998,0.9161,1.0,0.9996,0.9161,0.4188,0.4183,14.4615,25
43,0.9998,0.9162,1.0,0.9996,0.9161,0.4188,0.4183,14.4615,25
44,0.9998,0.9162,1.0,0.9997,0.9161,0.4188,0.4177,14.4615,25
45,0.9998,0.9162,1.0,0.9996,0.9161,0.4188,0.4183,14.4615,25
46,0.9998,0.9162,1.0,0.9996,0.9161,0.4187,0.4177,14.4615,25
47,0.9996,0.9161,1.0,0.9996,0.9158,0.4188,0.5008,14.4615,25
48,0.9997,0.9161,1.0,0.9996,0.9159,0.4188,0.5014,14.4615,25
49,1.0,1.0,1.0,0.9994,0.916,0.4189,0.4171,14.6923,25
50,0.9996,0.9161,1.0,0.9996,0.9158,0.4188,0.5008,14.4615,25
51,0.9994,0.9159,1.0,0.9993,0.9157,0.4189,0.5002,14.6923,25
52,1.0,0.9327,0.9333,0.9997,0.9991,0.3355,0.5319,14.0769,25
53,0.9997,0.9161,1.0,0.9996,0.9159,0.4188,0.4178,14.4615,25
54,0.9997,0.9161,1.0,0.9996,0.9159,0.4188,0.4178,14.4615,25
55,0.9997,0.9161,1.0,0.9996,0.9159,0.4188,0.4178,14.4615,25
56,0.9999,0.9163,1.0,0.9995,0.9162,0.4188,0.4176,14.4615,25
57,0.9161,0.9161,1.0,0.9996,0.9161,0.4188,0.4183,14.4615,25
58,0.9998,0.9161,1.0,0.9996,0.9161,0.4188,0.4183,14.4615,25
59,0.9998,0.9162,1.0,0.9996,0.9161,0.4188,0.4177,14.4615,25
60,0.9998,0.9161,1.0,0.9996,0.9161,0.4188,0.4183,14.4615,25
61,0.9997,0.9161,1.0,0.9996,0.916,0.4188,0.4177,14.4615,25
62,0.9997,0.9161,1.0,0.9996,0.9159,0.4188,0.4178,14.4615,25
63,0.9996,0.9161,1.0,0.9994,0.916,0.4188,0.4171,14.6923,25
64,0.9996,0.9161,1.0,0.9996,0.9158,0.4188,0.5008,14.4615,25
65,0.9997,0.9161,1.0,0.9996,0.9159,0.4188,0.4176,14.4615,25
66,1.0,1.0,1.0,0.9993,0.9161,0.4189,0.4171,14.6923,25
67,0.9998,0.9998,1.0,0.9993,0.9157,0.419,0.5,14.6923,25
68,0.9998,0.9162,1.0,0.9996,0.9161,0.4187,0.4177,14.4615,25
69,0.9997,0.9161,1.0,0.9996,0.916,0.4188,0.4176,14.4615,25
70,0.9997,0.9161,1.0,0.9996,0.9159,0.4188,0.4178,14.4615,25
71,0.9998,0.9162,1.0,0.9996,0.9161,0.4187,0.4176,14.4615,25
72,0.9999,0.9163,1.0,0.9995,0.9162,0.4188,0.4176,14.4615,25
73,0.9998,0.8331,0.9999,0.9996,0.9161,0.4188,0.4183,14.4615,25
74,1.0,1.0,1.0,0.9996,0.9994,0.4559,0.455,16.0,25
75,0.9999,0.8332,0.9999,0.9995,0.9162,0.4188,0.4182,14.4615,25
76,0.9999,0.8332,1.0,0.9995,0.9162,0.4188,0.4182,14.4615,25
