,index,Col-M_mean,Col-M_min,Col-M_max,Col-M_std,Col-M_var,Col-M-na_mean,Col-M-na_min,Col-M-na_max,Col-M-na_std,Col-M-na_var,MR-M_mean,MR-M_min,MR-M_max,MR-M_std,MR-M_var,GeRt-M_mean,GeRt-M_min,GeRt-M_max,GeRt-M_std,GeRt-M_var,GLp-M_mean,GLp-M_min,GLp-M_max,GLp-M_std,GLp-M_var,GSw-M_mean,GSw-M_min,GSw-M_max,GSw-M_std,GSw-M_var,knapsack_mean,knapsacks_min,knapsack_max,knapsack_std,knapsack_var
0,0,0.9048666666666668,0.7158,1.0,0.09218942534221339,0.008498890144927536,0.8328500000000001,0.642,1.0,0.10866060843786468,0.011807127826086948,0.8039125,0.3344,0.9998,0.13970188543279674,0.019516616793478263,0.9356833333333335,0.8563,1.0,0.060944106015028386,0.0037141840579710188,0.41861666666666664,0.2021,0.8673,0.23874021840498086,0.05699689188405797,0.7108791666666665,0.3008,0.9333,0.2727495315090491,0.07439230693840578,0.9886208333333332,0.9285,1.0,0.025802089217174144,0.0006657478079710142
1,1,0.9224375000000001,0.7837,1.0,0.07404044612941957,0.005481987663043482,0.8586,0.6421,0.9225,0.07544220938255812,0.00569152695652174,0.8226125000000003,0.6413,0.9996,0.1263182671649877,0.015956304619565213,0.9665166666666668,0.867,0.9999,0.04178568161949499,0.0017460431884058012,0.46759999999999996,0.21600000000000003,0.8571,0.18720848875216528,0.035047018260869596,0.6355958333333332,0.3007,0.9289,0.300665020129895,0.09039945432971017,0.9876999999999999,0.9228,1.0,0.027783964721619116,0.0007719486956521756
2,2,0.9954875000000003,0.8993,1.0,0.020488370243076724,0.0004197733152173918,0.9127625000000003,0.8989,0.9999,0.03395682440854922,0.001153065923913044,0.9110458333333332,0.7685,0.9996,0.048474609931086744,0.0023497878079710133,0.9965375000000002,0.9225,0.9999,0.015770468066721364,0.0002487076630434782,0.3450583333333332,0.3018,0.7009,0.11982732110857675,0.014358586884057964,0.34756666666666663,0.3007,0.9225,0.12914176122677598,0.016677594492753623,0.9967874999999999,0.9229999999999999,1.0,0.015716684917074855,0.00024701418478260826
3,3,0.9470833333333334,0.7776,1.0,0.0825342809760398,0.006811907536231886,0.8801583333333335,0.6668,1.0,0.11796612968824227,0.013916007753623196,0.8223541666666669,0.3344,1.0,0.21576274405238388,0.04655356172101451,0.9958833333333338,0.9171,1.0,0.01679579830135237,0.00028209884057971114,0.6516208333333333,0.2741,0.9994,0.29809134284231775,0.08885844867753621,0.5432750000000001,0.3014,1.0,0.32927839846496487,0.1084242636956522,0.9999458333333333,0.9997,1.0,0.0001020620726159556,1.0416666666664594e-08
4,4,0.9888916666666666,0.8755,1.0,0.03125147532749342,0.00097665471014493,0.9391624999999997,0.7507,1.0,0.07109176441326599,0.005054038967391313,0.9881041666666666,0.9229999999999999,1.0,0.026009521319612268,0.0006764951992753651,0.9204666666666667,0.7146,0.9995,0.08364269071559646,0.006996099710144927,0.8683041666666668,0.626,1.0,0.10967208229106429,0.012027965634057976,0.9113583333333336,0.4438,1.0,0.12856729219824303,0.016529548623188405,0.9881500000000001,0.9172,1.0,0.027186665529422633,0.0007391147826086968
5,5,0.9241375000000001,0.8656,0.9998,0.0398628825121053,0.0015890494021739104,0.8428166666666669,0.7494,0.9998,0.0572928834389894,0.0032824744927536266,0.9510875000000002,0.9311,0.9998,0.028547676559687343,0.0008149698369565222,0.8981291666666666,0.7991,0.9375,0.04306204299730159,0.001854339547101451,0.8520416666666666,0.6678,0.938,0.08479204185723352,0.00718969036231884,0.8951166666666669,0.8119,0.9998,0.0475008161638501,0.0022563275362318834,0.9791250000000002,0.9376,1.0,0.029796501837281702,0.0008878315217391318
6,6,0.8507833333333332,0.7136,0.9332,0.05607876189995534,0.0031448275362318825,0.7842625000000001,0.7132,0.9332,0.058272723222268674,0.003395710271739131,0.7891583333333333,0.6666,0.9990000000000001,0.10892184640001475,0.011863968623188404,0.9042791666666666,0.8005,0.9994,0.047773368778983465,0.0022822947644927523,0.5024083333333333,0.21600000000000003,0.9336,0.2514623922381733,0.06323333471014492,0.9152999999999999,0.7999,0.9336,0.03412158567088655,0.0011642826086956503,0.9832333333333333,0.9334,1.0,0.029214434589870084,0.0008534831884057977
7,7,0.8749666666666668,0.7156,0.9332,0.06378411051055892,0.004068412753623192,0.8015083333333334,0.7156,0.9332,0.06739843835545171,0.004542549492753625,0.9008625,0.8575,0.9999,0.047639596359586735,0.0022695311413043497,0.8648666666666668,0.7993,0.9326,0.02990142742945293,0.00089409536231884,0.5256375000000001,0.2165,0.9336,0.3136726662877831,0.09839054157608695,0.9275958333333333,0.8575,0.9373,0.01515813683533832,0.0002297691123188404,0.9859791666666665,0.9336,1.0,0.027438500072560185,0.0007528712862318853
8,8,0.8513208333333336,0.7138,0.9998,0.08502425218809585,0.007229123460144923,0.8114625000000002,0.6418,0.9998,0.08704808172848323,0.007577368532608697,0.8633458333333333,0.6657,0.9999,0.08936806150223174,0.007986650416666675,0.8755875,0.8006,0.9998,0.0399501897748118,0.0015960176630434772,0.47483333333333316,0.20199999999999999,0.9336,0.302913594605956,0.09175664579710148,0.9247666666666667,0.8659,0.9999,0.026778993497770336,0.0007171144927536259,0.9723375000000001,0.9329,1.0001,0.033272482591866936,0.0011070580978260883
9,9,0.9243541666666667,0.7998,1.0,0.07955059630944578,0.006328297373188408,0.7997000000000001,0.6003,1.0,0.13244870048765892,0.017542658260869582,0.7857416666666667,0.3344,0.9998,0.16275540708754313,0.026489322536231884,0.9802500000000002,0.8994,1.0,0.039210058603018905,0.001537428695652177,0.5958666666666665,0.3018,0.9006,0.2828021334195813,0.07997704666666668,0.3200541666666666,0.3007,0.4446,0.038767063330556295,0.0015028851992753623,0.9967333333333334,0.9229999999999999,1.0,0.015705376168042236,0.000246658840579709
