,index,Col-M_mean,Col-M_min,Col-M_max,Col-M_std,Col-M_var,Col-M-na_mean,Col-M-na_min,Col-M-na_max,Col-M-na_std,Col-M-na_var,MR-M_mean,MR-M_min,MR-M_max,MR-M_std,MR-M_var,GeRt-M_mean,GeRt-M_min,GeRt-M_max,GeRt-M_std,GeRt-M_var,GLp-M_mean,GLp-M_min,GLp-M_max,GLp-M_std,GLp-M_var,GSw-M_mean,GSw-M_min,GSw-M_max,GSw-M_std,GSw-M_var,knapsack_mean,knapsacks_min,knapsack_max,knapsack_std,knapsack_var
0,0,0.8238958333333334,0.6012,0.9665,0.0986129962295149,0.00972452302536232,0.5997083333333332,0.4584,0.7429,0.07968515172726409,0.006349723405797099,0.8340874999999999,0.7351,0.9445,0.07092624652166626,0.0050305324456521765,0.7989875000000001,0.6564,0.9666,0.09853477122977634,0.00970910114130436,0.5782166666666667,0.1444,0.8669,0.26553270766626796,0.07050761884057971,0.6302666666666668,0.2002,0.9428,0.35251223311078667,0.12426487449275359,0.9770958333333333,0.9335,1.0,0.019368721516620703,0.00037514737318840584
1,1,0.8289625000000002,0.7052,0.9123,0.05953446800329018,0.0035443528804347826,0.6287375000000001,0.47100000000000003,0.6934,0.06369856194199568,0.00405750679347826,0.7165624999999999,0.4818,0.8821,0.1516818891269833,0.023007395489130455,0.8223208333333334,0.7065,0.8951,0.04562899515960616,0.0020820051992753623,0.6469333333333335,0.4708,0.8836,0.11164008033064061,0.012463507536231891,0.5705291666666669,0.1936,0.9403,0.35820317707809424,0.12830951606884053,0.9808458333333335,0.9618,1.0,0.016580029348237196,0.00027489737318840674
2,2,0.8449416666666668,0.7786,0.9356,0.042110536909906265,0.0017732973188405777,0.6643999999999999,0.618,0.7193,0.021229245619315287,0.0004506808695652173,0.5945791666666665,0.4516,0.7814,0.13808948572878596,0.01906870606884058,0.841675,0.7859999999999999,0.9019,0.034765240636614896,0.0012086219565217396,0.7437916666666665,0.617,0.9122,0.0778891515394553,0.006066719927536232,0.2017541666666666,0.1819,0.2351,0.014714263389699443,0.00021650954710144933,0.9696666666666668,0.9315,1.0,0.013923163891645593,0.00019385449275362366
3,3,0.8142874999999999,0.6957,0.9092,0.054985842545466034,0.0030234428804347823,0.6259458333333335,0.4807,0.7004,0.07174171049927876,0.005146873025362324,0.7326708333333332,0.4803,0.9635,0.15905972484837438,0.025299996068840567,0.8004916666666664,0.6465,0.9318,0.08226392265759332,0.006767352971014495,0.6906208333333334,0.2865,0.8631,0.1646586534494835,0.027112472155797103,0.4784625,0.2073,0.9261,0.31712690891612405,0.10056947635869565,0.9656958333333335,0.9093,1.0,0.02504593135693366,0.0006272986775362328
4,4,0.8800166666666667,0.7237,0.9997,0.06421576852717897,0.00412366492753623,0.6379750000000001,0.5145,0.8161,0.08686985392953718,0.007546371521739127,0.9225416666666669,0.871,0.9708,0.03187053861929633,0.0010157312318840592,0.8282208333333335,0.6017,0.9318,0.09146221828267888,0.008365337373188399,0.7686666666666665,0.2973,0.8968,0.1349998024689913,0.01822494666666667,0.832075,0.2752,0.9194,0.12540903597567368,0.015727426304347817,0.9586458333333335,0.8973,1.0,0.035347873426800396,0.0012494721557971015
5,5,0.8944125000000002,0.8375,0.9459,0.03441979097655248,0.0011847220108695637,0.7379583333333333,0.711,0.7838,0.021207749130645777,0.00044976862318840666,0.9585666666666667,0.9434,0.9741,0.013483860454395953,0.00018181449275362307,0.8170625,0.7302,0.9165,0.042551092690205176,0.0018105954891304327,0.7196375000000002,0.4885,0.8681,0.09316309127592834,0.008679361576086956,0.8694916666666668,0.8145,0.9186,0.027829870044013275,0.0007745016666666675,0.9888916666666666,0.9732,1.0,0.013170550702119548,0.0001734634057971017
6,6,0.8197625,0.6298,0.9714,0.08154377225440494,0.006649386793478262,0.5834833333333334,0.4579,0.9714,0.12258175503176102,0.015026286666666668,0.8963458333333331,0.8568,0.9714,0.03485950658393435,0.0012151851992753624,0.7461708333333332,0.6563,0.8501,0.057766896486743546,0.003337014329710144,0.5318041666666665,0.1443,0.7444,0.17563034668739974,0.030846018677536224,0.9284874999999998,0.8846,0.9428,0.0166116855805209,0.000275948097826086,0.9893000000000001,0.9715,1.0001,0.013848026071861539,0.00019176782608695692
7,7,0.8155541666666665,0.6005,0.9714,0.10570869315231843,0.011174327807971014,0.6418958333333333,0.4863,0.9714,0.1345937542292964,0.01811547867753624,0.9264291666666667,0.8857,0.9729,0.03946717380268085,0.0015576578079710172,0.6940083333333332,0.6559,0.8607,0.05768500608941837,0.0033275599275362348,0.4480833333333334,0.1442,0.8381,0.26093777813488606,0.06808852405797103,0.9231124999999999,0.8565,0.9429,0.026180083908923218,0.0006853967934782604,0.9941,0.9715,1.0001,0.01165675769671824,0.00013587999999999995
8,8,0.8191499999999999,0.6298,0.9721,0.10719829249126817,0.011491473913043481,0.6327666666666666,0.4581,0.9714,0.14847084523251686,0.02204359188405797,0.9139708333333331,0.7643,0.9726,0.05146660782502081,0.0026488117210144934,0.6997041666666668,0.6559,0.8327,0.05747557877739988,0.0033034421557971,0.41681666666666667,0.1442,0.7044,0.23881937993363112,0.05703469623188405,0.9249208333333333,0.8609,0.9428,0.025349984635389667,0.0006426217210144922,0.992841666666667,0.9715,1.0,0.01246961233896459,0.00015549123188405797
9,9,0.8200291666666666,0.6957,0.9665,0.0777818548146404,0.006050016938405798,0.6579250000000002,0.6092,0.7157,0.02802143977308306,0.0007852010869565212,0.6641458333333334,0.478,0.7817,0.09114547368459071,0.008307497373188416,0.7779208333333334,0.6503,0.9376,0.07695334543207599,0.005921817373188412,0.7287958333333333,0.6543,0.8791,0.06560028816987784,0.004303397807971015,0.23191666666666666,0.1819,0.2731,0.025607907519675076,0.0006557649275362314,0.9578166666666666,0.9134,1.0,0.026321633798020657,0.0006928284057971034
