,apx,apx-na,knapsack,MR,GeRt,GLp,GSw,intersection,n_points
0,0.8569,0.5715,0.9998,0.8857,0.7414,0.4865,0.9425,17.2368,75
1,0.8568,0.5999,0.9718,0.8858,0.7128,0.4578,0.9141,22.4211,75
2,0.6867,0.4584,0.9717,0.8859,0.6847,0.173,0.9427,13.1842,75
3,0.7721,0.5436,0.9715,0.886,0.6567,0.1448,0.9142,10.4211,75
4,0.7783,0.695,0.9728,0.9445,0.7234,0.7517,0.9167,4.5789,75
5,0.6012,0.4585,0.9716,0.8858,0.6564,0.1444,0.9425,8.3947,75
6,0.6583,0.5155,1.0,0.8861,0.657,0.1446,0.9428,8.1579,75
7,0.8854,0.7429,0.9998,0.9424,0.7427,0.5732,0.8854,16.0526,75
8,0.6012,0.4585,0.9716,0.8858,0.6564,0.1444,0.9425,8.3947,75
9,0.8229,0.5004,1.0,0.8819,0.8802,0.4405,0.9107,28.2632,75
10,0.8229,0.53,0.9997,0.882,0.7613,0.4997,0.9403,27.3421,75
11,0.8237,0.6181,1.0,0.8821,0.8507,0.4403,0.8814,28.5,75
12,0.8528,0.6767,0.9997,0.8817,0.82,0.6169,0.9104,30.3947,75
13,0.912,0.6479,0.9707,0.7642,0.8505,0.6764,0.9112,32.6053,75
14,0.8181,0.5762,0.9996,0.8477,0.7846,0.8191,0.2725,29.5526,75
15,0.9665,0.6336,0.9336,0.7671,0.9666,0.8338,0.2002,39.2632,75
16,0.848,0.667,0.9701,0.7573,0.8454,0.8499,0.2423,31.6579,75
17,0.8824,0.6184,0.9711,0.7354,0.8214,0.8539,0.206,34.6053,75
18,0.8821,0.6476,0.9711,0.7351,0.8213,0.8245,0.2351,34.2632,75
19,0.8828,0.6771,0.9711,0.7352,0.8806,0.7058,0.2647,33.7895,75
20,0.9665,0.6336,0.9335,0.7671,0.9331,0.8669,0.2002,39.2632,75
21,0.8621,0.6211,0.9657,0.7591,0.9308,0.828,0.2073,40.5526,75
22,0.8338,0.6679,0.9669,0.7671,0.8646,0.7674,0.2005,37.9474,75
23,0.9,0.6336,0.9669,0.7671,0.9331,0.8337,0.2002,39.2632,75
24,0.9117,0.6475,0.9711,0.7351,0.8213,0.8836,0.2352,33.9474,75
25,0.8828,0.6771,0.9711,0.7352,0.8806,0.7058,0.2647,33.7895,75
26,0.9123,0.6481,0.9711,0.7644,0.8507,0.6766,0.9115,32.6053,75
27,0.8824,0.6182,0.9996,0.8821,0.8204,0.6761,0.9108,30.3421,75
28,0.8239,0.5604,0.9715,0.7648,0.8507,0.4999,0.9116,29.0,75
29,0.7937,0.53,0.9996,0.882,0.7616,0.4998,0.9403,25.2105,75
30,0.7052,0.471,0.9998,0.8818,0.8504,0.4996,0.9401,24.5526,75
31,0.7355,0.5597,0.9998,0.8821,0.7617,0.4708,0.9403,22.1316,75
32,0.823,0.53,0.9997,0.882,0.7616,0.5586,0.9402,27.1579,75
