,index,Col-M_mean,Col-M_min,Col-M_max,Col-M_std,Col-M_var,Col-M-na_mean,Col-M-na_min,Col-M-na_max,Col-M-na_std,Col-M-na_var,MR-M_mean,MR-M_min,MR-M_max,MR-M_std,MR-M_var,GeRt-M_mean,GeRt-M_min,GeRt-M_max,GeRt-M_std,GeRt-M_var,GLp-M_mean,GLp-M_min,GLp-M_max,GLp-M_std,GLp-M_var,GSw-M_mean,GSw-M_min,GSw-M_max,GSw-M_std,GSw-M_var,knapsack_mean,knapsacks_min,knapsack_max,knapsack_std,knapsack_var
0,0,0.8523999999999999,0.7565,0.9645,0.07106428810224065,0.005050133043478262,0.7266333333333334,0.6062,0.8116,0.05505804578621643,0.003031388405797105,0.7843916666666666,0.535,0.9991,0.13418552995489252,0.01800575644927536,0.6159791666666667,0.5294,0.6784,0.03386864625690496,0.001147085199275362,0.5169833333333334,0.0915,0.7835,0.2469195321604163,0.06096925536231885,0.7840333333333335,0.1719,0.9696,0.3177385193310164,0.10095776666666668,0.9919666666666669,0.9644,1.0,0.014117970868693394,0.0001993171014492753
1,1,0.8447083333333333,0.7805,0.9307,0.03576827494797063,0.001279369492753623,0.7609124999999999,0.6659,0.8119,0.027588818032579475,0.0007611428804347824,0.7643291666666668,0.5351,0.8177,0.08394849600727855,0.0070473499818840615,0.6207791666666667,0.5636,0.6643,0.032465205175717715,0.001053989547101448,0.6492583333333334,0.0917,0.7838,0.1326071245927368,0.017584649492753623,0.6263208333333334,0.1661,0.9694,0.3822517961161962,0.14611643563405802,0.9919083333333334,0.9625,1.0,0.0141381665580509,0.00019988775362318883
2,2,0.8642458333333333,0.8117,0.8959999999999999,0.02587137043086455,0.0006693278079710126,0.7787375000000001,0.741,0.8117,0.017177963955375335,0.0002950824456521742,0.6478708333333335,0.5321,0.8136,0.12252482438501884,0.015012332590579708,0.6069291666666666,0.5636,0.652,0.02746061969544698,0.0007540856340579706,0.7249875000000002,0.6563,0.7945,0.03723366070010353,0.001386345489130434,0.2988916666666666,0.1661,0.9371,0.27956879827873227,0.0781587129710145,0.9958541666666668,0.968,1.0,0.010579306263384802,0.00011192172101449292
3,3,0.8948958333333334,0.8141,0.9613,0.05238566414555623,0.002744257807971016,0.7246958333333334,0.6005,0.8433,0.07173537408369415,0.005145963894927539,0.8136083333333333,0.5764,0.9632,0.12583269401891534,0.01583386688405797,0.6318416666666666,0.539,0.8055,0.06796102410280068,0.004618700797101455,0.5238749999999999,0.1115,0.7751,0.1933612551676266,0.037388575,0.4862499999999999,0.1665,0.9622,0.3678140562838783,0.13528718,0.9920375,0.9608,1.0,0.01537654375424096,0.00023643809782608672
4,4,0.9319916666666667,0.8397,0.9990000000000001,0.03976875457667376,0.0015815538405797103,0.6969541666666669,0.6005,0.865,0.0782356083677162,0.0061208104166666655,0.9532374999999997,0.7663,0.9982,0.0418067168776377,0.0017478015760869568,0.6425625000000003,0.4723,0.7876,0.0797575773284542,0.006361271141304353,0.5947666666666668,0.5016,0.7351,0.0661772959008875,0.004379434492753622,0.9238083333333335,0.8374,0.9613,0.03298447482847265,0.0010879755797101461,0.9881916666666668,0.9402,1.0,0.01754422775548221,0.0003077999275362324
5,5,0.9128249999999999,0.8529,0.9701,0.036214484851278476,0.0013114889130434785,0.8236916666666666,0.7714,0.8567,0.019586750549834667,0.00038364079710144863,0.9679083333333333,0.9423,0.9992,0.011457403783112255,0.00013127210144927502,0.7009125000000002,0.6002,0.7948,0.05554744397907698,0.003085518532608695,0.6599375000000002,0.4309,0.7658,0.08250519252433913,0.006807106793478265,0.9219458333333335,0.8814,0.9705,0.023470313889208425,0.0005508556340579699,0.9903833333333335,0.9711,0.9998,0.013418859754146402,0.00018006579710145004
6,6,0.8332833333333333,0.7564,0.9696,0.05969812950726905,0.003563866666666668,0.7327374999999999,0.6062,0.9696,0.08052875161677672,0.006484879836956519,0.8543875000000004,0.7871,0.9704,0.07652955276004278,0.005856772445652171,0.6211083333333333,0.5451,0.7344,0.04180727954780609,0.0017478486231884052,0.49168750000000006,0.0918,0.8188,0.19534209527079055,0.038158534184782614,0.9554999999999998,0.9087,0.9696,0.019450673398424396,0.00037832869565217447,0.9974458333333337,0.9701,1.0,0.008240566631354711,6.790693840579672e-05
7,7,0.8381208333333331,0.7568,0.9696,0.05895447749464553,0.0034756304166666664,0.7379500000000001,0.5770000000000001,0.9696,0.09714053915758387,0.009436284347826085,0.8991166666666669,0.8178,0.9712,0.07631952662934652,0.005824670144927533,0.6163541666666666,0.5294,0.7718,0.05031979452476424,0.002532081721014493,0.4745833333333333,0.092,0.7289,0.21069683488814933,0.04439315623188406,0.9560749999999999,0.882,0.9696,0.025475670405480922,0.0006490097826086965,0.9963916666666667,0.9712,1.0001,0.009625144455908263,9.264340579710158e-05
8,8,0.855858333333333,0.7565,0.9701,0.06800423207205672,0.004624575579710148,0.7516208333333333,0.6062,0.9696,0.1011759336359267,0.010236569547101443,0.8773458333333336,0.7872,0.9711,0.08018512807555249,0.006429654764492756,0.6156041666666666,0.5738,0.7142,0.030116418736898822,0.0009069986775362304,0.46307916666666665,0.0918,0.737,0.213390458568257,0.04553548780797101,0.9632666666666668,0.8851,0.9699,0.020686514545905782,0.00042793188405797157,0.9987416666666667,0.9703,1.0,0.006058261816056161,3.670253623188409e-05
9,9,0.8798291666666668,0.8145,0.9649,0.037093858382623746,0.001375954329710146,0.7649416666666665,0.723,0.8497,0.03187850463825135,0.001016239057971013,0.7272874999999998,0.5164,0.8082,0.10542311565884113,0.011114033315217394,0.6123833333333333,0.5429,0.6967,0.04214117749398694,0.0017758788405797114,0.6155041666666667,0.2511,0.7764,0.12640255734605682,0.015977606503623187,0.29769166666666674,0.1665,0.9345,0.24287989323167916,0.05899064253623187,0.9917458333333334,0.9533,1.0,0.01618343165539766,0.00026190346014492706
