,apx,apx-na,knapsack,MR,GeRt,GLp,GSw,intersection,n_points
24,0.904,0.7129,0.9996,0.8562,0.8061,0.8103,0.9035,19.4314,50
25,0.904,0.7129,0.9993,0.8564,0.8056,0.8102,0.9036,19.902,50
26,0.9029,0.713,0.9994,0.8561,0.8538,0.8102,0.951,19.7451,50
27,0.8188,0.7278,0.955,0.9541,0.7249,0.5913,0.9541,14.2941,50
28,0.8093,0.7619,0.9998,0.8562,0.8539,0.5709,0.9515,16.2157,50
29,0.728,0.728,0.955,0.9543,0.7705,0.6398,0.9543,12.4902,50
30,0.8638,0.7271,1.0,0.9541,0.8157,0.5942,0.9541,14.0588,50
31,0.7734,0.7278,0.9551,0.9543,0.7708,0.6394,0.9543,11.6667,50
32,0.8189,0.7277,0.9549,0.9541,0.7706,0.5466,0.9541,12.9608,50
33,0.909,0.7266,0.9997,0.8176,0.8612,0.2732,0.9538,21.4706,50
34,0.903,0.713,0.9994,0.8561,0.8538,0.8102,0.9511,19.6667,50
35,0.909,0.7266,0.9994,0.9539,0.7248,0.3187,0.9539,16.5686,50
36,0.8643,0.6819,0.9548,0.9541,0.7704,0.546,0.9541,14.1765,50
37,0.9541,0.681,0.9544,0.8179,0.8615,0.6371,0.9084,22.8039,50
38,0.8409,0.5259,1.0,0.8421,0.682,0.7903,0.3689,20.7255,50
39,0.8889,0.5559,0.9442,0.8333,0.8318,0.3346,0.2786,25.902,50
40,0.6882,0.5635,1.0,0.9376,0.6866,0.6883,0.8746,22.8824,50
41,0.6882,0.5635,1.0001,0.9999,0.6865,0.6883,0.8746,23.3529,50
42,0.7648,0.5888,0.9416,0.9413,0.7049,0.6476,0.8821,22.2941,50
43,0.7505,0.6258,0.9999,0.9998,0.6865,0.7506,0.9369,23.3529,50
44,0.7641,0.5882,1.0,0.9998,0.5871,0.7649,0.9406,22.6863,50
45,0.7505,0.6258,1.0,0.9998,0.6865,0.7506,0.9374,23.3529,50
46,0.8952,0.5268,0.9473,0.7896,0.8408,0.3171,0.2641,26.2549,50
47,0.9475,0.6316,0.9999,0.8949,0.6817,0.7902,0.3687,21.4314,50
48,0.8409,0.5787,1.0,0.8421,0.6819,0.7902,0.3687,21.5098,50
49,0.8997,0.6003,1.0,0.8501,0.8984,0.8007,0.25,25.7059,50
50,0.9006,0.6003,0.9505,0.8506,0.6979,0.7511,0.3504,21.8235,50
51,0.8484,0.5992,0.9999,0.8496,0.6972,0.8003,0.3497,21.3922,50
52,0.9541,0.681,0.9544,0.8179,0.8615,0.8647,0.8631,22.8824,50
53,0.832,0.6106,0.9994,0.8332,0.7203,0.833,0.3888,21.8627,50
54,0.832,0.6106,0.9994,0.8332,0.7203,0.833,0.3888,21.8627,50
55,0.832,0.6106,0.9994,0.8332,0.7203,0.833,0.3888,21.8627,50
56,0.8235,0.5302,0.9999,0.8232,0.8223,0.3544,0.2951,26.098,50
57,0.6882,0.5635,1.0,0.9999,0.6865,0.6883,0.8746,23.3529,50
58,0.8129,0.6258,1.0,0.9998,0.7492,0.7506,0.9374,23.3529,50
59,0.7647,0.5887,1.0,0.9412,0.7044,0.7062,0.882,22.2941,50
60,0.7648,0.5888,0.9416,0.9413,0.7049,0.6476,0.8827,22.2941,50
61,0.7774,0.6111,0.9448,0.9446,0.6101,0.7226,0.9446,22.6863,50
62,0.8327,0.611,1.0,0.8332,0.6654,0.8334,0.3891,22.6863,50
63,0.8948,0.5793,0.9472,0.8421,0.8936,0.6324,0.2636,26.9216,50
64,0.9006,0.6003,0.9505,0.8506,0.6979,0.7511,0.3504,21.8235,50
65,0.7773,0.6111,1.0,0.8337,0.6654,0.778,0.4446,22.6863,50
66,0.8997,0.6003,1.0,0.85,0.8984,0.8007,0.2499,26.2941,50
67,0.8484,0.5992,0.9999,0.8496,0.6972,0.8003,0.3497,21.3922,50
68,0.8948,0.5793,0.9472,0.842,0.8407,0.6323,0.2636,26.9216,50
69,0.7774,0.6111,0.9448,0.9445,0.6655,0.7226,0.8886,22.6863,50
70,0.8409,0.5787,1.0,0.8421,0.6819,0.7902,0.3687,21.5098,50
71,0.9447,0.5559,0.9443,0.8333,0.8318,0.3346,0.2786,25.902,50
72,0.8236,0.5302,1.0,0.8233,0.8224,0.3544,0.2951,26.098,50
73,0.7334,0.6005,1.0,0.9998,0.7316,0.7336,0.9328,21.7843,50
74,0.8239,0.5887,1.0,0.5885,0.9406,0.1774,0.2358,29.2745,50
75,0.7336,0.5342,0.9335,0.8662,0.7316,0.2687,0.3343,26.098,50
76,0.688,0.501,0.9379,0.8123,0.7489,0.2519,0.3135,26.098,50
77,0.8452,0.5386,1.0,0.999,0.6904,0.8461,0.9223,22.2941,50
78,0.7505,0.5014,0.8354,0.6672,0.5816,0.7532,0.4181,21.0784,50
79,0.7503,0.5012,0.9179,0.667,0.665,0.7529,0.418,20.7255,50
80,0.8452,0.5386,1.0,0.999,0.7676,0.7694,0.9216,22.2941,50
81,0.7336,0.5342,1.0,0.8662,0.7322,0.2686,0.3343,26.098,50
82,0.8129,0.563,1.0,0.8123,0.9995,0.1885,0.2505,29.2745,50
83,0.8129,0.563,1.0,0.8123,0.9995,0.1885,0.2505,29.2745,50
84,0.7336,0.5342,0.9999,0.8662,0.7322,0.2687,0.3343,26.098,50
85,0.8131,0.5637,1.0,0.8752,0.7495,0.3137,0.3137,27.2745,50
86,0.8132,0.5637,0.9377,0.8752,0.7495,0.3137,0.3137,27.2745,50
87,0.9545,0.5908,1.0,0.9545,0.909,0.909,0.909,26.9216,50
88,0.6843,0.5789,1.0,0.9472,0.8433,0.6312,0.8946,23.1569,50
89,0.8944,0.6833,0.9999,0.8948,0.6326,0.6331,0.8948,16.2941,50
90,0.7061,0.5882,1.0,0.9413,0.9415,0.589,0.9413,27.7059,50
91,0.7058,0.5879,0.9996,0.9405,0.9995,0.5884,0.9405,28.2941,50
92,0.7058,0.588,0.9995,0.9408,0.941,0.5887,0.9408,27.7059,50
93,0.7058,0.588,0.9415,0.9408,0.941,0.5887,0.9408,27.7059,50
94,0.6668,0.6112,0.9448,0.8889,0.8346,0.4448,0.8889,25.5098,50
95,0.6668,0.5555,1.0,0.8889,1.0,0.4448,0.8889,26.2157,50
96,0.7061,0.5882,1.0,0.9413,0.9415,0.589,0.9413,27.7059,50
97,0.6668,0.5555,1.0,0.8889,1.0,0.4448,0.8889,26.2157,50
98,0.6664,0.6108,1.0,0.9442,0.8346,0.5549,0.8885,23.902,50
99,0.7996,0.6493,0.9997,0.9494,0.9003,0.751,0.9493,20.8431,50
100,0.7996,0.5992,1.0,0.9996,0.8004,0.8005,0.8996,20.0196,50
101,0.7993,0.6491,0.9997,0.949,0.7999,0.8498,0.8992,20.8431,50
102,0.6467,0.6467,0.9414,0.9998,0.9998,0.9997,0.9998,28.8824,50
103,0.7652,0.6477,0.9409,0.9407,0.9995,0.4708,0.9407,28.451,50
104,0.7993,0.6491,0.9994,0.949,0.7506,0.8004,0.949,20.8431,50
105,0.7768,0.6654,0.9992,0.8882,0.9445,0.8893,0.8882,26.6078,50
106,0.8417,0.6834,0.9477,0.8949,0.6331,0.6327,0.8421,16.2941,50
107,0.7061,0.5883,1.0,0.9413,0.9415,0.589,0.9413,27.7059,50
108,0.7771,0.6657,0.9999,0.8334,0.6674,0.5011,0.8334,17.2353,50
109,0.8882,0.7211,0.9996,0.8888,0.6672,0.6115,0.8331,17.2353,50
110,0.8417,0.6834,1.0,0.8949,0.5804,0.633,0.8949,16.2941,50
111,0.8944,0.6834,1.0,0.9999,0.6856,0.6334,0.9469,12.3725,50
112,0.8994,0.699,0.9504,0.9995,0.7013,0.801,0.9498,16.2941,50
113,0.8992,0.6991,1.0,0.9994,0.6515,0.7513,0.9497,12.0588,50
114,0.9497,0.6991,1.0,0.9498,0.6513,0.7514,0.9498,16.4118,50
115,0.8995,0.699,1.0,0.9499,0.6012,0.7011,0.9001,16.451,50
116,0.8098,0.8098,0.9534,0.9522,0.5732,0.8114,0.8086,11.2353,50
117,0.8987,0.8987,0.9999,0.9497,0.8505,0.6021,0.8489,15.0392,50
118,0.8639,0.8188,0.9998,0.9537,0.773,0.5021,0.8623,12.9608,50
119,0.9088,0.8182,0.9996,0.999,0.8192,0.5476,0.908,11.1961,50
120,0.8637,0.7735,0.9992,0.9529,0.7726,0.4556,0.862,13.3529,50
121,0.9124,0.8687,0.9999,0.9558,0.8258,0.6536,0.8691,12.3333,50
122,0.9129,0.7823,0.9572,0.9127,0.8262,0.6978,0.8693,12.2941,50
123,0.9122,0.8684,0.9996,0.9552,0.8256,0.6102,0.8685,13.0392,50
124,0.9129,0.7823,0.9572,0.9127,0.8262,0.6978,0.8693,12.2941,50
125,0.9086,0.818,0.9997,0.9539,0.9089,0.6823,0.9076,11.5098,50
126,0.908,0.8623,0.9992,0.9533,0.8181,0.6379,0.8626,11.902,50
127,0.8638,0.7283,0.9546,0.9535,0.773,0.5007,0.9083,13.0,50
128,0.9129,0.7832,0.9568,0.9123,0.956,0.7402,0.8683,13.1961,50
129,0.9122,0.8684,0.9996,0.9552,0.8256,0.6102,0.8685,13.0392,50
130,0.9082,0.7272,0.9999,0.954,0.8173,0.818,0.8629,18.7647,50
131,0.9565,0.8701,0.9997,0.913,0.8254,0.7823,0.7818,19.9412,50
132,0.9129,0.7832,0.9568,0.9123,0.956,0.7402,0.8683,13.1961,50
133,0.9585,0.8335,0.9588,0.9583,0.8333,0.6676,0.8328,16.6471,50
134,0.9533,0.8177,0.9995,0.9534,0.8619,0.8193,0.9529,13.9412,50
135,0.9082,0.7721,0.999,0.9533,0.9082,0.593,0.9081,12.0196,50
136,0.9542,0.8633,0.9995,0.9537,0.8627,0.5931,0.863,11.3137,50
137,0.9524,0.8574,0.9995,0.9511,0.8567,0.6209,0.9509,11.9412,50
138,0.9048,0.8574,0.9997,0.9511,0.8093,0.6209,0.9507,12.3333,50
139,0.9101,0.7741,0.9556,0.9541,0.8638,0.6833,0.863,11.5882,50
140,0.9542,0.8633,0.9995,0.9537,0.8628,0.5931,0.863,10.7647,50
141,0.9126,0.826,0.9571,0.9562,0.8694,0.4799,0.9128,10.5294,50
142,0.9542,0.8633,0.9995,0.9537,0.8627,0.5931,0.863,11.3137,50
143,0.9125,0.826,0.9996,0.9561,0.8693,0.4799,0.9126,10.5294,50
144,0.8184,0.6821,1.0,0.9544,0.7721,0.3193,0.9544,5.1961,50
145,0.7734,0.7734,0.9551,0.9543,0.7707,0.6394,0.9543,12.1373,50
146,0.7738,0.7283,1.0,0.9544,0.8174,0.4566,0.9544,4.8431,50
147,0.9545,0.9545,0.9999,0.9545,0.6822,0.6822,0.9545,1.0,50
148,0.8189,0.7736,1.0,0.9544,0.864,0.7291,0.9089,6.2157,50
149,0.8179,0.7269,1.0,0.9544,0.772,0.3187,0.9544,4.7647,50
150,0.7735,0.7279,1.0,0.9544,0.771,0.5486,0.9544,4.4902,50
151,0.7734,0.7734,0.9551,0.9543,0.7706,0.6398,0.9543,12.1373,50
152,0.7734,0.7279,0.9551,0.9543,0.7709,0.6396,0.9543,7.3137,50
153,0.7734,0.7278,0.9551,0.9543,0.6801,0.6397,0.9543,9.0,50
154,0.8182,0.7272,1.0,0.9541,0.7705,0.5938,0.9081,12.6863,50
155,0.8182,0.7272,1.0,0.9541,0.7705,0.5938,0.9081,12.6863,50
156,0.8633,0.7723,0.9999,0.9542,0.7711,0.2282,0.9542,9.2745,50
157,0.8642,0.6819,0.9548,0.9541,0.725,0.5454,0.9544,14.1765,50
158,0.8637,0.7726,0.9994,0.9538,0.8157,0.5458,0.9538,18.098,50
159,0.8633,0.7267,0.9995,0.9539,0.7702,0.3188,0.9539,16.5686,50
160,0.8643,0.6819,0.9548,0.9541,0.7704,0.5459,0.9541,14.1765,50
161,0.909,0.772,0.9998,0.9539,0.7703,0.3189,0.9539,16.5686,50
162,0.8634,0.6815,0.9996,0.9536,0.7708,0.5026,0.9536,11.1961,50
163,0.8636,0.6818,0.9998,0.9538,0.7708,0.1835,0.9078,11.1176,50
164,0.7723,0.6816,0.9999,0.954,0.7714,0.2745,0.9079,11.7843,50
165,0.9087,0.818,1.0,0.9538,0.9536,0.6387,0.9538,8.8431,50
166,0.8633,0.7727,0.9999,0.9543,0.8635,0.548,0.8632,9.2353,50
167,0.8691,0.7821,0.9567,0.9128,0.8696,0.5246,0.8694,13.9412,50
168,0.9558,0.7388,0.9571,0.9128,0.9128,0.6111,0.8695,12.451,50
169,0.8687,0.7822,0.9566,0.9124,0.869,0.6976,0.9123,13.549,50
170,0.8632,0.7268,0.9999,0.9544,0.7727,0.4095,0.9544,3.3922,50
171,0.8187,0.6824,0.9999,0.9544,0.773,0.4554,0.9543,3.1569,50
172,0.8632,0.7722,0.9999,0.9544,0.7727,0.2733,0.9544,5.5098,50
173,0.8179,0.7269,1.0,0.9545,0.7722,0.2739,0.9545,5.8627,50
174,0.9545,0.9545,0.9999,0.9545,0.6822,0.6822,0.9545,1.0,50
175,0.7729,0.6821,1.0,0.9545,0.7721,0.2739,0.9545,6.6078,50
176,0.9105,0.5924,1.0,0.9545,0.682,0.5017,0.9545,2.9608,50
177,0.865,0.6829,1.0,0.9544,0.7719,0.5927,0.9544,5.2745,50
178,0.8178,0.7268,0.9999,0.9543,0.7718,0.3186,0.9543,5.2745,50
179,0.8179,0.7268,1.0,0.9544,0.7719,0.3187,0.9544,5.2745,50
180,0.8634,0.7267,1.0,0.9544,0.7716,0.3186,0.9544,5.3529,50
181,0.7729,0.6821,1.0,0.9545,0.7721,0.2739,0.9545,6.6078,50
182,0.818,0.6816,0.9997,0.9541,0.7715,0.6381,0.9079,10.098,50
183,0.9557,0.7384,0.9995,0.9123,0.8255,0.393,0.8255,18.8039,50
184,0.7723,0.6816,0.9999,0.954,0.7714,0.2745,0.9079,11.7843,50
185,0.954,0.7726,0.9999,0.9543,0.9081,0.6843,0.9089,11.1569,50
186,0.9545,0.9545,0.9999,0.9545,0.6822,0.6822,0.9545,1.0,50
187,0.8177,0.7722,0.9999,0.9544,0.7727,0.2734,0.9544,4.3333,50
188,0.819,0.728,1.0,0.9538,0.682,0.6385,0.9538,7.1961,50
189,0.9098,0.6828,0.9999,0.9538,0.7725,0.5021,0.9538,5.4314,50
190,0.9099,0.6829,1.0,0.9539,0.7726,0.5021,0.9539,5.4314,50
191,0.8194,0.6828,1.0,0.9543,0.7717,0.5926,0.9543,5.6667,50
192,0.8649,0.6828,1.0,0.9543,0.7717,0.5472,0.9543,5.3529,50
193,0.9545,0.9545,0.9999,0.9545,0.6822,0.6822,0.9545,1.0,50
194,0.9545,0.9545,0.9999,0.9545,0.6822,0.6822,0.9545,1.0,50
195,0.8189,0.7735,1.0,0.9539,0.7272,0.5024,0.9539,4.2157,50
196,0.9085,0.8633,0.9995,0.9537,0.863,0.5477,0.863,10.8039,50
197,0.9044,0.7619,0.952,0.9045,0.9041,0.5252,0.9044,22.2941,50
198,0.8638,0.6818,1.0,0.9541,0.7706,0.4101,0.9081,9.1961,50
199,0.7738,0.7283,1.0,0.9544,0.8174,0.4566,0.9544,4.8431,50
200,0.9545,0.9545,0.9999,0.9545,0.6822,0.6822,0.9545,1.0,50
201,0.8186,0.7277,0.9999,0.9544,0.8183,0.4103,0.9544,4.5686,50
202,0.8634,0.7267,1.0,0.9544,0.7717,0.3186,0.9544,5.3529,50
203,0.7729,0.6821,1.0,0.9545,0.772,0.2739,0.9545,6.6078,50
204,0.7732,0.6823,1.0,0.9545,0.8179,0.274,0.9545,4.9608,50
205,0.818,0.7726,0.9998,0.9543,0.7735,0.6827,0.9543,2.2941,50
206,0.9087,0.6363,0.9998,0.9543,0.6825,0.6825,0.9543,1.2353,50
207,0.8179,0.7724,0.9548,0.9542,0.7278,0.637,0.9542,3.1569,50
208,0.9085,0.8175,0.9998,0.9544,0.7726,0.2278,0.9543,6.8039,50
209,0.8633,0.7723,0.9999,0.9542,0.7712,0.2736,0.9542,7.5882,50
210,0.8641,0.6821,1.0,0.9543,0.7717,0.5472,0.9543,5.7451,50
211,0.8641,0.6821,1.0,0.9543,0.7717,0.5472,0.9543,5.7451,50
212,0.8176,0.7722,0.9999,0.9544,0.7726,0.2733,0.9544,4.3333,50
213,0.818,0.6816,1.0,0.9545,0.8178,0.3187,0.9545,3.9804,50
214,0.8188,0.7278,0.9997,0.9541,0.8158,0.5912,0.9544,15.5882,50
215,0.8636,0.7726,0.9994,0.8177,0.8157,0.5457,0.9541,18.098,50
216,0.9538,0.6808,0.9548,0.8176,0.8612,0.8645,0.9083,22.8824,50
217,0.8003,0.5507,0.9502,0.8002,0.8496,0.2013,0.2006,27.0392,50
218,0.8129,0.563,1.0,0.8123,0.9995,0.1885,0.2505,29.2745,50
219,0.8084,0.5709,0.9527,0.8095,0.6643,0.7626,0.9043,21.3922,50
220,0.8574,0.5715,1.0,0.8098,0.8554,0.7153,0.2384,24.9608,50
221,0.9447,0.5559,0.9443,0.8333,0.8876,0.3346,0.2786,25.902,50
222,0.8952,0.5268,0.9472,0.7896,0.8408,0.3171,0.2641,25.902,50
223,0.8822,0.5888,1.0,0.8232,0.8809,0.3544,0.2951,26.098,50
224,0.7649,0.5302,1.0,0.8233,0.8224,0.3544,0.2951,26.098,50
225,0.7508,0.5637,0.9378,0.8753,0.6866,0.3137,0.3137,27.2745,50
226,0.8314,0.5827,0.9998,0.997,0.6639,0.8328,0.9978,21.3922,50
227,0.7686,0.5387,1.0,0.9218,0.6138,0.8462,0.8451,22.2941,50
228,0.8,0.5341,0.9337,0.9335,0.7317,0.8002,0.8664,21.7843,50
229,0.786,0.5007,0.9285,0.7851,0.6416,0.2877,0.358,25.902,50
230,0.7686,0.5387,1.0,0.9218,0.6138,0.8462,0.9218,22.2941,50
231,0.7854,0.5719,0.9284,0.785,0.7126,0.2876,0.3579,25.902,50
232,0.7336,0.5342,0.9999,0.8662,0.7322,0.2687,0.3343,26.098,50
233,0.786,0.5007,0.9283,0.7851,0.6416,0.2877,0.358,25.902,50
234,0.7858,0.5722,1.0,0.9279,0.7843,0.2878,0.3581,26.098,50
235,0.7339,0.534,0.9995,0.5337,0.799,0.201,0.2671,29.2745,50
236,0.8131,0.5637,1.0,0.8752,0.7495,0.3137,0.3137,27.2745,50
237,0.8006,0.6011,0.9999,0.8668,0.7992,0.3345,0.3345,27.2745,50
238,0.6435,0.5011,1.0,0.7855,0.7131,0.2878,0.3582,26.098,50
239,0.6435,0.5011,1.0,0.7855,0.7131,0.2878,0.3582,26.098,50
