,apx,apx-na,knapsack,MR,GeRt,GLp,GSw,intersection,n_points
55,0.999,0.999,1.0,0.999,0.6403,0.647,0.999,43.4158,100
56,0.9988,0.9988,1.0,0.9988,0.5364,0.6182,0.9988,47.1386,100
57,0.9988,0.9988,1.0,0.9988,0.4976,0.5875,0.9988,43.4554,100
58,0.9987,0.9987,1.0,0.9987,0.5805,0.6703,0.9987,43.495,100
59,0.9989,0.9989,1.0,0.9989,0.613,0.6189,0.9989,44.3465,100
60,0.9979,0.9979,1.0,0.9979,0.58,0.6697,0.9979,43.8911,100
61,0.9979,0.9979,1.0,0.9979,0.6121,0.6954,0.9979,44.4059,100
62,0.999,0.999,1.0,0.999,0.6403,0.5757,0.999,44.3861,100
63,0.9989,0.9989,1.0,0.9983,0.6402,0.5745,0.9983,46.0099,100
64,0.9981,0.9981,1.0,0.9981,0.6397,0.5753,0.9981,42.2475,100
65,1.0,1.0,1.0,1.0,0.5697,0.5763,1.0,44.3861,100
66,0.9982,0.9982,1.0,0.9972,0.6398,0.5753,0.9972,45.2376,100
67,1.0,1.0,1.0,1.0,0.5981,0.5383,1.0,40.2673,100
68,0.999,0.999,1.0,0.9984,0.6403,0.5035,0.9984,46.0099,100
69,0.9978,0.9978,1.0,0.9978,0.612,0.6953,0.9978,44.4059,100
70,0.999,0.999,1.0,0.999,0.6403,0.6469,0.999,42.3861,100
71,0.998,0.998,1.0,0.998,0.6126,0.3875,0.998,47.7327,100
72,0.9988,0.9988,1.0,0.9988,0.5364,0.6182,0.9988,47.1386,100
73,0.9986,0.9986,1.0,0.9986,0.4521,0.6406,0.9973,43.4554,100
74,1.0,1.0,1.0,1.0,0.7685,0.541,1.0,53.4158,100
75,0.9985,0.9985,1.0,0.9985,0.3618,0.5486,0.9972,46.9208,100
76,1.0,1.0,1.0,1.0,0.3321,0.5875,1.0,46.9208,100
77,0.9985,0.9985,1.0,0.9985,0.697,0.6046,0.9985,43.495,100
78,1.0,1.0,1.0,1.0,0.5538,0.448,1.0,42.3069,100
79,1.0,1.0,1.0,1.0,0.5538,0.5586,1.0,42.3069,100
80,0.9984,0.9984,1.0,0.9984,0.697,0.6046,0.9984,43.495,100
81,0.9985,0.9985,1.0,0.9985,0.2713,0.6391,0.9972,46.9208,100
82,0.9991,0.9991,1.0,0.9991,0.7486,0.5019,0.9991,54.0495,100
83,0.9997,0.9997,1.0,0.9997,0.7494,0.5022,0.9997,54.0495,100
84,0.9985,0.9985,1.0,0.9985,0.4525,0.6391,0.9972,46.9208,100
85,0.9987,0.9987,1.0,0.9987,0.4979,0.5035,0.9987,46.9208,100
86,0.9987,0.9987,1.0,0.9987,0.4985,0.6696,0.9987,46.9208,100
87,0.9993,0.9993,1.0,0.932,0.6654,0.6034,0.932,50.9406,100
88,0.9283,0.9283,1.0,0.9998,0.6433,0.0717,0.9998,43.0198,100
89,0.9994,0.9994,1.0,0.9989,0.6433,0.5722,0.9989,37.1584,100
90,0.9983,0.9983,1.0,0.9981,0.7503,0.583,0.9981,51.4752,100
91,0.9979,0.9979,1.0,0.9977,0.7496,0.5829,0.9977,47.8515,100
92,0.999,0.999,1.0,0.9988,0.769,0.6153,0.9988,47.6931,100
93,0.9228,0.9228,1.0,0.9998,0.6936,0.6159,0.9998,47.6931,100
94,0.9986,0.9986,1.0,0.9984,0.6928,0.0771,0.9984,43.0198,100
95,0.9988,0.9988,1.0,0.9986,0.7693,0.6152,0.9986,47.6931,100
96,0.9985,0.9985,1.0,0.9983,0.6676,0.5832,0.9983,51.4752,100
97,0.9988,0.9988,1.0,0.9986,0.7693,0.6152,0.9986,47.5941,100
98,0.9981,0.9981,1.0,0.998,0.7677,0.6159,0.998,41.6139,100
99,0.9995,0.9995,1.0,0.999,0.6428,0.6441,0.999,41.6535,100
100,0.999,0.999,1.0,0.9985,0.5714,0.5013,0.9985,42.3465,100
101,0.999,0.999,1.0,0.9985,0.7136,0.6438,0.9985,42.2673,100
102,0.9986,0.9986,1.0,0.9982,0.7131,0.6448,0.9982,49.4158,100
103,0.928,0.928,1.0,0.9991,0.7139,0.5725,0.9991,51.2574,100
104,0.999,0.999,1.0,0.9985,0.7136,0.6435,0.9985,42.2673,100
105,0.9222,0.9222,1.0,0.9988,0.8456,0.617,0.9988,45.495,100
106,0.9993,0.9993,1.0,0.9989,0.769,0.5396,0.9989,37.495,100
107,0.9983,0.9983,1.0,0.9981,0.7497,0.5841,0.9981,49.9109,100
108,0.9989,0.9989,1.0,0.9984,0.7501,0.6673,0.9984,37.495,100
109,0.9985,0.9985,1.0,0.998,0.8327,0.7502,0.998,37.495,100
110,0.9277,0.9277,1.0,0.9989,0.7149,0.5015,0.9989,37.1584,100
111,0.9992,0.9992,1.0,0.9985,0.5635,0.439,0.9985,28.3861,100
112,0.9992,0.9992,1.0,0.9989,0.6006,0.6012,0.9989,33.9505,100
113,0.9419,0.9419,1.0,1.0,0.5895,0.4725,1.0,28.1485,100
114,0.9993,0.933,1.0,0.9993,0.6002,0.5338,0.9993,34.2277,100
115,0.9341,0.9341,1.0,0.9332,0.601,0.5343,0.9332,36.1287,100
116,0.9992,0.8749,1.0,0.9371,0.501,0.5638,0.9371,27.8119,100
117,0.9322,0.9322,1.0,0.9985,0.668,0.6016,0.9985,29.9505,100
118,0.9989,0.9989,1.0,0.9404,0.7647,0.5319,0.9404,16.4653,100
119,0.9399,0.9399,1.0,0.9986,0.4714,0.5317,0.9986,14.0693,100
120,0.9407,0.9407,1.0,0.9992,0.6477,0.7666,0.9992,15.198,100
121,0.9359,0.9359,1.0,0.9986,0.6248,0.8144,0.9986,17.9307,100
122,0.9993,0.9406,1.0,0.9993,0.5884,0.6494,0.9993,15.6733,100
123,0.9357,0.9357,1.0,0.9984,0.6246,0.7519,0.9984,17.9307,100
124,0.9993,0.9406,1.0,0.9993,0.5884,0.6494,0.9993,15.6733,100
125,0.9405,0.9405,1.0,0.9993,0.7643,0.7667,0.9993,17.5743,100
126,0.941,0.941,1.0,1.0,0.6475,0.7676,1.0,16.9802,100
127,0.9412,0.9412,1.0,0.9992,0.648,0.8257,0.9992,15.198,100
128,0.9985,0.9362,1.0,0.9991,0.8107,0.9382,0.9991,19.5941,100
129,0.9357,0.9357,1.0,0.9984,0.6246,0.7519,0.9984,17.9307,100
130,0.9412,0.8825,1.0,1.0,0.5314,0.4735,1.0,22.9802,100
131,0.8745,0.8745,1.0,0.9983,0.6245,0.6898,0.9983,25.6139,100
132,0.9985,0.9362,1.0,0.9991,0.8107,0.9382,0.9991,19.5941,100
133,0.9356,0.8733,1.0,0.9983,0.6245,0.752,0.9983,20.6436,100
134,0.9987,0.9401,1.0,0.9987,0.589,0.5899,0.9987,19.1188,100
135,0.9993,0.9406,1.0,0.9993,0.5294,0.6493,0.9993,15.4356,100
136,0.9993,0.9406,1.0,0.9993,0.4716,0.5316,0.9993,17.6535,100
137,0.9985,0.9985,1.0,0.999,0.6254,0.564,0.999,16.0693,100
138,0.9991,0.9367,1.0,0.9991,0.4381,0.5639,0.9991,16.0693,100
139,0.9412,0.9412,1.0,1.0,0.5893,0.6496,1.0,16.802,100
140,0.9993,0.9406,1.0,0.9993,0.4715,0.5316,0.9993,17.099,100
141,0.9991,0.8817,1.0,0.9995,0.4712,0.5312,0.9995,12.6832,100
142,0.9993,0.9406,1.0,0.9993,0.4716,0.5316,0.9993,17.6535,100
143,0.9399,0.9399,1.0,0.9994,0.4713,0.5313,0.9994,13.1782,100
144,0.9994,0.9994,1.0,0.9994,0.5879,0.4712,0.9994,14.5644,100
145,0.9995,0.9995,1.0,0.9995,0.5868,0.4139,0.9991,19.9505,100
146,0.9996,0.9996,1.0,0.9996,0.5873,0.3535,0.9995,9.8911,100
147,0.9998,0.9998,1.0,0.9998,0.5883,0.5883,0.9998,1.0,100
148,0.9995,0.9995,1.0,0.9996,0.5623,0.6257,0.9996,4.6238,100
149,0.9994,0.9994,1.0,0.9994,0.5878,0.4711,0.9994,11.3366,100
150,0.9996,0.9996,1.0,0.9996,0.5869,0.4137,0.9992,16.3861,100
151,0.9995,0.9995,1.0,0.9995,0.6454,0.3553,0.999,20.1287,100
152,0.9995,0.9995,1.0,0.9995,0.6456,0.4725,0.9992,18.2079,100
153,0.9995,0.9995,1.0,0.9995,0.6456,0.4138,0.9991,18.2079,100
154,0.9992,0.9992,1.0,0.9992,0.5868,0.0595,0.9992,18.505,100
155,0.9992,0.9992,1.0,0.9992,0.5868,0.0595,0.9992,18.505,100
156,0.998,0.998,1.0,0.998,0.6859,0.3754,0.998,19.5941,100
157,0.999,0.999,1.0,0.9985,0.6849,0.5019,0.9985,27.1782,100
158,0.9976,0.9976,1.0,0.9976,0.6848,0.565,0.9976,28.1881,100
159,0.9977,0.9977,1.0,0.9977,0.6849,0.5026,0.9977,26.7822,100
160,0.999,0.999,1.0,0.9985,0.685,0.5018,0.9985,27.8119,100
161,0.9978,0.9978,1.0,0.9978,0.685,0.5647,0.9978,25.1386,100
162,0.9994,0.9994,1.0,0.9994,0.587,0.0595,0.9994,14.5248,100
163,0.9993,0.9993,1.0,0.9993,0.4698,0.3534,0.9993,9.2178,100
164,0.9995,0.9995,1.0,0.9995,0.6461,0.4134,0.9995,14.5446,100
165,0.9413,0.9413,1.0,1.0,0.4712,0.3543,1.0,10.7228,100
166,0.9999,0.9999,1.0,0.9999,0.5883,0.6486,0.9999,9.6535,100
167,0.9993,0.9369,1.0,0.9985,0.6251,0.5649,0.9985,17.0396,100
168,1.0,0.9413,1.0,1.0,0.5303,0.5316,1.0,18.1881,100
169,0.9991,0.9368,1.0,0.9991,0.6254,0.6269,0.9991,18.2079,100
170,0.9996,0.9996,1.0,0.9996,0.5293,0.1769,0.9996,9.6733,100
171,0.9998,0.9998,1.0,0.9998,0.5883,0.5295,0.9998,1.9307,100
172,0.9995,0.9995,1.0,0.9995,0.588,0.1768,0.9995,12.0099,100
173,0.9996,0.9996,1.0,0.9996,0.5292,0.4713,0.9995,12.901,100
174,0.9998,0.9998,1.0,0.9998,0.5883,0.5883,0.9998,1.0,100
175,0.9996,0.9996,1.0,0.9996,0.5879,0.4713,0.9995,15.198,100
176,1.0,1.0,1.0,1.0,0.5879,0.2949,1.0,3.0792,100
177,0.9995,0.9995,1.0,0.9995,0.5874,0.4716,0.9995,9.0792,100
178,0.9995,0.9995,1.0,0.9995,0.5877,0.4712,0.9993,15.1188,100
179,0.9995,0.9995,1.0,0.9995,0.5878,0.4711,0.9994,12.9802,100
180,0.9994,0.9994,1.0,0.9994,0.529,0.4124,0.9992,17.7525,100
181,0.9994,0.9994,1.0,0.9994,0.5878,0.4124,0.9994,16.5446,100
182,0.9996,0.9996,1.0,0.9996,0.6462,0.4129,0.9996,10.4257,100
183,0.9374,0.875,1.0,0.9992,0.6879,0.44,0.9992,23.7525,100
184,0.9995,0.9995,1.0,0.9995,0.6461,0.4134,0.9995,14.5446,100
185,0.9993,0.937,1.0,0.9995,0.5008,0.502,0.9995,14.4257,100
186,0.9998,0.9998,1.0,0.9998,0.5883,0.5883,0.9998,1.0,100
187,0.9995,0.9995,1.0,0.9995,0.588,0.1768,0.9995,10.1881,100
188,0.9995,0.9995,1.0,0.9998,0.4705,0.6477,0.9998,3.6535,100
189,0.9999,0.9999,1.0,0.9999,0.4705,0.5891,0.9999,1.7525,100
190,0.9999,0.9999,1.0,0.9999,0.5293,0.5891,0.9999,1.7525,100
191,0.9996,0.9996,1.0,0.9996,0.5873,0.4718,0.9994,13.2376,100
192,0.9994,0.9994,1.0,0.9994,0.5873,0.4718,0.9994,10.7426,100
193,0.9998,0.9998,1.0,0.9998,0.5883,0.5883,0.9998,1.0,100
194,0.9998,0.9998,1.0,0.9998,0.5883,0.5883,0.9998,1.0,100
195,0.9998,0.9998,1.0,0.9998,0.5879,0.4715,0.9998,3.099,100
196,0.9402,0.9402,1.0,0.9993,0.4715,0.5316,0.9993,16.604,100
197,0.9985,0.9363,1.0,0.9988,0.5635,0.565,0.9988,30.901,100
198,0.999,0.999,1.0,0.999,0.5869,0.0595,0.999,18.6238,100
199,0.9996,0.9996,1.0,0.9996,0.5873,0.3535,0.9995,9.8911,100
200,0.9998,0.9998,1.0,0.9998,0.5883,0.5883,0.9998,1.0,100
201,0.9997,0.9997,1.0,0.9997,0.647,0.1771,0.9997,6.4851,100
202,0.9995,0.9995,1.0,0.9995,0.5877,0.4124,0.9993,17.5545,100
203,0.9995,0.9995,1.0,0.9995,0.5878,0.4124,0.9994,16.5446,100
204,0.9997,0.9997,1.0,0.9997,0.5882,0.4714,0.9996,11.396,100
205,0.9997,0.9997,1.0,0.9997,0.4708,0.5886,0.9997,2.5842,100
206,0.9999,0.9999,1.0,0.9999,0.4708,0.4708,0.9997,1.3168,100
207,0.9994,0.9994,1.0,0.9994,0.5881,0.5296,0.9994,6.0891,100
208,0.9993,0.9993,1.0,0.9993,0.5884,0.235,0.9993,14.2079,100
209,0.9981,0.9981,1.0,0.9981,0.686,0.3754,0.9981,20.2475,100
210,0.9996,0.9996,1.0,0.9996,0.5873,0.4718,0.9994,13.2376,100
211,0.9996,0.9996,1.0,0.9996,0.5873,0.4718,0.9994,13.2376,100
212,0.9994,0.9994,1.0,0.9994,0.5879,0.1767,0.9994,10.8812,100
213,0.9996,0.9996,1.0,0.9996,0.5881,0.2951,0.9996,11.5347,100
214,0.9988,0.9988,1.0,0.9988,0.6225,0.5027,0.9982,31.6733,100
215,0.998,0.998,1.0,0.998,0.6848,0.5651,0.998,29.9307,100
216,0.9974,0.9974,1.0,0.9974,0.7296,0.5359,0.9974,39.1188,100
217,0.9992,0.9992,1.0,0.9274,0.6413,0.6465,0.9274,50.4653,100
218,0.9991,0.9991,1.0,0.9991,0.7486,0.5019,0.9991,54.0495,100
219,0.9991,0.9991,1.0,0.9991,0.6643,0.6044,0.9991,40.2673,100
220,0.999,0.999,1.0,0.999,0.6642,0.5379,0.999,44.0099,100
221,0.998,0.998,1.0,0.998,0.613,0.4643,0.998,47.7327,100
222,0.998,0.998,1.0,0.998,0.6125,0.5407,0.998,47.7327,100
223,0.9988,0.9988,1.0,0.9988,0.613,0.6182,0.9988,47.4554,100
224,1.0,1.0,1.0,1.0,0.537,0.5422,1.0,46.9208,100
225,0.9987,0.9987,1.0,0.9987,0.4149,0.6697,0.9987,46.9208,100
226,0.9969,0.9969,1.0,0.9969,0.6625,0.67,0.9969,43.8911,100
227,1.0,1.0,1.0,1.0,0.5984,0.6052,1.0,43.8911,100
228,0.9999,0.9999,1.0,0.9999,0.3622,0.6402,0.9986,43.4554,100
229,0.9985,0.9985,1.0,0.9985,0.5986,0.7034,0.9985,45.5743,100
230,1.0,1.0,1.0,1.0,0.5984,0.7048,1.0,43.8911,100
231,0.9984,0.9984,1.0,0.9984,0.6976,0.6034,0.9984,45.5743,100
232,0.9985,0.9985,1.0,0.9985,0.4525,0.6391,0.9972,46.9208,100
233,0.9985,0.9985,1.0,0.9985,0.5979,0.7033,0.9985,45.5743,100
234,0.9999,0.9999,1.0,0.9999,0.3625,0.458,0.9986,46.9208,100
235,1.0,1.0,1.0,1.0,0.8174,0.7299,1.0,54.0495,100
236,0.9987,0.9987,1.0,0.9987,0.4979,0.5035,0.9987,46.9208,100
237,0.9999,0.9999,1.0,0.9999,0.4154,0.6704,0.9999,46.9208,100
238,0.997,0.997,1.0,0.997,0.6966,0.6026,0.997,45.5743,100
239,0.997,0.997,1.0,0.997,0.6966,0.6026,0.997,45.5743,100
