,index,Col-M_mean,Col-M_min,Col-M_max,Col-M_std,Col-M_var,Col-M-na_mean,Col-M-na_min,Col-M-na_max,Col-M-na_std,Col-M-na_var,MR-M_mean,MR-M_min,MR-M_max,MR-M_std,MR-M_var,GeRt-M_mean,GeRt-M_min,GeRt-M_max,GeRt-M_std,GeRt-M_var,GLp-M_mean,GLp-M_min,GLp-M_max,GLp-M_std,GLp-M_var,GSw-M_mean,GSw-M_min,GSw-M_max,GSw-M_std,GSw-M_var,knapsack_mean,knapsacks_min,knapsack_max,knapsack_std,knapsack_var
0,0,0.8468541666666667,0.6008,0.9713,0.09634813677567887,0.009282963460144924,0.6472041666666667,0.4897,0.7556,0.07193276739680138,0.005174323025362332,0.8185166666666667,0.657,0.9771,0.07618082987589267,0.005803518840579702,0.7469416666666667,0.6442,0.8387,0.056339351578021245,0.0031741225362318846,0.5020874999999999,0.1119,0.8384,0.2897253081537452,0.08394075418478261,0.7764875,0.1747,0.9556,0.3117746417338344,0.09720342722826081,0.982625,0.9502,1.0,0.012595211305336904,0.00015863934782608653
1,1,0.8592875000000001,0.7778,0.9221,0.03548690281976055,0.0012593202717391296,0.6812083333333333,0.5777,0.7501,0.03228401026577367,0.0010422573188405796,0.735775,0.6047,0.8669,0.07715846060853118,0.0059534280434782585,0.7415083333333334,0.5398,0.8386,0.07528741979713569,0.005668195579710139,0.7137958333333333,0.1121,0.8383,0.158232947372088,0.025037665634057973,0.6208041666666667,0.1744,0.9539,0.3732350180215359,0.13930437867753626,0.9845583333333335,0.9714,1.0,0.012296125818522192,0.00015119471014492805
2,2,0.8910500000000002,0.8459,0.951,0.03415328617456505,0.0011664469565217362,0.6897791666666667,0.6582,0.7432,0.01987930930404266,0.0003951869384057971,0.7314833333333334,0.6044,0.7947,0.07071386105232505,0.005000450144927534,0.7493666666666668,0.6253,0.8340000000000001,0.05836466818849932,0.003406434492753625,0.7916583333333334,0.6495,0.8615,0.04788743065244525,0.0022932060144927532,0.21815833333333334,0.1745,0.9295,0.15223560377904707,0.02317567905797101,0.9837416666666666,0.9501,1.0,0.016411261156706505,0.0002693294927536238
3,3,0.886425,0.7263,0.9998,0.0692762538524283,0.004799199347826088,0.6524416666666667,0.5154,0.7314,0.06648629748770178,0.00442042775362318,0.7879125,0.4703,0.9712,0.15357300292779608,0.023584667228260865,0.7257416666666666,0.6121,0.8833,0.08322628094886672,0.006926613840579696,0.5702666666666667,0.1435,0.8605,0.20731104894455757,0.04297787101449275,0.4843124999999999,0.1765,0.9696,0.3598007483769436,0.12945657853260867,0.9852916666666669,0.9533,0.9999,0.016350506352129115,0.00026733905797101455
4,4,0.9212375000000003,0.7266,0.9739,0.053465265542828995,0.0028585346195652175,0.6397500000000002,0.5155,0.8541,0.09436556575361581,0.008904859999999988,0.9502416666666668,0.8535,0.9778,0.027047525269207257,0.0007315686231884051,0.7694333333333333,0.5796,0.9192,0.09869263514510128,0.009740236231884079,0.6941541666666667,0.1434,0.8627,0.15145185195350014,0.022937663460144923,0.9101208333333335,0.7388,0.9454,0.043429743155810926,0.0018861425905797057,0.9886125000000002,0.9538,1.0,0.015475178231747424,0.00023948114130434932
5,5,0.8871500000000002,0.8303,0.9359999999999999,0.03158432467565821,0.0009975695652173918,0.78315,0.7453,0.8129,0.017164143616474285,0.000294607826086955,0.9575041666666668,0.9355,0.9786,0.013978352181503555,0.00019539432971014517,0.7704249999999999,0.6877,0.8332,0.04533353926850069,0.0020551297826086946,0.6723958333333334,0.5647,0.8131,0.061705806077088,0.00380760650362319,0.8902833333333334,0.8538,0.9342,0.021203069233663694,0.0004495701449275359,0.9896375000000001,0.9790000000000001,1.0,0.010359025155578754,0.00010730940217391342
6,6,0.8215416666666665,0.6671,0.9555,0.07488425803497872,0.005607652101449275,0.6496624999999999,0.4897,0.9555,0.10385786613779263,0.010786456358695653,0.8542166666666665,0.7492,0.9771,0.07863206374803704,0.0061830014492753604,0.7226208333333334,0.5983,0.7936,0.0755058533818904,0.005701133894927531,0.4693541666666666,0.1122,0.8229,0.21886385678766382,0.04790138780797101,0.9425208333333331,0.9123,0.9555,0.012705424352260524,0.00016142780797101476,0.9953583333333333,0.9775,1.0,0.009076913700087732,8.239036231884036e-05
7,7,0.8347083333333333,0.7116,0.9555,0.06198244433544956,0.0038418234057971032,0.6697916666666668,0.4888,0.9555,0.11761836930131897,0.013834080797101453,0.9176124999999998,0.8668,0.978,0.04815698344319155,0.0023190950543478255,0.6557625000000001,0.5988,0.787,0.05909327786754117,0.0034920154891304313,0.42625833333333335,0.1125,0.7256,0.24394033289821665,0.05950688601449276,0.9410166666666666,0.8928,0.9555,0.022049148000234206,0.00048616492753623204,0.9963166666666669,0.978,1.0,0.008256100072419012,6.816318840579723e-05
8,8,0.8257750000000001,0.6889,0.9567,0.08100840133564247,0.006562361086956521,0.6761583333333333,0.4897,0.9555,0.13778869113899406,0.0189857234057971,0.8904500000000001,0.7493,0.9570000000000001,0.05786405357086708,0.0033482486956521755,0.6910958333333334,0.5996,0.8387,0.07108665550284185,0.005053312590579716,0.41837083333333336,0.11199999999999999,0.752,0.2489510349606344,0.061976617807971014,0.9445166666666668,0.8928,0.9555,0.018547487036316236,0.0003440092753623189,0.9926208333333335,0.9775,1.0,0.01057083679656962,0.00011174259057971026
9,9,0.9018666666666667,0.8213,0.9741,0.03673865002687365,0.0013497284057971029,0.6936458333333334,0.6659999999999999,0.7314,0.01731091586170458,0.0002996678079710152,0.7161124999999998,0.4703,0.7936,0.09490523563007468,0.009007003749999996,0.6861666666666665,0.5641,0.8398,0.08730616625798351,0.007622366666666659,0.6901666666666667,0.2951,0.8538,0.1433123213449401,0.02053842144927537,0.24045416666666664,0.1765,0.9059999999999999,0.14326931762658884,0.0205260973731884,0.9852208333333334,0.9655,0.9999,0.01504254774809185,0.00022627824275362322
