,apx,apx-na,knapsack,MR,GeRt,GLp,GSw,intersection,n_points
59,0.8507,0.7508,0.9504,0.5,0.7485,0.6514,0.2006,38.8158,75
60,0.79,0.79,1.0,0.5261,0.6817,0.7379,0.2111,38.8158,75
61,0.9042,0.809,1.0,0.5229,0.7592,0.668,0.1908,37.3947,75
62,0.9086,0.7725,0.9994,0.4993,0.7246,0.6378,0.1821,37.7105,75
63,0.8699,0.7401,0.9568,0.7828,0.6929,0.6961,0.1742,38.6579,75
64,0.8262,0.7397,0.9574,0.4783,0.7366,0.7835,0.1739,37.5526,75
65,0.8634,0.7725,0.9548,0.4993,0.679,0.6378,0.1821,37.7105,75
66,0.9132,0.783,0.9994,0.7827,0.7362,0.7399,0.1742,39.5,75
67,0.9559,0.7391,1.0,0.5218,0.7353,0.7406,0.1734,36.6579,75
68,0.9092,0.7735,1.0,0.8181,0.7245,0.7275,0.182,38.6579,75
69,0.9042,0.809,1.0,0.5229,0.7111,0.668,0.1907,37.3947,75
70,0.9086,0.7725,1.0,0.4993,0.7246,0.8188,0.1817,38.0263,75
71,0.8579,0.8105,1.0,0.762,0.7599,0.7145,0.1908,38.9737,75
72,0.858,0.8106,0.9527,0.5234,0.7122,0.6198,0.1908,38.6842,75
73,0.8343,0.7232,0.9448,0.4999,0.776,0.6682,0.2226,38.1316,75
74,0.8095,0.6669,0.9999,0.7621,0.7127,0.6671,0.1906,40.5526,75
75,0.8428,0.7901,0.9484,0.5262,0.629,0.5801,0.2109,37.9474,75
76,0.8422,0.7895,0.9992,0.5258,0.7344,0.5796,0.2107,37.9474,75
77,0.8742,0.7496,1.0,0.5614,0.6845,0.6899,0.2501,36.5789,75
78,0.8446,0.8446,0.9994,0.6134,0.6873,0.8473,0.3066,36.3158,75
79,0.9271,0.8562,1.0,0.5704,0.639,0.7884,0.2851,36.5526,75
80,0.7495,0.7495,0.938,0.5617,0.7475,0.6897,0.2503,36.6842,75
81,0.8422,0.7895,0.9477,0.5258,0.6817,0.5797,0.2107,37.9474,75
82,0.8001,0.7003,1.0,0.5505,0.6485,0.6504,0.2001,40.5526,75
83,0.8001,0.7003,0.9501,0.5505,0.5984,0.6007,0.2001,40.5526,75
84,0.8422,0.7895,0.9477,0.5258,0.6814,0.5797,0.2107,37.9474,75
85,0.9006,0.7502,0.9994,0.5494,0.6475,0.7003,0.2002,38.2105,75
86,0.8501,0.7502,0.9504,0.5494,0.6979,0.7003,0.2002,38.2105,75
87,0.9167,0.6665,0.9585,0.9583,0.8747,0.8752,0.9168,41.8947,75
88,0.7141,0.6663,0.9533,0.9518,0.7625,0.2389,0.9047,38.7368,75
89,0.9034,0.7608,0.9994,0.9512,0.7628,0.7159,0.9044,36.5263,75
90,0.6845,0.6316,0.9484,0.8951,0.6855,0.7384,0.9472,38.8947,75
91,0.9461,0.5779,0.9992,0.8943,0.7371,0.7381,0.8944,39.8684,75
92,0.6839,0.6311,0.9483,0.8943,0.633,0.6858,0.9465,38.8947,75
93,0.684,0.6311,0.9476,0.8944,0.7899,0.7378,0.9467,38.8947,75
94,0.7003,0.6002,0.9999,0.9003,0.8008,0.251,0.9003,38.8947,75
95,0.6834,0.6307,0.9995,0.9464,0.6849,0.2638,0.9459,38.8947,75
96,0.7214,0.6657,0.9993,0.9433,0.7225,0.778,0.9428,38.8947,75
97,0.6833,0.6306,0.9994,0.9463,0.7895,0.2638,0.9458,38.8947,75
98,0.9047,0.6663,0.9534,0.9055,0.7631,0.7158,0.8574,40.1316,75
99,0.9127,0.6516,0.9569,0.913,0.8702,0.8276,0.87,38.8947,75
100,0.9077,0.6805,1.0,0.9544,0.8185,0.8192,0.9544,38.3421,75
101,0.9125,0.6514,0.957,0.9128,0.8702,0.8709,0.8698,37.2895,75
102,0.9129,0.6515,0.9571,0.7391,0.8264,0.6532,0.8696,41.0789,75
103,0.9522,0.666,0.9528,0.9045,0.8575,0.5239,0.857,44.3684,75
104,0.9127,0.6516,0.9571,0.913,0.8702,0.8711,0.87,38.8947,75
105,0.9047,0.6656,0.9531,0.9523,0.7629,0.7165,0.8578,40.6579,75
106,0.8993,0.7001,0.9502,0.8997,0.8514,0.7523,0.9499,37.5263,75
107,0.6844,0.6316,0.9483,0.895,0.7904,0.7383,0.8945,38.8947,75
108,0.8334,0.6669,0.9456,0.9444,0.7242,0.7246,0.8886,37.7895,75
109,0.8323,0.6661,0.9449,0.9427,0.778,0.7786,0.9427,37.7895,75
110,0.9035,0.7609,0.9994,0.9513,0.7629,0.6688,0.9044,36.5263,75
111,0.9156,0.6242,0.9989,0.9571,0.5846,0.5431,0.8748,25.7632,75
112,0.9156,0.7489,0.9589,0.9573,0.6264,0.585,0.9574,28.4737,75
113,0.9187,0.6792,0.9996,0.9987,0.561,0.6012,0.8792,21.6316,75
114,0.9118,0.7373,0.9994,0.9558,0.697,0.6969,0.9124,33.2105,75
115,0.9035,0.7124,0.9992,0.9516,0.8099,0.7631,0.9042,36.2895,75
116,0.8323,0.8323,0.9991,0.9567,0.5439,0.7111,0.9161,22.7632,75
117,0.8834,0.7685,0.962,0.9611,0.7321,0.6556,0.8459,26.5263,75
118,0.8521,0.8521,0.9994,0.9621,0.6674,0.7057,0.8877,18.3947,75
119,0.8928,0.8217,0.9997,0.9997,0.6797,0.6089,0.8926,15.8947,75
120,0.8456,0.8073,1.0,0.9987,0.8076,0.5016,0.8837,20.5789,75
121,0.9258,0.741,1.0,0.9629,0.7406,0.7413,0.8884,20.4474,75
122,0.8519,0.778,1.0,0.9997,0.852,0.778,0.8885,18.5,75
123,0.9258,0.741,1.0,0.9629,0.7401,0.7413,0.8883,20.4474,75
124,0.8519,0.778,1.0,0.9997,0.852,0.778,0.8885,18.5,75
125,0.8515,0.8147,0.9999,0.9613,0.7775,0.6311,0.9616,18.3947,75
126,0.963,0.7782,1.0,0.9629,0.8145,0.7042,0.8888,19.5789,75
127,0.9226,0.8077,1.0,0.9988,0.8077,0.5015,0.9219,19.5789,75
128,0.8572,0.7862,0.9999,0.9992,0.7854,0.6795,0.8914,19.3421,75
129,0.9258,0.741,1.0,0.9629,0.7401,0.7413,0.8883,20.4474,75
130,0.8154,0.7411,0.9997,0.9629,0.7771,0.7408,0.8886,27.8684,75
131,0.9261,0.8149,1.0,0.9627,0.7403,0.7039,0.8515,30.1316,75
132,0.8572,0.7862,0.9999,0.9992,0.7854,0.6795,0.8914,19.3421,75
133,0.9628,0.778,1.0,0.9997,0.7775,0.6304,0.9256,26.6579,75
134,0.9261,0.7783,1.0,0.9629,0.8147,0.8152,0.8889,21.6053,75
135,0.889,0.7779,1.0,0.9629,0.7779,0.5938,0.8881,15.5789,75
136,0.8887,0.778,0.9998,0.9629,0.7047,0.7427,0.9257,13.3947,75
137,0.8149,0.7782,0.9638,0.9626,0.8157,0.5576,0.9255,15.8158,75
138,0.8458,0.8072,0.9999,0.96,0.8078,0.5787,0.9602,15.5263,75
139,0.8069,0.8069,0.9998,0.9986,0.8073,0.5786,0.9597,16.8158,75
140,0.8887,0.7779,0.9998,0.963,0.7047,0.7427,0.8883,13.0263,75
141,0.8842,0.7694,0.9998,0.9611,0.654,0.7325,0.9611,11.3158,75
142,0.8887,0.778,0.9998,0.9629,0.7047,0.7427,0.9257,13.3947,75
143,0.8841,0.7693,0.9998,0.9611,0.654,0.7326,0.9219,11.8158,75
144,0.8085,0.5395,1.0,0.9615,0.6532,0.5012,0.9615,13.1579,75
145,0.7604,0.6407,1.0,0.7594,0.757,0.5597,0.9587,23.6316,75
146,0.7315,0.5394,0.9618,0.9615,0.6915,0.4242,0.9614,9.7105,75
147,0.9616,0.9616,1.0,0.9616,0.5773,0.5773,0.9616,1.0,75
148,0.8085,0.8085,0.9623,0.9615,0.7313,0.7325,0.9231,6.3421,75
149,0.7691,0.6538,0.9617,0.9615,0.6532,0.1552,0.9615,9.4211,75
150,0.8005,0.6406,1.0,0.959,0.6376,0.6399,0.9588,19.1316,75
151,0.7998,0.6402,1.0,0.7594,0.7569,0.5595,0.9586,25.2105,75
152,0.7204,0.6806,1.0,0.959,0.7572,0.5598,0.9587,20.5789,75
153,0.7204,0.6806,1.0,0.959,0.7571,0.5598,0.9587,22.1316,75
154,0.7997,0.5604,1.0,0.9596,0.6776,0.6001,0.9594,20.3158,75
155,0.7997,0.5604,1.0,0.9596,0.6776,0.6001,0.9594,20.3158,75
156,0.7994,0.7194,1.0,0.7998,0.7182,0.52,0.9594,21.4211,75
157,0.8002,0.6808,1.0,0.7596,0.7566,0.5999,0.9585,29.7368,75
158,0.8002,0.7604,1.0,0.7594,0.7167,0.6398,0.9584,30.3947,75
159,0.8398,0.7201,1.0,0.7993,0.7568,0.5995,0.9586,29.3684,75
160,0.8798,0.6403,1.0,0.7596,0.7567,0.5595,0.9586,30.6316,75
161,0.8398,0.7201,1.0,0.7993,0.7569,0.5996,0.9587,28.9211,75
162,0.9196,0.5602,1.0,0.9595,0.6772,0.6016,0.9593,15.2632,75
163,0.7698,0.5392,0.9621,0.9232,0.6915,0.1167,0.9226,13.5263,75
164,0.7997,0.6,0.9999,0.9597,0.6388,0.6807,0.9194,14.2368,75
165,0.9229,0.7309,0.9619,0.9233,0.7305,0.5405,0.9224,9.8684,75
166,0.8798,0.7599,1.0,0.9595,0.5993,0.6018,0.9595,10.8947,75
167,0.8844,0.7692,1.0,0.9231,0.693,0.6557,0.9613,17.5789,75
168,0.8888,0.7779,0.9999,0.9259,0.667,0.6682,0.9257,17.6579,75
169,0.8519,0.7778,0.9997,0.9628,0.7776,0.8525,0.9257,20.8158,75
170,0.7305,0.6536,0.9617,0.9615,0.654,0.1169,0.9615,7.3421,75
171,0.846,0.6152,1.0,0.9615,0.5773,0.5773,0.9615,1.3684,75
172,0.8074,0.7305,0.9618,0.9615,0.6924,0.1168,0.9615,8.9474,75
173,0.7311,0.6158,1.0,0.9615,0.6918,0.4243,0.9615,11.1316,75
174,0.9616,0.9616,1.0,0.9616,0.5773,0.5773,0.9616,1.0,75
175,0.7691,0.6537,0.9617,0.9615,0.6533,0.4244,0.9615,11.7632,75
176,0.9243,0.5397,0.9623,0.9616,0.5772,0.5785,0.9616,1.3158,75
177,0.7312,0.616,0.9618,0.9615,0.6916,0.1169,0.9614,8.3684,75
178,0.8076,0.6537,0.9618,0.9615,0.653,0.1551,0.9615,10.9211,75
179,0.7691,0.6538,0.9618,0.9615,0.6531,0.1551,0.9615,9.5789,75
180,0.846,0.6537,0.9619,0.9614,0.6144,0.5391,0.9614,15.3684,75
181,0.7311,0.6542,0.9617,0.9615,0.6532,0.5012,0.9615,12.7368,75
182,0.8395,0.6398,0.9999,0.9597,0.6388,0.6013,0.9597,11.8421,75
183,0.9611,0.7691,0.9996,0.9612,0.7306,0.7316,0.9227,25.2105,75
184,0.7997,0.6,0.9999,0.9597,0.6388,0.6807,0.9194,14.2368,75
185,0.8798,0.7998,1.0,0.9596,0.7602,0.6812,0.9595,16.0526,75
186,0.9616,0.9616,1.0,0.9616,0.5773,0.5773,0.9616,1.0,75
187,0.8073,0.6535,0.9617,0.9615,0.6924,0.1168,0.9615,7.3421,75
188,0.8079,0.7694,0.9998,0.9608,0.6159,0.5401,0.961,4.3158,75
189,0.7309,0.6541,1.0,0.961,0.6155,0.6172,0.961,2.8947,75
190,0.6925,0.6541,1.0,0.961,0.6155,0.5788,0.961,2.8947,75
191,0.8468,0.6545,0.9625,0.9615,0.6529,0.5012,0.9615,10.4737,75
192,0.7702,0.6164,0.9625,0.9615,0.6529,0.4243,0.9613,8.4211,75
193,0.9616,0.9616,1.0,0.9616,0.5773,0.5773,0.9616,1.0,75
194,0.9616,0.9616,1.0,0.9616,0.5773,0.5773,0.9616,1.0,75
195,0.7699,0.6931,0.9618,0.961,0.6154,0.5784,0.961,3.1842,75
196,0.8518,0.7411,1.0,0.963,0.6674,0.7059,0.8884,12.7895,75
197,0.9612,0.769,0.9995,0.9228,0.8073,0.6936,0.8842,28.0263,75
198,0.6403,0.5606,1.0,0.9597,0.6779,0.1211,0.9595,19.7632,75
199,0.7315,0.5394,0.9618,0.9615,0.6915,0.4242,0.9614,9.7105,75
200,0.9616,0.9616,1.0,0.9616,0.5773,0.5773,0.9616,1.0,75
201,0.6544,0.6159,1.0,0.9615,0.5771,0.1551,0.9615,5.2105,75
202,0.8076,0.6537,0.9618,0.9615,0.6529,0.1551,0.9615,12.8684,75
203,0.7311,0.6542,0.9618,0.9615,0.6531,0.5011,0.9615,14.1316,75
204,0.7312,0.6159,1.0,0.9615,0.6921,0.4246,0.9615,9.8684,75
205,0.8078,0.7309,0.962,0.9615,0.6165,0.6164,0.9615,3.2895,75
206,0.8842,0.6152,1.0,0.9616,0.5777,0.5777,0.9615,1.3684,75
207,0.7692,0.6923,0.962,0.9615,0.6161,0.6162,0.9615,4.4211,75
208,0.8074,0.6919,0.9617,0.9615,0.6538,0.1548,0.923,12.1316,75
209,0.8795,0.6795,1.0,0.7998,0.6383,0.5201,0.9595,22.4211,75
210,0.8468,0.6545,0.9625,0.9615,0.6529,0.5011,0.9613,10.4737,75
211,0.8468,0.6545,0.9625,0.9615,0.6529,0.5011,0.9613,10.4737,75
212,0.8073,0.6535,0.9617,0.9615,0.6923,0.1167,0.9615,7.9737,75
213,0.7692,0.6538,0.9617,0.9616,0.692,0.1554,0.9616,9.0526,75
214,0.8806,0.6808,0.9996,0.7595,0.7169,0.6001,0.9187,30.3421,75
215,0.8002,0.7604,1.0,0.7594,0.7167,0.6397,0.9584,30.3947,75
216,0.8743,0.7083,1.0,0.7498,0.7465,0.876,0.9573,37.0263,75
217,0.9542,0.682,0.9998,0.7729,0.7712,0.6821,0.182,39.2632,75
218,0.8001,0.7003,1.0,0.5505,0.6485,0.6504,0.2001,40.5526,75
219,0.9559,0.7391,1.0,0.5218,0.7353,0.7406,0.1734,36.6579,75
220,0.9564,0.7824,1.0,0.7822,0.7351,0.7832,0.1737,40.2105,75
221,0.8197,0.7744,0.9555,0.7281,0.6801,0.6827,0.1823,38.9737,75
222,0.8192,0.7739,0.9549,0.7276,0.6793,0.6822,0.1821,38.9737,75
223,0.8579,0.8106,0.9527,0.5234,0.7122,0.6198,0.1908,38.6842,75
224,0.858,0.8106,0.9527,0.5234,0.6642,0.6199,0.1908,38.6842,75
225,0.8009,0.7508,0.951,0.5,0.6482,0.7008,0.2004,38.2105,75
226,0.8654,0.7992,0.9995,0.5324,0.7305,0.7354,0.2667,36.5789,75
227,0.8647,0.7985,0.9988,0.5319,0.7293,0.8009,0.2665,36.5789,75
228,0.8233,0.7062,1.0,0.5291,0.6445,0.6488,0.2357,38.1316,75
229,0.874,0.8119,0.9992,0.5613,0.684,0.7502,0.2498,37.6316,75
230,0.8124,0.7503,0.9385,0.4998,0.6852,0.7525,0.2504,36.5789,75
231,0.8241,0.7656,0.9424,0.5293,0.645,0.6484,0.2356,38.2105,75
232,0.8422,0.7895,0.9477,0.5258,0.6814,0.5797,0.2107,37.9474,75
233,0.8739,0.7493,0.9992,0.5613,0.684,0.6882,0.2498,37.6316,75
234,0.8335,0.7779,0.9993,0.5549,0.6641,0.6673,0.2224,38.2105,75
235,0.8887,0.7218,1.0,0.5555,0.665,0.5564,0.2223,40.5526,75
236,0.9006,0.7502,0.9994,0.5494,0.6475,0.7003,0.2002,38.2105,75
237,0.8422,0.7895,1.0,0.5258,0.6289,0.5796,0.2107,37.9474,75
238,0.8234,0.7649,0.9993,0.5289,0.6444,0.6479,0.2354,38.2105,75
239,0.8234,0.7649,0.9417,0.5289,0.6444,0.7063,0.2354,38.2105,75
