,apx,apx-na,knapsack,MR,GeRt,GLp,GSw,BIN,intersection,n_points,apx_reward,apx_cost,apx-na_reward,apx-na_cost,knapsack_reward,knapsack_cost,MR_reward,MR_cost,GLp_reward,GLp_cost,GSw_reward,GSw_cost,GeRt_reward,GeRt_cost,BIN_reward,BIN_cost,#BIN
0,0.9406,0.9406,1.0,0.6265,0.0,0.9406,0.0,1.0,20.7632,75,554,4192,554,2196,589,9937,369,1426,554,4192,0,9678,0,9992,589,9874,7
1,0.7316,0.7316,1.0,0.4928,0.0,0.7316,0.0,0.6127,24.9737,75,714,2093,714,2093,976,9937,481,1359,714,2093,0,9894,0,9990,598,4709,7
2,1.0,1.0,1.0,0.9272,0.0,1.0,0.0,1.0,21.2895,75,453,4239,453,2267,453,4239,420,2052,453,4239,0,9572,0,9986,453,4239,2
3,1.0,1.0,1.0,0.9378,0.0,1.0,0.0,1.0,14.6842,75,241,4362,241,2428,241,4362,226,2199,241,4362,0,9421,0,9984,241,4362,2
4,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.3684,75,71,9829,71,4956,71,9980,71,9829,71,9829,0,9446,0,9995,71,9800,15
5,1.0,1.0,1.0,0.9378,0.0,1.0,0.0,1.0,14.6842,75,241,4362,241,2428,241,4362,226,2199,241,4362,0,9421,0,9984,241,4362,2
6,1.0,1.0,1.0,0.6912,0.0,1.0,0.0,1.0,10.3421,75,136,4441,136,2518,136,4441,94,1635,136,4441,0,9382,0,9948,136,4441,2
7,1.0,0.9789,1.0,0.9312,0.0,1.0,0.132,0.9789,3.1316,75,712,9796,697,2565,712,9977,663,9946,712,9796,94,9620,0,9915,697,9804,15
8,1.0,1.0,1.0,0.9378,0.0,1.0,0.0,1.0,14.6842,75,241,4362,241,2428,241,4362,226,2199,241,4362,0,9421,0,9984,241,4362,2
9,0.9222,0.9222,1.0,0.547,0.0,1.0,0.0308,0.6129,21.4737,75,1708,9757,1708,5760,1852,10000,1013,9299,1852,9797,57,9417,0,9888,1135,3424,9
10,1.0,0.8102,1.0,0.6246,0.0,1.0,0.029,0.8102,21.5789,75,1449,9870,1174,3345,1449,9945,905,1811,1449,9870,42,8951,0,9931,1174,5796,9
11,0.7197,0.7197,1.0,0.5286,0.0,1.0,0.0506,0.6124,22.1842,75,1751,9901,1751,5279,2433,9950,1286,9017,2433,9962,123,8822,0,9926,1490,3361,9
12,0.7916,0.7607,1.0,0.4822,0.0309,1.0,0.0,0.9691,27.0263,75,1333,9954,1281,5279,1684,9946,812,1217,1684,9682,0,9711,52,9934,1632,9924,6
13,0.7289,0.6862,1.0,0.4428,0.0025,0.952,0.086,0.5301,27.2895,75,2339,9902,2202,7539,3209,9949,1421,1697,3055,9938,276,9451,8,9966,1701,4880,6
14,0.9476,0.6036,1.0,0.4989,0.0,1.0,0.1252,0.6036,25.9211,75,4344,9929,2767,3563,4584,9948,2287,9659,4584,9986,574,9762,0,9844,2767,6878,7
15,0.9448,0.9448,1.0,0.3297,0.0,0.6384,0.1002,0.5634,35.7105,75,5272,9857,5272,8728,5580,9932,1840,1174,3562,9952,559,8902,0,9849,3144,9849,6
16,0.7679,0.7679,1.0,0.5137,0.006,0.9778,0.0606,0.8848,31.0789,75,2700,9896,2700,8790,3516,9791,1806,1692,3438,9998,213,9107,21,9861,3111,9496,5
17,0.6852,0.6852,1.0,0.3249,0.0072,0.9389,0.2057,0.5521,29.8158,75,3052,9669,3052,9606,4454,9648,1447,1229,4182,9994,916,9651,32,9974,2459,2925,6
18,0.7867,0.7378,1.0,0.3127,0.0058,0.9599,0.1939,0.5303,29.2895,75,3412,9958,3200,7969,4337,9923,1356,1218,4163,9914,841,9332,25,9806,2300,2884,6
19,0.7743,0.7273,1.0,0.4434,0.0035,0.9824,0.0982,0.6782,29.2895,75,2902,9796,2726,7716,3748,9724,1662,1686,3682,9963,368,8785,13,9898,2542,7481,5
