,apx,apx-na,knapsack,MR,GeRt,GLp,GSw,BIN,BIN_naive,intersection,n_points,apx_reward,apx_cost,apx-na_reward,apx-na_cost,knapsack_reward,knapsack_cost,MR_reward,MR_cost,GLp_reward,GLp_cost,GSw_reward,GSw_cost,GeRt_reward,GeRt_cost,BIN_reward,BIN_cost,BIN_naive_reward,BIN_naive_cost,#BIN
0,1.0,0.9536,1.0,1.0,0.2935,0.9536,0.2031,0.9536,0.2202,10.0,25,2157,16796,2057,10593,2157,17073,2157,16796,2057,10593,438,10626,633,36128,2057,10593,475,475,12
1,0.959,0.9577,1.0,1.0,0.495,0.9231,0.2318,0.9264,0.1691,10.5385,25,2904,24545,2900,16695,3028,16498,3028,16647,2795,10146,702,10601,1499,36051,2805,18849,512,512,13
2,0.945,0.9432,1.0,1.0,0.2134,0.9287,0.1965,0.9287,0.2328,9.7692,25,1563,17153,1560,12756,1654,16727,1654,17088,1536,9766,325,10621,353,39567,1536,16793,385,385,12
3,1.0,1.0,1.0,1.0,0.0,1.0,0.2197,1.0,0.2763,7.9231,25,742,16824,742,16824,742,17647,742,16824,742,11710,163,10619,0,39337,742,16824,205,205,15
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25,0,46738,0,46738,0,47669,0,46738,0,44304,0,40794,0,44304,0,46738,0,10408,25
5,1.0,1.0,1.0,1.0,0.0,1.0,0.2197,1.0,0.2763,7.9231,25,742,16824,742,16824,742,17647,742,16824,742,11710,163,10619,0,39337,742,16824,205,205,15
6,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.2895,7.9231,25,411,17076,411,17076,411,17895,411,17076,411,11983,0,39179,0,39179,411,17076,119,119,15
7,1.0,1.0,1.0,1.0,0.9135,1.0,0.6632,1.0,0.0,2.0769,25,959,46561,959,18379,959,47379,959,46561,959,45964,636,38077,876,43519,959,46561,0,13620,25
8,1.0,1.0,1.0,1.0,0.0,1.0,0.2197,1.0,0.2763,7.9231,25,742,16824,742,16824,742,17647,742,16824,742,11710,163,10619,0,39337,742,16824,205,205,15
9,0.878,0.852,1.0,0.9742,0.61,0.852,0.2813,0.852,0.2086,10.1538,25,3814,23367,3701,18388,4344,25518,4232,16520,3701,11099,1222,11344,2650,38154,3701,18388,906,9774,16
10,1.0,0.9551,1.0,1.0,0.5257,0.9551,0.1453,0.9488,0.0005,9.9231,25,4295,16270,4102,9646,4295,16144,4295,16270,4102,9646,624,11368,2258,38287,4075,17336,2,11605,16
11,1.0,0.8613,1.0,0.9319,0.5002,0.8181,0.3287,0.7933,0.0,10.8462,25,5878,31060,5063,17006,5878,33149,5478,16584,4809,10932,1932,11661,2940,42510,4663,16578,0,0,8
12,0.9889,0.9854,1.0,1.0,0.3054,0.9631,0.2216,0.9965,0.0035,12.8462,25,5093,22111,5075,12731,5150,15752,5150,15269,4960,9226,1141,11197,1573,32306,5132,13011,18,18,7
13,1.0,0.958,1.0,0.905,0.6464,0.8391,0.2301,0.8817,0.0009,12.4615,25,8191,22637,7847,15206,8191,24351,7413,15849,6873,11229,1885,11816,5295,34772,7222,14442,7,7,7
14,0.9817,0.8148,1.0,0.8164,0.6692,0.748,0.3305,0.6954,0.0,12.3077,25,12039,30730,9992,16490,12263,32521,10011,16336,9173,14098,4053,13624,8207,38643,8528,12987,0,0,7
15,1.0,0.9969,1.0,0.8375,0.5568,0.929,0.326,0.9321,0.2021,16.6923,25,14023,24507,13979,18535,14023,24507,11744,15244,13027,16355,4572,11087,7808,24493,13071,22327,2834,2834,11
16,0.9942,0.9479,1.0,0.9541,0.6553,0.9187,0.2055,0.8628,0.2258,13.0,25,9690,31149,9239,14752,9747,23988,9300,15961,8955,11315,2003,13322,6387,33559,8410,17152,2201,2201,13
17,1.0,0.986,1.0,0.8659,0.5922,0.8553,0.25,0.8852,0.0012,13.6923,25,11773,28560,11608,17802,11773,31722,10194,14643,10069,11523,2943,13374,6972,36151,10421,12257,14,14,7
18,1.0,0.9875,1.0,0.8713,0.5873,0.8587,0.2492,0.8905,0.0011,13.6923,25,10945,30930,10808,17506,10945,30930,9536,14369,9398,11385,2727,12981,6428,35091,9747,12080,12,12,7
19,0.993,0.951,1.0,0.8901,0.6103,0.8322,0.2366,0.8674,0.001,12.4615,25,9766,23293,9353,15375,9835,32779,8754,15581,8185,11236,2327,12358,6002,34386,8531,14710,10,10,7
20,1.0,0.9969,1.0,0.8365,0.557,0.929,0.3258,0.9321,0.202,16.6923,25,14304,24739,14259,18688,14304,24739,11966,15379,13288,16485,4660,11207,7967,24765,13333,22536,2890,2890,11
21,1.0,0.9965,1.0,0.8915,0.4956,0.9965,0.2625,0.8748,0.0747,16.7692,25,19275,29640,19207,21379,19275,29640,17184,16560,19207,21379,5060,11728,9552,29431,16861,16064,1439,1439,7
22,1.0,0.9959,1.0,0.9244,0.409,0.9959,0.2512,0.9959,0.242,17.3077,25,17107,22089,17037,14589,17107,22089,15813,14911,17037,14589,4297,10980,6997,22947,17037,14589,4140,4140,13
23,1.0,0.9968,1.0,0.8325,0.556,0.9293,0.3237,0.9293,0.201,16.7692,25,16402,26767,16350,20075,16402,26767,13655,13765,15243,17672,5310,12230,9119,27082,15243,17672,3297,3297,13
24,1.0,0.9483,1.0,0.8993,0.7561,0.8258,0.2386,0.8576,0.0011,12.5385,25,10978,30775,10410,17380,10978,32732,9872,15626,9066,11331,2619,12800,8301,33251,9415,14994,12,12,7
25,1.0,0.9503,1.0,0.9081,0.6108,0.8312,0.237,0.8661,0.0011,12.4615,25,9976,30030,9480,17144,9976,31906,9059,15989,8292,11244,2364,12410,6093,34538,8640,14741,11,11,7
26,1.0,0.9579,1.0,0.9231,0.6486,0.839,0.231,0.881,0.0008,12.4615,25,8321,22680,7971,15212,8321,24402,7681,15998,6981,11223,1922,11855,5397,34891,7331,14455,7,7,7
27,1.0,0.9587,1.0,0.9305,0.6297,0.851,0.2229,0.8725,0.2039,11.6154,25,5739,24592,5502,15372,5739,24185,5340,15912,4884,10892,1279,11144,3614,40674,5007,17591,1170,1170,10
28,1.0,0.9538,1.0,0.9821,0.4933,0.9343,0.1776,0.9061,0.2267,11.4615,25,6104,22383,5822,12840,6104,23843,5995,16121,5703,10715,1084,11835,3011,39415,5531,12426,1384,1384,16
29,1.0,0.9561,1.0,1.0,0.512,0.9561,0.1456,0.9454,0.0002,9.9231,25,4100,16292,3920,9712,4100,16167,4100,16292,3920,9712,597,11296,2099,38113,3876,17356,1,11510,16
30,0.879,0.8717,1.0,1.0,0.5389,0.8717,0.2768,0.8717,0.0,10.0769,25,3138,23932,3112,17433,3570,16906,3570,16500,3112,11264,988,11227,1924,43715,3112,20726,0,8439,15
31,1.0,0.9595,1.0,1.0,0.4308,0.9595,0.1499,0.9212,0.0,9.9231,25,3236,16466,3105,10058,3236,16551,3236,16466,3105,10058,485,11013,1394,37491,2981,17533,0,11128,16
32,1.0,0.9605,1.0,0.9927,0.5261,0.9075,0.2111,0.8814,0.2017,11.0769,25,3718,24645,3571,15928,3718,25165,3691,16216,3374,9935,785,10837,1956,39485,3277,11454,750,750,14
33,1.0,0.9892,1.0,0.9959,0.4056,0.953,0.2387,0.9923,0.0036,13.1538,25,5811,21592,5748,12580,5811,24433,5787,15234,5538,9072,1387,11309,2357,35171,5766,11039,21,21,7
34,1.0,0.9579,1.0,0.9247,0.6439,0.8392,0.229,0.8826,0.0009,12.4615,25,8060,22596,7721,15202,8060,24300,7453,15961,6764,11236,1846,11779,5190,34654,7114,14428,7,7,7
35,0.9805,0.9771,1.0,1.0,0.3035,0.9695,0.2103,0.9965,0.0035,12.0769,25,4532,22079,4516,12896,4622,16099,4622,15345,4481,9384,972,11098,1403,35112,4606,15773,16,16,7
36,1.0,0.9595,1.0,0.9678,0.5754,0.8727,0.2173,0.8771,0.203,11.6154,25,4597,24549,4411,15636,4597,24947,4449,16020,4012,9677,999,10942,2645,39929,4032,17674,933,933,10
37,1.0,0.9715,1.0,0.9651,0.5366,0.943,0.2662,0.9239,0.2109,14.9231,25,7672,21433,7453,12395,7672,21433,7404,15363,7235,10913,2042,11692,4117,28535,7088,10389,1618,1618,12
38,1.0,0.9839,1.0,0.9252,0.4949,0.9438,0.1728,0.9237,0.0015,15.2308,25,15784,32663,15530,18368,15784,25332,14603,17126,14897,15238,2728,14751,7811,36847,14580,14172,23,23,7
39,1.0,0.9958,1.0,0.9222,0.4041,0.9958,0.2488,0.9958,0.2431,17.3077,25,19033,24350,18953,16044,19033,24350,17553,16416,18953,16044,4736,12163,7692,25450,18953,16044,4626,4626,13
40,1.0,0.9983,1.0,0.8907,0.1714,0.9433,0.2061,0.9392,0.3252,13.7692,25,22450,33594,22411,27407,22450,33594,19996,19686,21176,20927,4628,21130,3847,36969,21086,23193,7300,18438,19
41,0.9888,0.9871,1.0,0.9368,0.17,0.9324,0.2041,0.9287,0.3215,13.7692,25,22235,33080,22197,26973,22486,33520,21065,20572,20965,20592,4590,20832,3822,36459,20882,22821,7230,18169,19
42,0.932,0.9116,1.0,0.8626,0.3761,0.8586,0.1903,0.8123,0.2974,13.7692,25,20912,34099,20455,23797,22438,33469,19354,18941,19265,18147,4270,18596,8439,41060,18227,24828,6674,16159,14
