,apx,apx-na,knapsack,MR,GeRt,GLp,GSw,BIN,BIN_naive,intersection,n_points,apx_reward,apx_cost,apx-na_reward,apx-na_cost,knapsack_reward,knapsack_cost,MR_reward,MR_cost,GLp_reward,GLp_cost,GSw_reward,GSw_cost,GeRt_reward,GeRt_cost,BIN_reward,BIN_cost,BIN_naive_reward,BIN_naive_cost,#BIN
0,1.0,1.0,1.0,0.9282,0.0007,1.0,0.0617,1.0,0.341,10.0,25,1393,5735,1393,5735,1393,5735,1293,5060,1393,5735,86,11434,1,13006,1393,5735,475,475,6
1,1.0,1.0,1.0,0.9187,0.0022,1.0,0.1348,0.9476,0.2795,10.5385,25,1832,5466,1832,5466,1832,5466,1683,4823,1832,5466,247,11521,4,13278,1736,6949,512,3719,10
2,1.0,1.0,1.0,0.9394,0.0027,1.0,0.0321,1.0,0.3428,9.7692,25,1123,5920,1123,5920,1123,5920,1055,5223,1123,5920,36,11362,3,12869,1123,5920,385,385,6
3,1.0,1.0,1.0,0.9896,0.0,1.0,0.0,1.0,0.3541,7.9231,25,579,6345,579,6345,579,6345,573,5597,579,6345,0,11227,0,13192,579,6345,205,205,6
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25,0,13773,0,13773,0,14542,0,13773,0,12814,0,12910,0,12814,0,13773,0,2647,33
5,1.0,1.0,1.0,0.9896,0.0,1.0,0.0,1.0,0.3541,7.9231,25,579,6345,579,6345,579,6345,573,5597,579,6345,0,11227,0,13192,579,6345,205,205,6
6,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.3542,7.9231,25,336,5802,336,5802,336,5802,336,5802,336,5802,0,13279,0,13139,336,5802,119,119,6
7,1.0,1.0,1.0,0.9941,0.844,1.0,0.844,1.0,0.0,2.0769,25,846,13515,846,10236,846,14600,841,13896,846,13515,714,13392,714,12987,846,13527,0,2769,27
8,1.0,1.0,1.0,0.9896,0.0,1.0,0.0,1.0,0.3541,7.9231,25,579,6345,579,6345,579,6345,573,5597,579,6345,0,11227,0,13192,579,6345,205,205,6
9,1.0,0.9745,1.0,0.8103,0.3302,0.9745,0.0255,0.9355,0.3721,10.1538,25,2435,8720,2373,7123,2435,8720,1973,4923,2373,7123,62,12479,804,12488,2278,9743,906,3631,18
10,1.0,0.9992,1.0,0.864,0.0725,0.9992,0.0008,0.9992,0.3604,9.9231,25,2661,8433,2659,6786,2661,8324,2299,4609,2659,6786,2,12470,193,13027,2659,6786,959,3538,12
11,0.7941,0.7941,1.0,0.6311,0.2878,0.786,0.1132,0.7165,0.3113,10.8462,25,3143,11173,3143,9404,3958,11626,2498,4828,3111,6993,448,10397,1139,13535,2836,12961,1232,3596,17
12,1.0,0.9944,1.0,0.8885,0.0056,0.9944,0.1196,0.9944,0.34,12.8462,25,3194,8216,3176,6546,3194,8105,2838,4317,3176,6546,382,12454,18,11790,3176,6546,1086,3522,9
13,1.0,0.9985,1.0,0.7793,0.0762,0.9461,0.1972,0.8725,0.5584,12.4615,25,4635,11241,4628,9365,4635,11117,3612,4320,4385,6440,914,10672,353,12064,4044,8938,2588,8639,17
14,0.9138,0.9138,1.0,0.7002,0.4461,0.9138,0.2176,0.9113,0.6087,12.3077,25,5807,11778,5807,9207,6355,13988,4450,5096,5807,9207,1383,9796,2835,10660,5791,10118,3868,6394,15
15,1.0,0.9944,1.0,0.8189,0.228,0.9944,0.3628,0.8852,0.0056,16.6923,25,7873,11102,7829,8387,7873,10658,6447,4166,7829,8387,2856,9984,1795,10050,6969,6209,44,2964,5
16,1.0,0.9981,1.0,0.7829,0.077,0.9636,0.0601,0.9301,0.5074,13.0,25,5855,11263,5844,9814,5855,10885,4584,4308,5642,6479,352,9634,451,11180,5446,9075,2971,8623,20
17,1.0,0.998,1.0,0.7436,0.002,0.9203,0.1209,0.8993,0.4925,13.6923,25,6875,11353,6861,9812,6875,10951,5112,4365,6327,8313,831,9800,14,11679,6183,11494,3386,6599,16
18,1.0,0.9981,1.0,0.748,0.0019,0.9223,0.1177,0.8958,0.4917,13.6923,25,6408,11140,6396,9656,6408,10753,4793,4326,5910,6517,754,9481,12,11246,5740,11280,3151,6461,16
19,1.0,0.9982,1.0,0.7593,0.0743,0.9311,0.2148,0.887,0.5609,12.4615,25,5559,10845,5549,9456,5559,11332,4221,4295,5176,6438,1194,11221,413,10735,4931,8986,3118,8918,17
20,1.0,0.9944,1.0,0.8166,0.228,0.9944,0.3626,0.8841,0.0056,16.6923,25,8036,11191,7991,8440,8036,10741,6562,4191,7991,8440,2914,10097,1832,10170,7105,6247,45,3003,5
21,1.0,0.9942,1.0,0.7897,0.2193,0.9942,0.2159,0.8734,0.0058,16.7692,25,11781,11331,11713,10690,11781,11331,9303,5273,11713,10690,2544,6201,2584,13788,10289,7878,68,4097,5
22,1.0,0.9936,1.0,0.7768,0.1881,0.9936,0.2131,0.8763,0.0064,17.3077,25,10885,11094,10815,9563,10885,11094,8455,4832,10815,9563,2320,5638,2047,12842,9538,6999,70,3715,5
23,1.0,0.9944,1.0,0.8028,0.226,0.9944,0.3591,0.8783,0.0056,16.7692,25,9270,10821,9218,8948,9270,10323,7442,4431,9218,8948,3329,11057,2095,11176,8142,6613,52,3320,5
24,1.0,0.9981,1.0,0.7506,0.074,0.9244,0.1158,0.8936,0.433,12.5385,25,6176,11048,6164,9591,6176,10668,4636,4312,5709,6488,715,9332,457,11245,5519,9092,2674,6750,18
25,1.0,0.998,1.0,0.7581,0.0744,0.9301,0.216,0.8877,0.561,12.4615,25,5635,10867,5624,9470,5635,11357,4272,4295,5241,6442,1217,11273,419,10797,5002,8997,3161,8947,17
26,1.0,0.9985,1.0,0.7773,0.0773,0.9446,0.1989,0.8739,0.5589,12.4615,25,4711,11253,4704,9367,4711,11129,3662,4315,4450,6436,937,10713,364,12121,4117,8937,2633,8657,17
27,1.0,0.9991,1.0,0.8374,0.0741,0.9894,0.1742,0.9171,0.5494,11.6154,25,3198,11105,3195,9400,3198,10992,2678,4490,3164,6633,557,12354,237,11628,2933,7504,1757,8421,14
28,1.0,0.9986,1.0,0.8341,0.0767,0.9986,0.0699,0.8801,0.4516,11.4615,25,3678,8294,3673,6523,3678,8177,3068,4398,3673,6523,257,10671,282,11437,3237,9003,1661,6233,18
29,1.0,0.9996,1.0,0.8684,0.0709,0.9996,0.0004,0.9996,0.3574,9.9231,25,2538,8463,2537,6829,2538,8355,2204,4645,2537,6829,1,12370,180,12932,2537,6829,907,3553,12
30,1.0,1.0,1.0,0.8556,0.2807,1.0,0.2807,0.9581,0.3695,10.0769,25,1981,8856,1981,7241,1981,8857,1695,5009,1981,7241,556,12154,556,12372,1898,9776,732,3674,17
31,1.0,1.0,1.0,0.9021,0.0661,1.0,0.0,1.0,0.3397,9.9231,25,1981,8645,1981,7065,1981,8751,1787,4823,1981,7065,0,11964,131,12555,1981,7065,673,3639,12
32,1.0,1.0,1.0,0.8887,0.0679,1.0,0.1215,0.873,0.0785,11.0769,25,2165,8578,2165,6981,2165,8685,1924,4760,2165,6981,263,11829,147,12673,1890,9567,170,2910,14
33,0.9942,0.9883,1.0,0.8742,0.0175,0.9883,0.1516,0.9883,0.4068,13.1538,25,3580,8164,3559,6448,3601,8284,3148,4227,3559,6448,546,10190,63,11479,3559,6448,1465,5468,9
34,1.0,0.9985,1.0,0.7815,0.075,0.9478,0.1948,0.871,0.5581,12.4615,25,4558,11229,4551,9363,4558,11106,3562,4325,4320,6444,888,10634,342,12008,3970,8939,2544,8620,17
35,1.0,0.9944,1.0,0.8981,0.0056,0.9944,0.0978,0.9944,0.3782,12.0769,25,2874,8285,2858,6648,2874,8176,2581,4407,2858,6648,281,12280,16,13319,2858,6648,1087,5513,10
36,1.0,0.9996,1.0,0.8662,0.0715,0.9996,0.15,0.9015,0.4554,11.6154,25,2600,8446,2599,6806,2600,8338,2252,4626,2599,6806,390,12029,186,12978,2344,7681,1184,6120,14
37,1.0,0.9598,1.0,0.8288,0.1228,0.9544,0.2087,0.9598,0.3403,14.9231,25,4754,11249,4563,9404,4754,11249,3940,4068,4537,6304,992,10615,584,11044,4563,9404,1618,3502,8
38,1.0,0.9976,1.0,0.7914,0.0783,0.9976,0.0783,0.9838,0.4696,15.2308,25,9439,10602,9416,10010,9439,10602,7470,5131,9416,10010,739,10217,739,13393,9286,11236,4433,11020,14
39,1.0,0.9934,1.0,0.7729,0.1852,0.9934,0.2123,0.875,0.0066,17.3077,25,12115,11154,12035,10520,12115,11154,9364,5308,12035,10520,2572,6231,2244,14238,10601,7687,80,4114,5
40,1.0,1.0,1.0,0.9003,0.0033,1.0,0.0033,1.0,0.3395,13.7692,25,11915,8775,11915,8775,11915,8775,10727,7721,11915,8775,39,6187,39,6187,11915,8775,4045,4045,6
41,1.0,1.0,1.0,0.9003,0.0032,1.0,0.0032,0.993,0.4327,13.7692,25,11790,8634,11790,8634,11790,8634,10614,7597,11790,8634,38,6107,38,6107,11707,10863,5102,9936,9
42,1.0,1.0,1.0,0.8999,0.0031,1.0,0.1169,0.9965,0.4382,13.7692,25,10786,7615,10786,7615,10786,7615,9706,6701,10786,7615,1261,9185,33,5495,10748,9575,4726,8802,9
43,1.0,1.0,1.0,0.9002,0.0032,1.0,0.0032,0.9947,0.4353,13.7692,25,11349,8166,11349,8166,11349,8166,10216,7185,11349,8166,36,5832,36,5832,11289,10272,4940,9420,9
44,1.0,1.0,1.0,0.7942,0.1434,1.0,0.1167,0.9858,0.4096,14.6923,25,10737,11320,10737,11320,10737,11320,8527,5764,10737,11320,1253,11209,1540,14529,10585,12725,4398,9603,12
45,1.0,1.0,1.0,0.8999,0.0031,1.0,0.0031,0.9951,0.4359,13.7692,25,11224,8038,11224,8038,11224,8038,10101,7074,11224,8038,35,5754,35,5754,11169,10111,4892,9278,9
46,1.0,0.9936,1.0,0.7768,0.1881,0.9936,0.2131,0.8763,0.0064,17.3077,25,10885,11094,10815,9563,10885,11094,8455,4832,10815,9563,2320,5638,2047,12842,9538,6999,70,3715,5
47,1.0,0.9977,1.0,0.7925,0.1429,0.9977,0.1429,0.9827,0.4019,14.6923,25,8512,11851,8492,9321,8512,11851,6746,4806,8492,9321,1216,11732,1216,11732,8365,10448,3421,7848,12
48,1.0,0.9975,1.0,0.7919,0.1439,0.9975,0.1439,0.9833,0.4035,14.6923,25,8942,11056,8920,9619,8942,11056,7081,4945,8920,9619,1287,12193,1287,12193,8793,10789,3608,8127,12
49,1.0,0.9936,1.0,0.7935,0.187,0.9936,0.3091,0.8835,0.0064,17.3077,25,8636,11243,8581,8406,8636,10777,6853,4260,8581,8406,2669,10783,1615,10794,7630,6172,55,3097,5
50,1.0,0.9977,1.0,0.7932,0.0479,0.9977,0.1419,0.9822,0.4006,14.6923,25,8225,11604,8206,9140,8225,11604,6524,4723,8206,9140,1167,11438,394,12569,8079,10240,3295,7675,12
51,1.0,0.9978,1.0,0.7953,0.0145,0.9978,0.1395,0.9811,0.5398,13.7692,25,7719,11668,7702,8860,7719,11213,6139,4595,7702,8860,1077,10953,112,13126,7573,9917,4167,10148,15
