,apx,apx-na,knapsack,MR,GeRt,GLp,GSw,BIN,BIN_naive,intersection,n_points,apx_reward,apx_cost,apx-na_reward,apx-na_cost,knapsack_reward,knapsack_cost,MR_reward,MR_cost,GLp_reward,GLp_cost,GSw_reward,GSw_cost,GeRt_reward,GeRt_cost,BIN_reward,BIN_cost,BIN_naive_reward,BIN_naive_cost,#BIN
0,0.9345,0.9345,1.0,0.8478,0.0,0.9345,0.0478,0.9215,0.0,20.7632,75,1584,9889,1584,6860,1695,23668,1437,7606,1584,6860,81,27272,0,29492,1562,17293,0,1470,17
1,0.7682,0.7682,1.0,0.6787,0.0,0.7682,0.0848,0.7009,0.0957,24.9737,75,2111,7999,2111,6939,2748,29788,1865,5347,2111,6939,233,27713,0,29524,1926,11900,263,4274,21
2,0.9953,0.9953,1.0,0.9222,0.0,0.9953,0.0244,0.8979,0.3559,21.2895,75,1267,10076,1267,7083,1273,16259,1174,7763,1267,7083,31,27028,0,29817,1143,12058,453,453,11
3,1.0,1.0,1.0,0.909,0.0,1.0,0.0,1.0,0.3483,14.6842,75,692,16042,692,7515,692,16311,629,8138,692,7515,0,28170,0,29291,692,9449,241,241,7
4,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.3684,75,71,29910,71,24924,71,29721,71,29775,71,29679,0,28259,0,29754,71,29757,0,2084,46
5,1.0,1.0,1.0,0.909,0.0,1.0,0.0,1.0,0.3483,14.6842,75,692,16042,692,7515,692,16311,629,8138,692,7515,0,28170,0,29291,692,9449,241,241,7
6,1.0,1.0,1.0,0.955,0.0,1.0,0.0,1.0,0.3598,10.3421,75,378,16587,378,7788,378,15850,361,8356,378,7788,0,28055,0,29679,378,10707,136,136,7
7,1.0,0.9858,1.0,1.0,0.0431,1.0,0.0573,0.9858,0.0,3.1316,75,1901,29645,1874,6698,1901,29790,1901,29645,1901,29336,109,27870,82,29837,1874,29165,0,2188,42
8,1.0,1.0,1.0,0.909,0.0,1.0,0.0,1.0,0.3483,14.6842,75,692,16042,692,7515,692,16311,629,8138,692,7515,0,28170,0,29291,692,9449,241,241,7
9,0.8497,0.8497,1.0,0.5132,0.0111,0.6285,0.0703,0.6243,0.2204,21.4737,75,4376,29405,4376,17128,5150,29767,2643,13349,3237,17295,362,27394,57,29146,3215,9909,1135,3470,27
10,0.9707,0.8569,1.0,0.6519,0.0031,0.8569,0.0298,0.8564,0.0,21.5789,75,3779,22454,3336,9182,3893,29566,2538,5110,3336,9815,116,28097,12,29420,3334,12127,0,1596,27
11,0.7365,0.7365,1.0,0.4957,0.0216,1.0,0.0279,0.6282,0.2208,22.1842,75,4970,29238,4970,16928,6748,29701,3345,12987,6748,29546,188,27488,146,29357,4239,16372,1490,3410,26
12,0.8921,0.8023,1.0,0.6562,0.0155,0.7948,0.0783,0.8806,0.0,27.0263,75,4251,22996,3823,10918,4765,29666,3127,4788,3787,10210,373,26647,74,29342,4196,23458,0,1104,18
13,0.8359,0.6648,0.9935,0.4353,0.0047,0.9436,0.1398,0.6084,0.0469,27.2895,75,7635,29167,6072,16117,9075,29299,3976,4788,8619,29740,1277,27113,43,29224,5557,11373,428,2028,18
14,1.0,0.6224,1.0,0.4684,0.0265,1.0,0.1775,0.6224,0.0057,25.9211,75,12704,29655,7907,10317,12704,29173,5950,13845,12704,29687,2255,26471,337,29349,7907,13632,72,2384,21
15,0.9717,0.8829,1.0,0.5085,0.0225,0.6899,0.1218,0.6191,0.1884,35.7105,75,14062,29488,12776,17456,14471,29854,7358,6546,9984,28113,1763,26994,325,29371,8959,19374,2726,3292,16
16,0.976,0.8096,1.0,0.5316,0.0229,0.9606,0.0989,0.8196,0.0,31.0789,75,9266,29507,7686,15380,9494,29376,5047,4774,9120,29696,939,27812,217,29193,7781,18394,0,2041,15
17,0.911,0.6822,1.0,0.4446,0.0048,0.9239,0.1704,0.6354,0.1941,29.8158,75,11541,29232,8642,16340,12668,28323,5632,4836,11704,28034,2159,27625,61,29381,8049,9659,2459,2988,18
18,0.8269,0.6957,1.0,0.4251,0.004,0.9407,0.1595,0.606,0.1852,29.2895,75,10270,29383,8640,20171,12420,29779,5280,4792,11684,28869,1981,26694,50,29538,7527,9524,2300,2945,18
19,0.8249,0.679,1.0,0.4261,0.0344,0.9287,0.1118,0.6517,0.1106,29.2895,75,8997,29439,7406,19531,10907,29063,4648,4758,10129,29518,1219,27126,375,29308,7108,16062,1206,4703,15
20,0.9721,0.8831,1.0,0.508,0.0226,0.6906,0.1222,0.619,0.1883,35.7105,75,14336,29566,13024,17612,14748,29362,7492,6599,10185,28423,1802,27339,333,29759,9129,19583,2777,3321,16
21,0.9583,0.868,1.0,0.5541,0.026,0.7236,0.0657,0.5726,0.0717,36.2368,75,18491,29538,16749,18683,19295,29101,10691,8489,13962,14526,1267,26234,501,29110,11048,15159,1384,3088,21
22,0.9436,0.9117,1.0,0.6751,0.0401,0.9117,0.1002,0.9112,0.0569,39.8158,75,13556,22473,13098,10588,14366,29849,9698,5556,13098,10588,1439,24732,576,28938,13091,19773,817,2469,19
23,0.9067,0.8144,1.0,0.5223,0.0238,0.7162,0.0712,0.5703,0.1557,35.8421,75,14784,28240,13279,15431,16305,29249,8516,7064,11677,28960,1161,25825,388,29706,9298,19323,2539,5590,18
24,0.827,0.694,1.0,0.4267,0.0079,0.941,0.158,0.6073,0.1856,29.2895,75,9894,29133,8303,19976,11964,29452,5105,4778,11258,28544,1890,26250,94,29494,7266,9470,2221,2927,18
25,0.8258,0.6799,1.0,0.4254,0.0101,0.9286,0.1124,0.6512,0.1108,29.2895,75,9132,29532,7518,19580,11058,29150,4704,4760,10269,29614,1243,27274,112,28849,7201,16107,1225,4719,15
26,0.8368,0.6654,0.9935,0.434,0.0052,0.9436,0.1409,0.6074,0.0469,27.4737,75,7771,29236,6180,16134,9227,29362,4031,4783,8763,29810,1309,27244,48,29386,5641,11385,436,2033,18
27,0.8846,0.6614,0.9958,0.4736,0.0,0.9378,0.1316,0.6381,0.0425,25.5,75,5520,29473,4127,14087,6214,28972,2955,4976,5852,29436,821,26678,0,29540,3982,11673,265,1962,18
28,0.9963,0.8127,1.0,0.592,0.0251,0.9653,0.0848,0.8497,0.0,26.8158,75,5687,29178,4639,9381,5708,29543,3379,4875,5510,29123,484,26287,143,29267,4850,18378,0,2322,18
29,0.9735,0.8599,1.0,0.6587,0.0027,0.8599,0.0268,0.8578,0.0,21.4474,75,3600,22417,3180,9235,3698,29489,2436,5148,3180,17168,99,27883,10,29526,3172,12161,0,1582,27
30,0.8248,0.8248,1.0,0.5292,0.0067,0.632,0.0642,0.622,0.0,21.4737,75,3546,29617,3546,17353,4299,29621,2275,13267,2717,17224,276,26705,29,29519,2674,16136,0,1564,24
31,0.9933,0.8831,1.0,0.7001,0.0057,0.8831,0.0057,0.8693,0.0,20.7895,75,2805,22837,2494,9508,2824,29683,1977,5347,2494,17172,16,26752,16,29163,2455,12035,0,1530,27
32,0.9002,0.7112,1.0,0.5565,0.0,0.7112,0.0928,0.7039,0.0745,23.8421,75,3444,27602,2721,9409,3826,29090,2129,5275,2721,17016,355,26995,0,29280,2693,11661,285,4387,18
33,0.8799,0.7838,1.0,0.6239,0.0178,0.7656,0.1228,0.7375,0.2587,27.1842,75,4887,22785,4353,10807,5554,29502,3465,4688,4252,10143,682,27111,99,29576,4096,9613,1437,3374,21
34,0.8185,0.6644,0.9938,0.4366,0.0043,0.9437,0.139,0.6095,0.0468,27.2895,75,7350,29618,5966,16100,8924,29238,3921,4793,8474,29672,1248,26985,39,29066,5473,11364,420,2022,18
35,0.9071,0.8283,1.0,0.6925,0.0126,0.8283,0.0654,0.8635,0.0,27.2105,75,3729,15559,3405,7814,4111,29571,2847,4886,3405,8955,269,27866,52,29732,3550,24438,0,1081,18
36,0.885,0.6674,0.9979,0.5099,0.0,0.6674,0.1167,0.6668,0.0867,24.2105,75,4316,28980,3255,9210,4867,28954,2487,5128,3255,17034,569,27534,0,29313,3252,12466,423,4379,18
37,0.9176,0.7582,1.0,0.5742,0.0214,0.7211,0.1062,0.697,0.2438,32.8684,75,6918,29622,5716,11897,7539,29581,4329,4512,5436,10127,801,27349,161,29284,5255,9558,1838,3360,18
38,0.9921,0.8577,1.0,0.5635,0.0196,1.0,0.0969,0.8069,0.0768,33.2105,75,14574,28202,12599,15338,14690,29141,8278,5680,14690,29141,1423,25768,288,29295,11854,15444,1128,6438,21
