,apx,apx-na,knapsack,MR,GeRt,GLp,GSw,BIN,BIN_naive,intersection,n_points,apx_reward,apx_cost,apx-na_reward,apx-na_cost,knapsack_reward,knapsack_cost,MR_reward,MR_cost,GLp_reward,GLp_cost,GSw_reward,GSw_cost,GeRt_reward,GeRt_cost,BIN_reward,BIN_cost,BIN_naive_reward,BIN_naive_cost,#BIN
0,0.9753,0.9212,1.0,0.7402,0.0162,0.9212,0.1233,0.9369,0.0289,13.3529,50,1622,14426,1532,7283,1663,21872,1231,5884,1532,7747,205,27020,27,29417,1558,15093,48,2400,12
1,0.9178,0.8185,1.0,0.6328,0.0269,0.8185,0.1819,0.6908,0.3357,15.0,50,2357,21757,2102,9142,2568,29067,1625,5662,2102,9909,467,25339,69,29716,1774,9575,862,3595,15
2,0.9865,0.9629,1.0,0.8338,0.0,0.9629,0.0506,0.9629,0.0219,13.1961,50,1169,14169,1141,7568,1185,14582,988,6041,1141,8027,60,26947,0,29441,1141,11076,26,3389,10
3,1.0,1.0,1.0,0.8173,0.0033,0.9967,0.0,0.9967,0.4274,8.7647,50,613,14391,613,10688,613,14694,501,6406,611,8388,0,26423,2,29492,611,8663,262,3952,13
4,1.0,1.0,1.0,1.0,0.1498,1.0,0.4662,0.962,0.0,1.4314,50,474,29708,474,19098,474,29545,474,29609,474,29609,221,28069,71,29793,456,27108,0,3512,31
5,1.0,1.0,1.0,0.8173,0.0033,0.9967,0.0,0.9967,0.4274,8.7647,50,613,14391,613,10688,613,14694,501,6406,611,8388,0,26423,2,29492,611,8663,262,3952,13
6,1.0,1.0,1.0,0.9066,0.0,1.0,0.0,1.0,0.3633,6.8431,50,289,14348,289,7827,289,14600,262,6611,289,8274,0,25871,0,29848,289,8547,105,5788,14
7,1.0,0.9826,1.0,0.8765,0.2405,1.0,0.3246,0.7347,0.0,2.3725,50,2412,29252,2370,10582,2412,29511,2114,29536,2412,28320,783,26137,580,29442,1772,27765,0,3678,29
8,1.0,1.0,1.0,0.8173,0.0033,0.9967,0.0,0.9967,0.4274,8.7647,50,613,14391,613,10688,613,14694,501,6406,611,8388,0,26423,2,29492,611,8663,262,3952,13
9,0.9367,0.8099,1.0,0.6702,0.1742,1.0,0.0247,0.6455,0.0,11.7059,50,4587,29683,3966,14020,4897,28809,3282,14063,4897,29343,121,24353,853,29393,3161,16077,0,2768,20
10,1.0,0.8748,1.0,0.5892,0.0897,1.0,0.0285,0.8748,0.3476,12.5686,50,3858,28713,3375,10721,3858,29548,2273,5151,3858,27228,110,26720,346,29485,3375,10721,1341,3379,21
11,0.9695,0.7026,1.0,0.6164,0.1768,1.0,0.0366,0.6487,0.0,13.5882,50,6356,28656,4606,11931,6556,28362,4041,12802,6556,28744,240,25245,1159,29650,4253,13466,0,2945,18
12,0.9796,0.9297,1.0,0.6258,0.0211,0.8898,0.1571,0.8489,0.3354,19.7451,50,4364,29026,4142,13387,4455,29680,2788,5229,3964,9220,700,24822,94,28881,3782,9282,1494,3419,15
13,0.9555,0.7283,1.0,0.4108,0.0029,0.8788,0.2028,0.6731,0.2444,17.2353,50,8326,28926,6346,12769,8714,29226,3580,4944,7658,29489,1767,26025,25,29758,5865,18914,2130,3287,14
14,0.9628,0.7352,1.0,0.5989,0.1518,1.0,0.0707,0.6408,0.0081,17.4314,50,12254,28356,9357,15959,12728,28586,7623,13874,12728,27624,900,23420,1932,29290,8156,15156,103,3618,15
15,0.8952,0.853,1.0,0.4971,0.2832,0.7818,0.1129,0.6432,0.0707,26.1765,50,11614,29251,11066,17276,12973,29035,6449,5497,10142,27786,1465,25439,3674,29228,8344,26319,917,2367,12
16,0.9588,0.7637,0.9841,0.4693,0.1213,0.8991,0.1374,0.8601,0.2738,22.3725,50,9530,28767,7591,10473,9782,28757,4665,4893,8937,28303,1366,26555,1206,28352,8549,19487,2722,3356,13
17,0.9733,0.8005,1.0,0.4386,0.0506,0.9256,0.1053,0.8238,0.2599,23.6275,50,11398,29505,9375,13420,11711,27935,5137,5050,10840,29164,1233,25300,592,26794,9647,18958,3044,3438,13
18,0.9568,0.761,0.9673,0.4186,0.0933,0.9293,0.1068,0.7362,0.2481,22.3333,50,10993,29131,8743,13199,11113,27904,4809,4994,10677,28113,1227,24769,1072,28848,8458,15530,2850,3385,14
19,0.9582,0.7315,1.0,0.4062,0.0571,0.8835,0.2029,0.8458,0.0,20.0196,50,9943,29117,7591,12911,10377,29381,4215,4937,9168,28084,2106,27107,593,28971,8777,22501,0,2190,12
20,0.8515,0.8515,1.0,0.4964,0.2833,0.7819,0.1131,0.643,0.0707,26.1765,50,11267,29365,11267,17390,13232,29340,6568,5539,10346,28087,1497,25766,3749,29592,8508,26620,936,2392,12
21,0.9012,0.9012,1.0,0.5554,0.0,0.8952,0.1278,0.6542,0.2679,26.8824,50,15198,29636,15198,18771,16864,25919,9367,7109,15097,26893,2155,25106,0,28907,11033,22512,4518,5991,16
22,0.9793,0.9349,1.0,0.5704,0.048,0.9349,0.1131,0.9349,0.2755,29.7451,50,14591,28648,13929,12895,14899,28206,8498,4906,13929,27768,1685,25096,715,28341,13929,15826,4104,5450,13
23,0.8763,0.8763,1.0,0.5351,0.1234,0.8527,0.1234,0.6346,0.2575,26.8824,50,12222,28605,12222,15881,13948,28618,7464,5922,11894,27412,1721,25719,1721,28436,8852,16040,3591,4919,15
24,0.962,0.7614,0.9935,0.4197,0.0925,0.9293,0.1692,0.737,0.2488,22.3333,50,10647,28554,8427,13106,10996,28597,4645,4973,10286,28685,1873,26831,1024,28339,8157,15385,2754,3363,14
25,0.9583,0.7314,1.0,0.4057,0.0574,0.8834,0.2036,0.8455,0.0,20.0196,50,10081,28972,7694,12931,10520,29476,4268,4941,9293,28181,2142,27246,604,29136,8895,22571,0,2203,12
26,0.9506,0.7281,1.0,0.4099,0.003,0.8786,0.2038,0.6725,0.244,17.2353,50,8422,29157,6451,12773,8860,29293,3632,4941,7784,29570,1806,26141,27,29567,5958,18962,2162,3287,14
27,0.8735,0.7526,0.9945,0.4382,0.0239,0.8865,0.2225,0.7494,0.2618,16.8431,50,5232,29512,4508,18285,5957,29531,2625,5399,5310,28943,1333,26599,143,28972,4489,19032,1568,3329,14
28,0.9761,0.8096,1.0,0.5182,0.0391,0.9409,0.2946,0.8096,0.3034,17.8627,50,5798,29260,4809,10393,5940,28542,3078,4945,5589,28511,1750,26013,232,29488,4809,10393,1802,3297,15
29,1.0,0.874,1.0,0.5943,0.0938,1.0,0.026,0.874,0.0,11.902,50,3658,28648,3197,10782,3658,29453,2174,5187,3658,28308,95,26514,343,29553,3197,15926,0,3171,21
30,0.9385,0.8097,1.0,0.6963,0.1791,1.0,0.3079,0.6447,0.2691,11.7059,50,3798,29515,3277,14213,4047,28688,2818,14120,4047,28478,1246,26026,725,28989,2609,10338,1089,3482,21
31,0.974,0.8904,1.0,0.6089,0.0857,0.876,0.0088,0.8538,0.0,11.4314,50,2772,28308,2534,12514,2846,21607,1733,5371,2493,9407,25,25699,244,29227,2430,13708,0,3065,21
32,0.94,0.7461,0.996,0.4975,0.083,0.7229,0.1355,0.7045,0.0416,13.6667,50,3524,29593,2797,12008,3734,29463,1865,5618,2710,9620,508,26038,311,29407,2641,12271,156,2541,15
33,0.9738,0.9211,1.0,0.6012,0.0242,0.9286,0.1701,0.8285,0.3218,19.7843,50,5021,29281,4749,13282,5156,29315,3100,5163,4788,28484,877,24873,125,29138,4272,9168,1659,3401,15
34,0.9867,0.7286,1.0,0.4117,0.0041,0.8791,0.2017,0.6759,0.2451,17.2353,50,8457,28298,6245,12764,8571,29162,3529,4947,7535,29408,1729,25910,35,29647,5793,19424,2101,3286,14
35,0.9786,0.9399,1.0,0.652,0.0178,0.9162,0.132,0.8701,0.3491,18.8039,50,3796,28958,3646,16568,3879,28771,2529,5298,3554,9326,512,24455,69,28272,3375,15401,1354,3442,14
36,0.93,0.7238,0.9951,0.4642,0.0808,0.9357,0.159,0.7238,0.0376,13.6667,50,4398,29126,3423,11797,4706,29410,2195,5505,4425,29303,752,23968,382,29636,3423,15585,178,1995,15
37,0.9884,0.9593,1.0,0.5654,0.2702,0.9169,0.216,0.7611,0.2991,25.6667,50,6818,28973,6617,14483,6898,28559,3900,5078,6325,25450,1490,26907,1864,28963,5250,8921,2063,3405,8
38,1.0,0.8359,1.0,0.505,0.0552,0.9806,0.0809,0.8359,0.2969,25.9804,50,15179,29020,12688,12922,15179,28317,7666,5894,14884,28695,1228,24404,838,29306,12688,12922,4506,4165,15
39,0.9804,0.9361,1.0,0.5692,0.0026,0.9361,0.1119,0.9361,0.0639,29.7451,50,16239,29095,15505,14207,16564,25506,9428,5388,15505,26774,1854,24495,43,28945,15505,21091,1059,3517,13
40,1.0,0.9002,1.0,0.5455,0.0208,1.0,0.131,0.8642,0.3871,25.549,50,20071,28807,18067,19634,20071,28337,10948,9017,20071,28337,2629,23843,418,28930,17346,21041,7770,10335,20
41,1.0,0.9,1.0,0.5451,0.0213,1.0,0.1313,0.8639,0.387,25.549,50,19873,28366,17885,19323,19873,27903,10832,8874,19873,28366,2610,23516,424,29368,17169,20716,7690,10179,20
