,apx,apx-na,knapsack,MR,GeRt,GLp,GSw,BIN,BIN_naive,intersection,n_points,apx_reward,apx_cost,apx-na_reward,apx-na_cost,knapsack_reward,knapsack_cost,MR_reward,MR_cost,GLp_reward,GLp_cost,GSw_reward,GSw_cost,GeRt_reward,GeRt_cost,BIN_reward,BIN_cost,BIN_naive_reward,BIN_naive_cost,#BIN
0,1.0,0.9904,1.0,0.9472,0.0,0.9904,0.0185,0.9276,0.227,20.7632,75,2595,17215,2570,12950,2595,17279,2458,13721,2570,12950,48,21037,0,24398,2407,18555,589,6706,46
1,0.9825,0.9622,1.0,0.9056,0.0,0.9622,0.0389,0.9292,0.239,24.9737,75,3539,14784,3466,12401,3602,20289,3262,11253,3466,12401,140,21404,0,24266,3347,16020,861,8404,43
2,1.0,1.0,1.0,1.0,0.0,1.0,0.0092,0.9842,0.2312,21.2895,75,1959,14033,1959,11040,1959,14033,1959,14033,1959,11040,18,20838,0,24134,1928,16411,453,453,21
3,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.2374,14.6842,75,1015,15986,1015,11752,1015,15690,1015,15986,1015,11752,0,20541,0,24196,1015,15212,241,241,10
4,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.2113,1.3684,75,71,24609,71,24609,71,24509,71,24609,71,24245,0,20604,0,24698,71,24240,15,6277,138
5,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.2374,14.6842,75,1015,15986,1015,11752,1015,15690,1015,15986,1015,11752,0,20541,0,24196,1015,15212,241,241,10
6,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.262,10.3421,75,519,16392,519,12181,519,16099,519,16392,519,12181,0,21957,0,24417,519,15100,136,136,13
7,1.0,0.989,1.0,1.0,0.0049,1.0,0.2712,0.9951,0.2834,3.1316,75,2459,24502,2432,9106,2459,24233,2459,24038,2459,24698,667,21186,12,24129,2447,23747,697,6542,130
8,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.2374,14.6842,75,1015,15986,1015,11752,1015,15690,1015,15986,1015,11752,0,20541,0,24196,1015,15212,241,241,10
9,0.9797,0.8742,1.0,0.6888,0.0531,0.8742,0.0531,0.8058,0.1951,21.4737,75,5701,22897,5087,14507,5819,23955,4008,14173,5087,21249,309,21106,309,24202,4689,18170,1135,6113,75
10,1.0,0.9878,1.0,0.8381,0.0111,0.9878,0.0126,0.9582,0.2169,21.5789,75,5412,19683,5346,14112,5412,19984,4536,10369,5346,14112,68,21381,60,23980,5186,15995,1174,6011,66
11,0.9608,0.8499,1.0,0.6552,0.0595,0.8499,0.1211,0.8048,0.3129,22.1842,75,7471,22353,6609,14234,7776,23212,5095,13551,6609,21409,942,20592,463,24459,6258,18003,2433,7317,70
12,0.9473,0.9163,1.0,0.8143,0.0109,0.9163,0.0343,0.8637,0.241,27.0263,75,6416,17055,6206,12971,6773,20456,5515,11514,6206,12971,232,21712,74,23837,5850,17097,1632,7148,50
13,0.9682,0.8676,1.0,0.7119,0.0082,0.8676,0.0916,0.8189,0.3048,27.2895,75,9831,18932,8810,13646,10154,21900,7229,9121,8810,13646,930,20500,83,24136,8315,15493,3095,10145,50
14,1.0,0.8771,1.0,0.6473,0.0801,0.8771,0.1026,0.8402,0.3247,25.9211,75,14116,23767,12381,16402,14116,23839,9137,15161,12381,24191,1448,20504,1130,24107,11860,17318,4584,9032,75
15,0.9425,0.9322,1.0,0.8021,0.02,0.9298,0.1899,0.6969,0.302,35.7105,75,15322,20116,15154,15966,16257,23622,13039,10559,15116,16521,3088,21167,325,23512,11330,21219,4909,10848,48
16,1.0,0.9337,1.0,0.7578,0.0179,0.9337,0.0662,0.8955,0.2841,31.0789,75,12175,21525,11368,14901,12175,21525,9226,9092,11368,14901,806,21012,218,23858,10903,15727,3459,11393,50
17,0.9882,0.893,1.0,0.7218,0.0087,0.893,0.1129,0.8592,0.2702,29.8158,75,14121,21311,12761,15207,14290,21541,10314,9209,12761,15207,1613,20179,124,23552,12278,16074,3861,11184,55
18,1.0,0.8714,1.0,0.7059,0.0123,0.8714,0.1164,0.837,0.3135,29.2895,75,13683,21246,11923,15006,13683,21246,9659,9127,11923,15006,1593,21219,168,23934,11452,15847,4290,13244,55
19,0.9632,0.8587,1.0,0.6996,0.0106,0.8587,0.1361,0.8202,0.1407,29.2895,75,11678,19023,10411,13669,12124,22028,8482,9063,10411,13669,1650,21707,128,24083,9944,16313,1706,9842,45
20,0.9525,0.942,1.0,0.8095,0.0203,0.9398,0.192,0.7766,0.2389,35.7105,75,15624,19768,15452,16086,16404,23105,13279,10636,15417,16645,3149,21429,333,23822,12740,18192,3919,8505,48
21,1.0,1.0,1.0,0.8481,0.0331,1.0,0.0815,0.8222,0.3603,36.2368,75,22451,21454,22451,18928,22451,21454,19040,13561,22451,21358,1829,19811,743,22564,18460,20796,8090,13236,69
22,1.0,0.9951,1.0,0.8002,0.0266,0.9951,0.0731,0.9924,0.2431,39.8158,75,21120,18381,21016,16376,21120,18381,16901,12639,21016,16376,1543,19287,562,23656,20960,17919,5135,9046,55
23,0.9688,0.9578,1.0,0.8182,0.021,0.9578,0.0805,0.8401,0.2906,35.8421,75,17898,20448,17696,15810,18475,20545,15116,11331,17696,17777,1488,19678,388,22949,15520,19114,5368,8357,53
24,0.9814,0.8559,1.0,0.6943,0.0118,0.8559,0.1129,0.8211,0.3075,29.2895,75,13195,21528,11507,14926,13445,21970,9335,9099,11507,14926,1518,20869,158,24064,11040,15756,4134,13076,50
25,0.9547,0.8582,1.0,0.6988,0.0107,0.8582,0.1368,0.8204,0.3066,29.2895,75,11731,18810,10545,13680,12288,21648,8587,9066,10545,13680,1681,21818,131,24226,10081,15594,3767,12725,50
