,apx,apx-na,knapsack,MR,GeRt,GLp,GSw,BIN,BIN_naive,intersection,n_points,apx_reward,apx_cost,apx-na_reward,apx-na_cost,knapsack_reward,knapsack_cost,MR_reward,MR_cost,GLp_reward,GLp_cost,GSw_reward,GSw_cost,GeRt_reward,GeRt_cost,BIN_reward,BIN_cost,BIN_naive_reward,BIN_naive_cost,#BIN
0,1.0,1.0,1.0,0.9072,0.0,1.0,0.0303,0.9179,0.3718,20.7632,75,1584,9889,1584,6860,1584,9889,1437,7606,1584,6860,48,13152,0,14772,1454,11103,589,5720,30
1,0.9661,0.9661,1.0,0.8535,0.0,0.9661,0.0641,0.8815,0.3941,24.9737,75,2111,7999,2111,6939,2185,11970,1865,5347,2111,6939,140,13350,0,14780,1926,10315,861,7398,39
2,1.0,1.0,1.0,0.9266,0.0,1.0,0.0142,0.9021,0.3575,21.2895,75,1267,10076,1267,7083,1267,10076,1174,7763,1267,7083,18,13038,0,14713,1143,10141,453,453,17
3,1.0,1.0,1.0,0.909,0.0,1.0,0.0,1.0,0.3483,14.6842,75,692,11184,692,7515,692,11453,629,8138,692,7515,0,12857,0,14388,692,10975,241,241,7
4,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.2113,1.3684,75,71,14760,71,14760,71,14963,71,14760,71,14485,0,12889,0,14639,71,14460,15,2510,83
5,1.0,1.0,1.0,0.909,0.0,1.0,0.0,1.0,0.3483,14.6842,75,692,11184,692,7515,692,11453,629,8138,692,7515,0,12857,0,14388,692,10975,241,241,7
6,1.0,1.0,1.0,0.955,0.0,1.0,0.0,1.0,0.3598,10.3421,75,378,11437,378,7788,378,11706,361,8356,378,7788,0,12804,0,14703,378,9711,136,136,9
7,1.0,0.9858,1.0,1.0,0.0063,1.0,0.0573,0.9858,0.3666,3.1316,75,1901,14662,1874,6698,1901,14714,1901,14662,1901,14662,109,12511,12,14674,1874,14226,697,2608,79
8,1.0,1.0,1.0,0.909,0.0,1.0,0.0,1.0,0.3483,14.6842,75,692,11184,692,7515,692,11453,629,8138,692,7515,0,12857,0,14388,692,10975,241,241,7
9,0.9909,0.8454,1.0,0.6903,0.0149,0.8454,0.0149,0.8396,0.2964,21.4737,75,3794,14605,3237,9391,3829,14366,2643,9822,3237,13761,57,13333,57,14705,3215,9909,1135,3470,45
10,1.0,0.9806,1.0,0.746,0.0035,0.9806,0.02,0.98,0.3451,21.5789,75,3402,13005,3336,9182,3402,13005,2538,5110,3336,9815,68,12918,12,14934,3334,9676,1174,3391,48
11,1.0,0.831,1.0,0.6558,0.0029,1.0,0.0369,0.831,0.477,22.1842,75,5101,14393,4239,9727,5101,14249,3345,9904,5101,14249,188,12607,15,14710,4239,9727,2433,6169,42
12,0.9352,0.8861,1.0,0.7316,0.0173,0.8861,0.0491,0.8517,0.3818,27.0263,75,3997,13126,3787,9042,4274,14947,3127,4788,3787,10210,210,13218,74,14421,3640,10414,1632,5405,36
13,0.9849,0.832,1.0,0.5953,0.0012,1.0,0.0475,0.832,0.4634,27.2895,75,6578,14599,5557,9313,6679,14857,3976,4788,6679,14857,317,13067,8,14538,5557,9313,3095,10092,30
14,1.0,0.8201,1.0,0.6171,0.0,1.0,0.1391,0.8201,0.4754,25.9211,75,9642,14280,7907,10317,9642,14280,5950,10648,9642,14280,1341,12210,0,14555,7907,10317,4584,8968,45
15,0.9509,0.9342,1.0,0.7287,0.0322,0.9342,0.0869,0.792,0.4861,35.7105,75,9602,13538,9434,9388,10098,14797,7358,6546,9434,11141,878,12273,325,14386,7998,11950,4909,8290,29
16,1.0,0.9116,1.0,0.6408,0.0091,1.0,0.0664,0.9116,0.4365,31.0789,75,7876,14400,7180,9453,7876,14400,5047,4774,7876,14400,523,12272,72,14412,7180,9453,3438,9051,30
17,1.0,0.8555,1.0,0.5986,0.0065,1.0,0.114,0.8555,0.407,29.8158,75,9409,14307,8049,9659,9409,14307,5632,4836,9409,14307,1073,12350,61,14401,8049,9659,3829,8700,33
18,1.0,0.8566,1.0,0.6009,0.0057,1.0,0.111,0.8566,0.4854,29.2895,75,8787,14049,7527,9524,8787,14049,5280,4792,8787,14049,975,13314,50,14328,7527,9524,4265,10846,33
19,0.9847,0.8256,1.0,0.5835,0.0038,1.0,0.0994,0.8256,0.2142,29.2895,75,7844,14718,6577,9364,7966,14771,4648,4758,7966,14771,792,12563,30,14582,6577,10099,1706,9785,27
20,0.9671,0.9501,1.0,0.74,0.0329,0.9501,0.0887,0.7587,0.3871,35.7105,75,9792,13137,9620,9455,10125,14199,7492,6599,9620,11232,898,12429,333,14574,7682,9851,3919,5913,30
21,1.0,1.0,1.0,0.7657,0.0359,1.0,0.0284,0.7913,0.4997,36.2368,75,13962,13251,13962,12096,13962,13563,10691,8489,13962,13155,396,12892,501,14111,11048,12905,6977,10734,43
22,0.9926,0.9926,1.0,0.735,0.0347,0.9926,0.0509,0.9921,0.3892,39.8158,75,13098,11544,13098,10588,13195,13531,9698,5556,13098,10588,672,12575,458,14226,13091,11526,5135,8958,40
23,0.972,0.9545,1.0,0.7375,0.0336,0.9545,0.0901,0.7609,0.4649,35.8421,75,11224,14138,11022,10077,11547,14127,8516,7064,11022,12044,1040,11961,388,14354,8786,10608,5368,8278,33
24,0.9713,0.8329,1.0,0.5852,0.0052,1.0,0.106,0.8329,0.4713,29.2895,75,8474,14378,7266,9470,8724,14820,5105,4778,8724,14820,925,13096,45,14525,7266,9470,4112,10721,30
25,0.9721,0.8252,1.0,0.5827,0.0038,1.0,0.1002,0.8252,0.465,29.2895,75,7848,14504,6662,9374,8073,14800,4704,4760,8073,14800,809,12627,31,14670,6662,9374,3754,10460,30
26,0.9608,0.8311,1.0,0.5939,0.0012,1.0,0.0485,0.8311,0.2091,27.4737,75,6521,13881,5641,9313,6787,14871,4031,4783,6787,14871,329,13134,8,14619,5641,11385,1419,7348,30
