,apx,apx-na,knapsack,MR,GeRt,GLp,GSw,BIN,intersection,n_points,apx_reward,apx_cost,apx-na_reward,apx-na_cost,knapsack_reward,knapsack_cost,MR_reward,MR_cost,GLp_reward,GLp_cost,GSw_reward,GSw_cost,GeRt_reward,GeRt_cost,BIN_reward,BIN_cost,#BIN
0,1.0,0.9672,1.0,0.5186,0.0,1.0,0.0,0.9672,13.3529,50,671,4729,649,3538,671,4729,348,1855,671,4729,0,4223,0,4867,649,3538,10
1,1.0,0.9319,1.0,0.4908,0.0,1.0,0.0,0.9319,15.0,50,925,4607,862,3431,925,4607,454,1802,925,4607,0,4321,0,4971,862,3431,9
2,1.0,0.9797,1.0,0.6351,0.0,1.0,0.0,0.9797,13.1961,50,444,4893,435,3702,444,4893,282,1895,444,4893,0,4177,0,4817,435,3702,12
3,1.0,1.0,1.0,0.5802,0.0,1.0,0.0,1.0,8.7647,50,262,4933,262,3796,262,4979,152,1989,262,4933,0,4108,0,4748,262,3796,18
4,1.0,1.0,1.0,0.8048,0.0,1.0,0.0,0.7568,1.4314,50,292,4872,292,4872,292,4872,235,4941,292,4872,0,4114,0,4916,221,4912,20
5,1.0,1.0,1.0,0.5802,0.0,1.0,0.0,1.0,8.7647,50,262,4933,262,3796,262,4979,152,1989,262,4933,0,4108,0,4748,262,3796,18
6,1.0,1.0,1.0,0.8381,0.0,1.0,0.0,1.0,6.8431,50,105,4871,105,3930,105,4953,88,2043,105,4871,0,4086,0,4824,105,3930,19
7,0.9239,0.8854,1.0,0.9239,0.0,1.0,0.1586,0.6526,2.3725,50,1008,4881,966,3708,1091,4988,1008,4881,1091,4988,173,4162,0,4981,712,4900,20
8,1.0,1.0,1.0,0.5802,0.0,1.0,0.0,1.0,8.7647,50,262,4933,262,3796,262,4979,152,1989,262,4933,0,4108,0,4748,262,3796,18
9,1.0,0.913,1.0,0.3896,0.0,1.0,0.087,0.913,11.7059,50,1391,4896,1270,3255,1391,4896,542,1857,1391,4896,121,4460,0,4780,1270,3255,14
10,1.0,1.0,1.0,0.4661,0.0283,1.0,0.082,1.0,12.5686,50,1341,4921,1341,3205,1341,4522,625,1267,1341,4921,110,4464,38,4996,1341,3205,14
11,0.903,0.8141,1.0,0.348,0.0,0.903,0.1096,0.8141,13.5882,50,1788,4886,1612,3190,1980,4965,689,1329,1788,4886,217,4878,0,4728,1612,3190,12
12,1.0,0.9408,1.0,0.483,0.0,1.0,0.0,0.9408,19.7451,50,1588,4496,1494,3239,1588,4496,767,1712,1588,4496,0,4737,0,4868,1494,3239,9
13,0.9307,0.8389,1.0,0.3879,0.0,1.0,0.102,1.0,17.2353,50,2363,4360,2130,3087,2539,4972,985,1188,2539,4972,259,4155,0,4793,2539,4972,8
14,1.0,0.8883,1.0,0.3775,0.0347,1.0,0.1842,0.8883,17.4314,50,3258,4469,2894,3359,3258,4469,1230,1403,3258,4469,600,4530,113,4995,2894,3359,10
15,1.0,1.0,1.0,0.6989,0.0,1.0,0.0,0.7232,26.1765,50,3670,4950,3670,3363,3670,4905,2565,2921,3670,4950,0,4158,0,4987,2654,3429,7
16,1.0,0.9357,1.0,0.4297,0.056,1.0,0.1605,0.9357,22.3725,50,2909,4630,2722,3132,2909,4630,1250,1185,2909,4630,467,4098,163,4885,2722,3132,8
17,1.0,0.8929,1.0,0.4086,0.0147,1.0,0.1373,0.8929,23.6275,50,3409,4628,3044,3199,3409,4628,1393,1201,3409,4628,468,4796,50,4928,3044,3199,9
18,1.0,0.8937,1.0,0.4098,0.0135,1.0,0.133,0.8937,22.3333,50,3189,4544,2850,3155,3189,4544,1307,1190,3189,4544,424,4643,43,4750,2850,3155,9
19,1.0,0.8967,1.0,0.4128,0.0,1.0,0.1234,0.8967,20.0196,50,2788,4430,2500,3103,2788,4430,1151,1181,2788,4430,344,4391,0,4921,2500,3103,9
20,1.0,1.0,1.0,0.6983,0.0,1.0,0.0,0.7231,26.1765,50,3742,4992,3742,3385,3742,4947,2613,2948,3742,4992,0,4214,0,4816,2706,3459,7
21,1.0,1.0,1.0,0.6904,0.0,1.0,0.0,1.0,26.8824,50,5442,4659,5442,4294,5442,4659,3757,3846,5442,4659,0,4267,0,4938,5442,4294,8
22,1.0,1.0,1.0,0.6908,0.0,1.0,0.0079,1.0,29.7451,50,4922,4262,4922,3928,4922,4262,3400,1916,4922,4262,39,3534,0,4915,4922,3928,6
