,apx,apx-na,knapsack,MR,GeRt,GLp,GSw,BIN,BIN_naive,intersection,n_points,apx_reward,apx_cost,apx-na_reward,apx-na_cost,knapsack_reward,knapsack_cost,MR_reward,MR_cost,GLp_reward,GLp_cost,GSw_reward,GSw_cost,GeRt_reward,GeRt_cost,BIN_reward,BIN_cost,BIN_naive_reward,BIN_naive_cost,#BIN
0,1.0,1.0,1.0,0.9282,0.1084,1.0,0.1127,1.0,0.341,10.0,25,1393,5735,1393,5735,1393,5735,1293,5060,1393,5735,157,27062,151,27118,1393,5735,475,475,6
1,0.9304,0.9304,1.0,0.8547,0.3352,0.9304,0.2453,0.8817,0.26,10.5385,25,1832,5466,1832,5466,1969,13301,1683,4823,1832,5466,483,24719,660,27263,1736,6949,512,3719,8
2,1.0,1.0,1.0,0.9394,0.0543,1.0,0.0534,1.0,0.3428,9.7692,25,1123,5920,1123,5920,1123,5920,1055,5223,1123,5920,60,26869,61,26918,1123,5920,385,385,6
3,1.0,1.0,1.0,0.9896,0.0,1.0,0.0,1.0,0.3541,7.9231,25,579,6345,579,6345,579,6345,573,5597,579,6345,0,26107,0,26107,579,6345,205,205,6
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25,0,28863,0,28863,0,29551,0,28863,0,27947,0,26817,0,27947,0,28863,0,4889,18
5,1.0,1.0,1.0,0.9896,0.0,1.0,0.0,1.0,0.3541,7.9231,25,579,6345,579,6345,579,6345,573,5597,579,6345,0,26107,0,26107,579,6345,205,205,6
6,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.3542,7.9231,25,336,5802,336,5802,336,5802,336,5802,336,5802,0,26001,0,26001,336,5802,119,119,6
7,1.0,1.0,1.0,0.9941,0.844,1.0,0.844,1.0,0.0,2.0769,25,846,27889,846,14650,846,29040,841,27135,846,28479,714,27569,714,28934,846,27889,0,4665,17
8,1.0,1.0,1.0,0.9896,0.0,1.0,0.0,1.0,0.3541,7.9231,25,579,6345,579,6345,579,6345,573,5597,579,6345,0,26107,0,26107,579,6345,205,205,6
9,1.0,0.7905,1.0,0.6572,0.2678,0.7905,0.1972,0.7588,0.3018,10.1538,25,3002,13466,2373,7123,3002,13791,1973,4923,2373,7123,592,23505,804,28543,2278,14670,906,3631,12
10,1.0,0.9323,1.0,0.8061,0.0677,0.9323,0.2763,0.9323,0.0007,9.9231,25,2852,13410,2659,6786,2852,13284,2299,4609,2659,6786,788,25507,193,26673,2659,9624,2,2663,9
