,apx,apx-na,knapsack,MR,GeRt,GLp,GSw,BIN,intersection,n_points,apx_reward,apx_cost,apx-na_reward,apx-na_cost,knapsack_reward,knapsack_cost,MR_reward,MR_cost,GLp_reward,GLp_cost,GSw_reward,GSw_cost,GeRt_reward,GeRt_cost,BIN_reward,BIN_cost,#BIN
0,1.0,1.0,1.0,0.7411,0.0021,1.0,0.1811,1.0,10.0,25,475,1919,475,1919,475,1919,352,1340,475,1919,86,9286,1,9223,475,1919,2
1,0.8381,0.8381,1.0,0.614,0.0054,0.8381,0.3333,0.6856,10.5385,25,621,1829,621,1829,741,9755,455,1277,621,1829,247,9324,4,9412,508,3403,4
2,1.0,1.0,1.0,0.7506,0.0078,1.0,0.0935,1.0,9.7692,25,385,1981,385,1981,385,1981,289,1383,385,1981,36,9238,3,9124,385,1981,2
3,1.0,1.0,1.0,0.7951,0.0,1.0,0.0,1.0,7.9231,25,205,1992,205,1992,205,2123,163,1482,205,1992,0,9137,0,8997,205,2123,2
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25,0,9724,0,9724,0,9923,0,9724,0,9724,0,8717,0,9724,0,9724,7
5,1.0,1.0,1.0,0.7951,0.0,1.0,0.0,1.0,7.9231,25,205,1992,205,1992,205,2123,163,1482,205,1992,0,9137,0,8997,205,2123,2
6,1.0,1.0,1.0,0.8403,0.0,1.0,0.0,1.0,7.9231,25,119,2065,119,2065,119,2065,100,1536,119,2065,0,9101,0,8961,119,2065,2
7,1.0,1.0,1.0,1.0,1.0,1.0,0.0582,1.0,2.0769,25,601,9258,601,9258,601,9710,601,9258,601,9258,35,9147,601,9258,601,9258,7
8,1.0,1.0,1.0,0.7951,0.0,1.0,0.0,1.0,7.9231,25,205,1992,205,1992,205,2123,163,1482,205,1992,0,9137,0,8997,205,2123,2
9,1.0,0.5902,1.0,0.3459,0.4098,1.0,0.0404,0.5902,10.1538,25,1535,9630,906,3287,1535,9955,531,1303,1535,9630,62,7816,629,9514,906,3287,5
10,1.0,0.8322,1.0,0.5409,0.1678,1.0,0.0017,0.8322,9.9231,25,1150,9823,957,3199,1150,9697,622,1220,1150,9823,2,7827,193,8945,957,6037,5
11,1.0,0.6019,1.0,0.3268,0.3981,1.0,0.086,0.6019,10.8462,25,2047,9826,1232,3230,2047,9806,669,1278,2047,9826,176,8191,815,9957,1232,9820,4
12,1.0,0.849,1.0,0.8148,0.0143,1.0,0.151,0.9857,12.8462,25,1258,9234,1068,3191,1258,9717,1025,1537,1258,9234,190,7866,18,9380,1240,6976,3
13,1.0,0.8674,1.0,0.3742,0.136,1.0,0.3487,0.8674,12.4615,25,2595,9937,2251,5743,2595,9599,971,1144,2595,9937,905,8672,353,9431,2251,8399,3
14,0.6453,0.6453,1.0,0.3069,0.3834,1.0,0.1458,0.6166,12.3077,25,2496,8626,2496,5346,3868,9514,1187,1348,3868,9197,564,7404,1483,8948,2385,5848,3
15,1.0,0.9884,1.0,0.6136,0.2227,0.752,0.5029,0.7369,16.6923,25,3786,9797,3742,8568,3786,9797,2323,1483,2847,9419,1904,7804,843,7870,2790,6388,3
16,1.0,0.7344,1.0,0.4125,0.1512,1.0,0.118,0.7344,13.0,25,2982,9933,2190,3124,2982,9694,1230,1140,2982,9933,352,9634,451,8242,2190,3124,4
17,1.0,0.9959,1.0,0.4046,0.0041,1.0,0.42,0.9959,13.6923,25,3386,9322,3372,6149,3386,9761,1370,1155,3386,9322,1422,9978,14,8517,3372,6149,3
18,1.0,0.9962,1.0,0.4078,0.0038,1.0,0.418,0.9962,13.6923,25,3151,9082,3139,6027,3151,9506,1285,1145,3151,9082,1317,9658,12,8201,3139,6027,3
19,1.0,0.868,1.0,0.3622,0.1551,1.0,0.3587,0.868,12.4615,25,3128,9945,2715,5855,3128,9945,1133,1137,3128,9945,1122,9140,485,9999,2715,8701,3
20,1.0,0.9883,1.0,0.6123,0.223,0.7537,0.5032,0.7369,16.6923,25,3861,9904,3816,8659,3861,9904,2364,1492,2910,9519,1943,7894,861,7967,2845,6456,3
21,1.0,0.9843,1.0,0.7719,0.0157,1.0,0.2794,0.9256,16.7692,25,4341,9184,4273,4379,4341,9529,3351,1876,4341,9184,1213,7367,68,8261,4018,8688,3
22,1.0,0.9831,1.0,0.7355,0.0169,1.0,0.2029,0.9831,17.3077,25,4140,8153,4070,3794,4140,9777,3045,1720,4140,8153,840,6967,70,7500,4070,3794,3
23,1.0,0.9882,1.0,0.6088,0.2243,0.7679,0.5045,0.7368,16.7692,25,4404,9968,4352,9446,4404,9968,2681,1577,3382,7569,2222,8654,988,8773,3245,7043,3
24,1.0,0.8687,1.0,0.3574,0.1313,1.0,0.3631,0.8687,12.5385,25,3481,9593,3024,5973,3481,9593,1244,1141,3481,9593,1264,9509,457,8289,3024,8961,3
25,1.0,0.8679,1.0,0.3616,0.3004,1.0,0.3594,0.8679,12.4615,25,3172,9980,2753,5868,3172,9980,1147,1137,3172,9980,1140,9184,953,9996,2753,8732,3
26,1.0,0.8674,1.0,0.3731,0.1379,1.0,0.3496,0.8674,12.4615,25,2640,9962,2290,5749,2640,9622,985,1142,2640,9962,923,8707,364,9474,2290,8419,3
27,1.0,0.8653,1.0,0.4102,0.1347,1.0,0.3165,0.6631,11.6154,25,1760,9602,1523,5724,1760,9295,722,1189,1760,9602,557,9955,237,9220,1167,3140,4
28,1.0,0.7747,1.0,0.4646,0.1584,1.0,0.0697,0.7747,11.4615,25,1780,9969,1379,3100,1780,9650,827,1164,1780,9969,124,8302,282,9543,1379,3100,4
29,1.0,0.8343,1.0,0.5488,0.1657,1.0,0.0009,0.8343,9.9231,25,1086,9796,906,3216,1086,9671,596,1230,1086,9796,1,7763,180,8884,906,6030,5
30,1.0,0.58,1.0,0.3629,0.42,1.0,0.42,0.58,10.0769,25,1262,9491,732,3340,1262,9897,458,1326,1262,9491,530,9901,530,8410,732,6633,5
31,1.0,0.8371,1.0,0.6032,0.1629,1.0,0.0,0.8371,9.9231,25,804,9720,673,3312,804,9805,485,1277,804,9720,0,9736,131,8641,673,6033,5
32,1.0,0.8622,1.0,0.4892,0.1378,1.0,0.2465,0.7029,11.0769,25,1067,9559,920,5858,1067,9944,522,1260,1067,9559,263,9577,147,8717,750,3278,4
33,1.0,0.83,1.0,0.7768,0.0143,1.0,0.2171,0.9857,13.1538,25,1465,9325,1216,3163,1465,9699,1138,1505,1465,9325,318,8223,21,9643,1444,5130,3
34,1.0,0.8671,1.0,0.3755,0.1341,1.0,0.3469,0.8671,12.4615,25,2551,9911,2212,5737,2551,9575,958,1145,2551,9911,885,8639,342,9389,2212,8378,3
35,0.8813,0.8813,1.0,0.8574,0.0147,0.8813,0.1297,0.9853,12.0769,25,958,1671,958,1671,1087,9938,932,1569,958,1671,141,7742,16,9183,1071,9612,3
36,1.0,0.8641,1.0,0.4449,0.1359,1.0,0.2849,0.6808,11.6154,25,1369,9550,1183,5782,1369,9946,609,1225,1369,9550,390,9717,186,8913,932,3207,4
37,1.0,0.8018,1.0,0.7181,0.1104,1.0,0.3162,0.8018,14.9231,25,1983,9676,1590,3142,1983,9538,1424,1448,1983,9676,627,8609,219,9038,1590,3142,3
38,0.9863,0.8361,1.0,0.617,0.0243,1.0,0.0243,0.981,15.2308,25,4308,9942,3652,3858,4368,9869,2695,1824,4368,9869,106,7087,106,7087,4285,6988,3
39,1.0,0.9827,1.0,0.7291,0.0173,1.0,0.1958,0.9827,17.3077,25,4626,8991,4546,4165,4626,9339,3373,1889,4626,8991,906,7731,80,8306,4546,4165,3
40,1.0,0.9925,1.0,0.7414,0.0075,1.0,0.0075,0.9925,13.7692,25,5224,8868,5185,5869,5224,9924,3873,2743,5224,8868,39,6187,39,6187,5185,5869,5
41,1.0,0.7961,1.0,0.5943,0.0059,1.0,0.0059,0.7961,13.7692,25,6448,9928,5133,5776,6448,9928,3832,2699,6448,9928,38,6107,38,6107,5133,5776,5
42,1.0,0.7892,1.0,0.5855,0.0301,1.0,0.2108,0.7892,13.7692,25,5983,9553,4722,5092,5983,9553,3503,2381,5983,9553,1261,9185,180,9259,4722,5092,5
